ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
13181,customer-169385,0,51,11,14,22,25,87
13182,customer-4922,0,20,14,29,22,6,89
13183,customer-4920,0,19,25,29,22,6,96
13184,customer-337335,0,46,31,17,22,20,94
13185,customer-236914,0,11,9,15,22,3,86
13186,customer-4917,0,52,92,21,22,39,74
13187,customer-337336,0,45,26,11,22,20,91
13188,customer-337337,0,45,19,9,22,20,89
13189,customer-4927,0,20,94,20,22,17,75
13190,customer-353800,0,40,84,5,22,22,83
13191,customer-547716,0,47,26,18,22,41,94
13192,customer-4911,0,22,77,9,22,18,80
13193,customer-353799,0,40,14,17,22,21,88
13194,customer-169414,0,49,11,24,22,14,87
13195,customer-169415,0,49,89,27,22,14,67
13196,customer-4906,0,19,24,12,22,19,91
13197,customer-101367,0,44,53,32,22,43,84
13198,customer-216701,0,41,18,41,22,2,91
13199,customer-4902,0,20,12,6,22,18,87
13200,customer-353677,0,30,89,23,22,11,72
13201,customer-547715,0,48,27,24,22,41,96
13202,customer-36721,0,42,98,21,22,34,77
13203,customer-237027,0,39,75,32,22,20,63
13204,customer-4983,0,19,16,17,22,18,90
13205,customer-5069,0,21,38,9,22,5,91
13206,customer-216427,0,52,94,21,22,24,74
13207,customer-101676,0,42,84,6,22,40,82
13208,customer-101675,0,42,39,17,22,40,93
13209,customer-547403,0,36,12,2,22,12,86
13210,customer-237115,0,54,99,20,22,11,78
13211,customer-337147,0,62,99,32,22,29,71
13212,customer-5060,0,74,97,24,22,61,74
13213,customer-354203,0,32,53,15,22,17,87
13214,customer-216467,0,47,0,15,22,20,81
13215,customer-101666,0,43,48,30,22,44,90
13216,customer-5056,0,23,18,8,22,15,89
13217,customer-5055,0,20,96,14,22,16,80
13218,customer-101665,0,44,39,32,22,44,96
13219,customer-354202,0,32,41,11,22,17,91
13220,customer-5052,0,22,12,18,22,15,87
13221,customer-547439,0,46,25,23,22,39,95
13222,customer-547440,0,46,24,23,22,39,95
13223,customer-237099,0,56,11,18,22,15,87
13224,customer-547441,0,46,23,24,22,38,94
13225,customer-237098,0,56,14,20,22,16,89
13226,customer-547402,0,36,0,3,22,12,85
13227,customer-237133,0,50,98,21,22,10,77
13228,customer-5073,0,22,11,20,22,15,86
13229,customer-354225,0,30,68,2,22,12,85
13230,customer-101730,0,44,28,8,22,21,90
13231,customer-5097,0,20,1,23,22,15,78
13232,customer-169315,0,62,8,12,22,53,85
13233,customer-5094,0,22,16,20,22,14,90
13234,customer-547369,0,44,22,26,22,26,94
13235,customer-354349,0,40,3,9,22,22,84
13236,customer-5091,0,30,21,29,22,7,94
13237,customer-547370,0,43,16,21,22,25,91
13238,customer-337064,0,39,30,11,22,14,92
13239,customer-237172,0,45,5,23,22,18,82
13240,customer-337148,0,62,0,35,22,29,71
13241,customer-237171,0,45,12,23,22,17,87
13242,customer-5085,0,20,2,32,22,5,75
13243,customer-237170,0,46,15,23,22,17,90
13244,customer-237169,0,46,22,18,22,17,93
13245,customer-169316,0,62,6,12,22,53,85
13246,customer-547382,0,40,11,17,22,20,87
13247,customer-101712,0,46,98,5,22,26,84
13248,customer-547383,0,40,6,14,22,20,84
13249,customer-547384,0,40,5,14,22,19,84
13250,customer-354226,0,30,85,17,22,12,74
13251,customer-5075,0,20,99,17,22,16,80
13252,customer-5086,0,21,28,14,22,5,93
13253,customer-4982,0,21,7,18,22,16,84
13254,customer-5045,0,21,12,17,22,6,88
13255,customer-216510,0,29,30,14,22,9,93
13256,customer-337237,0,62,37,26,22,37,96
13257,customer-354104,0,42,14,17,22,37,89
13258,customer-5002,0,21,6,12,22,16,85
13259,customer-547534,0,47,28,21,22,40,96
13260,customer-337238,0,62,35,29,22,37,98
13261,customer-216596,0,70,1,12,22,47,83
13262,customer-547535,0,46,25,21,22,39,95
13263,customer-101492,0,37,19,9,22,4,89
13264,customer-337239,0,62,35,29,22,37,98
13265,customer-337240,0,61,34,27,22,37,97
13266,customer-216620,0,67,24,18,22,38,94
13267,customer-101491,0,37,27,12,22,4,92
13268,customer-337241,0,61,34,24,22,37,97
13269,customer-353994,0,63,12,21,22,42,87
13270,customer-353993,0,64,13,21,22,42,88
13271,customer-547563,0,47,23,41,22,28,97
13272,customer-4988,0,23,17,11,22,17,89
13273,customer-547564,0,46,20,39,22,27,94
13274,customer-547565,0,45,15,30,22,27,89
13275,customer-337242,0,60,32,26,22,37,97
13276,customer-4984,0,19,5,15,22,18,83
13277,customer-5005,0,19,15,9,22,17,88
13278,customer-5007,0,23,4,6,22,16,85
13279,customer-547506,0,36,10,3,22,11,86
13280,customer-547505,0,36,6,9,22,12,85
13281,customer-216511,0,29,90,15,22,9,77
13282,customer-169333,0,61,9,6,22,46,86
13283,customer-5036,0,69,10,15,22,55,86
13284,customer-547469,0,45,19,32,22,27,93
13285,customer-547470,0,44,18,36,22,26,93
13286,customer-547471,0,44,14,30,22,26,88
13287,customer-5031,0,23,92,15,22,16,78
13288,customer-5030,0,19,96,12,22,17,80
13289,customer-5029,0,19,3,3,22,17,85
13290,customer-36663,0,48,100,17,22,51,80
13291,customer-237081,0,55,92,8,22,22,82
13292,customer-169334,0,61,12,9,22,45,87
13293,customer-216540,0,71,84,5,22,78,83
13294,customer-5021,0,20,91,14,22,5,78
13295,customer-5020,0,20,30,26,22,6,97
13296,customer-354122,0,39,23,20,22,36,94
13297,customer-547484,0,40,14,27,22,21,89
13298,customer-547485,0,40,9,21,22,20,85
13299,customer-5016,0,21,12,29,22,21,86
13300,customer-216569,0,70,12,12,22,60,87
13301,customer-216570,0,70,97,6,22,60,83
13302,customer-101526,0,63,23,11,22,51,91
13303,customer-354123,0,39,12,15,22,36,88
13304,customer-4873,0,27,8,15,22,11,85
13305,customer-4872,0,27,16,24,22,11,90
13306,customer-236783,0,43,95,15,22,19,79
13307,customer-353314,0,62,35,12,22,23,93
13308,customer-548631,0,32,33,29,22,10,98
13309,customer-548632,0,32,37,29,22,9,97
13310,customer-548633,0,32,38,33,22,9,97
13311,customer-4724,0,19,41,17,22,6,93
13312,customer-548635,0,26,40,12,22,6,91
13313,customer-4721,0,19,9,14,22,22,86
13314,customer-236626,0,37,77,33,22,19,61
13315,customer-100651,0,61,14,17,22,54,89
13316,customer-100650,0,61,14,17,22,53,89
13317,customer-4717,0,22,9,12,22,6,86
13318,customer-100649,0,61,12,15,22,53,88
13319,customer-236625,0,36,90,21,22,18,73
13320,customer-169494,0,61,73,8,22,76,82
13321,customer-60193,0,53,25,12,22,50,92
13322,customer-60194,0,52,21,15,22,49,91
13323,customer-60195,0,52,17,14,22,49,90
13324,customer-548708,0,43,24,29,22,25,96
13325,customer-548709,0,43,26,23,22,25,95
13326,customer-4707,0,26,24,14,22,13,92
13327,customer-548710,0,43,28,17,22,25,94
13328,customer-353315,0,62,71,5,22,23,83
13329,customer-236630,0,40,74,29,22,20,66
13330,customer-236631,0,41,74,24,22,20,69
13331,customer-100784,0,45,41,21,22,44,94
13332,customer-548584,0,44,29,27,22,25,98
13333,customer-169459,0,62,79,8,22,62,81
13334,customer-236643,0,45,76,20,22,24,73
13335,customer-236642,0,45,76,21,22,24,72
13336,customer-4755,0,18,89,8,22,6,81
13337,customer-4754,0,19,31,15,22,7,93
13338,customer-4753,0,20,95,3,22,22,84
13339,customer-4752,0,22,2,11,22,5,83
13340,customer-236641,0,44,77,20,22,24,72
13341,customer-100800,0,41,4,9,22,37,85
13342,customer-60196,0,52,11,11,22,48,87
13343,customer-236640,0,44,78,20,22,23,73
13344,customer-100798,0,41,32,8,22,38,90
13345,customer-353406,0,68,96,18,22,48,78
13346,customer-4744,0,21,5,20,22,17,83
13347,customer-4741,0,17,4,14,22,20,83
13348,customer-4739,0,19,29,12,22,20,93
13349,customer-236633,0,42,76,18,22,21,74
13350,customer-4736,0,26,21,21,22,13,93
13351,customer-236632,0,42,75,20,22,21,73
13352,customer-4734,0,18,10,9,22,8,87
13353,customer-4733,0,18,30,12,22,7,92
13354,customer-100799,0,41,99,5,22,38,85
13355,customer-548583,0,44,27,35,22,26,98
13356,customer-60197,0,52,6,11,22,48,85
13357,customer-177145,0,55,4,6,22,24,85
13358,customer-236530,0,9,79,8,22,7,81
13359,customer-4668,0,26,18,11,22,14,89
13360,customer-548761,0,27,32,32,22,7,98
13361,customer-4665,0,28,24,18,22,13,93
13362,customer-217013,0,42,17,39,22,2,91
13363,customer-548762,0,26,52,8,22,7,87
13364,customer-169596,0,62,8,12,22,54,85
13365,customer-39323,0,43,10,9,22,39,87
13366,customer-100541,0,45,93,17,22,24,77
13367,customer-217079,0,48,4,24,22,21,80
13368,customer-217080,0,48,3,23,22,21,80
13369,customer-39322,0,44,17,6,22,39,88
13370,customer-4655,0,18,21,15,22,6,92
13371,customer-4654,0,19,99,12,22,22,82
13372,customer-217122,0,41,7,18,22,16,84
13373,customer-217123,0,41,3,18,22,16,81
13374,customer-236471,0,37,9,11,22,20,86
13375,customer-548839,0,42,26,15,22,25,93
13376,customer-548840,0,42,29,14,22,24,93
13377,customer-548841,0,42,29,17,22,24,94
13378,customer-337511,0,32,20,11,22,3,90
13379,customer-548759,0,30,33,12,22,8,93
13380,customer-217012,0,43,19,39,22,2,93
13381,customer-353120,0,30,97,15,22,11,80
13382,customer-4674,0,19,23,24,22,21,95
13383,customer-169554,0,65,4,8,22,71,85
13384,customer-100560,0,44,16,8,22,19,88
13385,customer-216928,0,67,23,17,22,39,93
13386,customer-353242,0,39,3,8,22,21,85
13387,customer-353241,0,40,16,30,22,21,91
13388,customer-236600,0,43,32,32,22,4,99
13389,customer-236599,0,44,34,30,22,5,98
13390,customer-4691,0,19,28,3,22,22,88
13391,customer-4690,0,22,12,15,22,6,88
13392,customer-39330,0,43,92,8,22,36,82
13393,customer-548711,0,42,32,14,22,24,93
13394,customer-169555,0,65,1,8,22,71,83
13395,customer-548725,0,39,22,14,22,19,91
13396,customer-39329,0,43,9,11,22,36,86
13397,customer-216931,0,66,14,17,22,37,89
13398,customer-216932,0,66,6,14,22,37,85
13399,customer-216963,0,60,34,2,22,22,87
13400,customer-216964,0,60,0,0,22,22,86
13401,customer-4679,0,17,26,27,22,21,96
13402,customer-236541,0,4,1,18,22,5,80
13403,customer-353121,0,30,95,26,22,11,72
13404,customer-4675,0,19,13,23,22,21,88
13405,customer-548724,0,40,21,9,22,20,90
13406,customer-548582,0,45,24,32,22,26,97
13407,customer-100801,0,42,81,11,22,37,78
13408,customer-4763,0,18,26,14,22,7,92
13409,customer-353650,0,32,52,3,22,17,86
13410,customer-236734,0,49,1,18,22,10,80
13411,customer-353649,0,32,25,8,22,17,90
13412,customer-548292,0,33,99,5,22,10,85
13413,customer-4840,0,18,18,20,22,19,91
13414,customer-548293,0,33,66,6,22,10,83
13415,customer-353648,0,32,21,15,22,17,92
13416,customer-4837,0,20,15,12,22,19,89
13417,customer-4836,0,20,32,21,22,19,96
13418,customer-101076,0,44,58,29,22,43,80
13419,customer-101075,0,44,41,26,22,44,95
13420,customer-353647,0,33,16,20,22,17,90
13421,customer-548349,0,47,5,17,22,28,83
13422,customer-548350,0,47,17,12,22,28,89
13423,customer-4830,0,19,21,23,22,5,94
13424,customer-236718,0,54,1,12,22,11,82
13425,customer-236717,0,53,95,17,22,11,78
13426,customer-216847,0,27,26,23,22,8,96
13427,customer-74659,0,53,84,5,22,62,83
13428,customer-236702,0,56,92,8,22,15,82
13429,customer-236701,0,56,12,12,22,16,87
13430,customer-216819,0,29,92,14,22,9,79
13431,customer-4846,0,22,9,14,22,18,86
13432,customer-101087,0,42,98,17,22,38,79
13433,customer-216818,0,29,33,11,22,9,92
13434,customer-236782,0,43,9,18,22,19,85
13435,customer-177317,0,63,36,9,22,61,91
13436,customer-4868,0,19,13,27,22,5,88
13437,customer-547986,0,34,30,5,22,10,89
13438,customer-547987,0,34,44,12,22,10,90
13439,customer-101124,0,46,88,17,22,25,75
13440,customer-177316,0,63,34,11,22,61,91
13441,customer-548086,0,34,31,14,22,10,93
13442,customer-548087,0,34,39,17,22,10,93
13443,customer-74660,0,53,93,9,22,62,81
13444,customer-4822,0,19,23,24,22,6,94
13445,customer-4860,0,21,10,45,22,22,79
13446,customer-236777,0,44,12,21,22,19,87
13447,customer-236776,0,44,19,20,22,19,92
13448,customer-236775,0,44,23,20,22,18,94
13449,customer-236774,0,45,26,14,22,18,92
13450,customer-548188,0,27,36,8,22,5,90
13451,customer-236773,0,45,32,15,22,18,94
13452,customer-353653,0,32,47,18,22,17,90
13453,customer-353652,0,32,46,14,22,17,90
13454,customer-353651,0,32,53,8,22,17,87
13455,customer-216811,0,41,4,21,22,16,81
13456,customer-353654,0,32,50,21,22,17,88
13457,customer-4821,0,20,3,33,22,23,76
13458,customer-353573,0,39,18,21,22,35,91
13459,customer-216850,0,71,89,5,22,78,83
13460,customer-4788,0,20,85,15,22,23,76
13461,customer-100851,0,44,14,5,22,19,87
13462,customer-353555,0,42,0,14,22,37,81
13463,customer-353554,0,42,18,23,22,37,92
13464,customer-236656,0,51,76,21,22,29,72
13465,customer-4783,0,23,16,12,22,5,89
13466,customer-236655,0,51,76,20,22,28,73
13467,customer-236654,0,50,80,18,22,28,73
13468,customer-548514,0,33,31,27,22,10,98
13469,customer-548515,0,33,38,26,22,9,96
13470,customer-100852,0,44,4,3,22,19,85
13471,customer-548516,0,27,73,21,22,6,73
13472,customer-100833,0,45,88,17,22,25,75
13473,customer-236652,0,49,75,24,22,27,70
13474,customer-337382,0,40,50,6,22,26,87
13475,customer-4773,0,22,5,24,22,17,81
13476,customer-337383,0,40,50,14,22,26,88
13477,customer-4769,0,18,29,17,22,20,94
13478,customer-353443,0,63,14,18,22,42,89
13479,customer-4767,0,20,36,35,22,20,98
13480,customer-73499,0,52,10,14,22,59,87
13481,customer-548581,0,46,24,33,22,27,96
13482,customer-236653,0,50,80,20,22,28,72
13483,customer-5100,0,23,8,11,22,14,86
13484,customer-216904,0,70,0,14,22,46,81
13485,customer-337381,0,40,38,0,22,26,86
13486,customer-100940,0,61,12,17,22,53,87
13487,customer-548401,0,34,8,14,22,10,85
13488,customer-548402,0,34,29,11,22,10,91
13489,customer-548403,0,27,70,14,22,5,79
13490,customer-177312,0,64,38,6,22,63,89
13491,customer-100939,0,61,11,12,22,53,87
13492,customer-60146,0,55,35,11,22,68,92
13493,customer-4809,0,22,9,23,22,18,85
13494,customer-100938,0,62,19,17,22,52,91
13495,customer-60147,0,55,20,5,22,67,88
13496,customer-353556,0,42,91,18,22,37,76
13497,customer-4806,0,18,25,26,22,20,96
13498,customer-548461,0,47,19,24,22,28,93
13499,customer-548462,0,47,23,21,22,27,94
13500,customer-4802,0,27,11,11,22,12,87
13501,customer-4801,0,27,18,6,22,12,88
13502,customer-548463,0,46,24,26,22,27,95
13503,customer-36740,0,43,10,9,22,26,87
13504,customer-548464,0,46,24,30,22,27,96
13505,customer-4797,0,19,32,30,22,6,98
13506,customer-236683,0,54,0,9,22,22,83
13507,customer-216877,0,70,2,9,22,59,84
13508,customer-177311,0,64,36,5,22,63,89
13509,customer-60239,0,47,96,6,22,31,83
13510,customer-216354,0,60,80,2,22,21,85
13511,customer-547340,0,45,25,26,22,38,96
13512,customer-39485,0,55,59,21,22,77,81
13513,customer-102281,0,42,16,3,22,43,87
13514,customer-102280,0,42,28,8,22,44,90
13515,customer-5420,0,26,92,15,22,8,78
13516,customer-5419,0,26,18,11,22,8,89
13517,customer-355301,0,30,84,8,22,12,81
13518,customer-546282,0,39,2,38,22,34,72
13519,customer-169052,0,60,1,9,22,43,83
13520,customer-102279,0,43,35,9,22,44,91
13521,customer-102278,0,43,37,20,22,44,95
13522,customer-169053,0,60,99,11,22,43,83
13523,customer-546313,0,37,10,12,22,21,87
13524,customer-546314,0,37,3,18,22,21,81
13525,customer-237708,0,13,34,2,22,6,87
13526,customer-237707,0,14,45,8,22,4,89
13527,customer-5408,0,26,94,15,22,8,78
13528,customer-5407,0,26,11,6,22,8,87
13529,customer-215945,0,71,12,15,22,80,88
13530,customer-5404,0,29,21,23,22,11,93
13531,customer-215946,0,71,15,11,22,79,88
13532,customer-215947,0,71,8,3,22,79,86
13533,customer-546220,0,34,18,24,22,11,91
13534,customer-546219,0,35,23,23,22,11,94
13535,customer-102282,0,42,95,6,22,43,83
13536,customer-39486,0,55,60,21,22,77,80
13537,customer-102326,0,46,14,15,22,27,89
13538,customer-215839,0,51,96,24,22,24,73
13539,customer-546198,0,37,10,23,22,21,86
13540,customer-546199,0,36,8,29,22,20,83
13541,customer-169048,0,60,8,8,22,45,86
13542,customer-5446,0,28,20,15,22,6,91
13543,customer-169049,0,60,3,8,22,45,85
13544,customer-215878,0,47,0,17,22,19,81
13545,customer-215879,0,47,1,20,22,19,80
13546,customer-5442,0,22,26,14,22,19,93
13547,customer-215948,0,71,78,6,22,78,82
13548,customer-355420,0,40,84,5,22,22,83
13549,customer-5438,0,22,52,26,22,16,87
13550,customer-5437,0,22,45,29,22,16,93
13551,customer-5436,0,22,41,38,22,15,96
13552,customer-102287,0,42,99,32,22,41,72
13553,customer-5433,0,27,10,20,22,7,86
13554,customer-102286,0,42,0,24,22,41,76
13555,customer-102285,0,42,98,17,22,42,78
13556,customer-102284,0,42,9,15,22,42,86
13557,customer-102283,0,42,7,11,22,42,85
13558,customer-169050,0,60,6,8,22,44,85
13559,customer-355419,0,40,28,18,22,22,94
13560,customer-237728,0,12,8,30,22,4,83
13561,customer-5400,0,27,91,27,22,18,68
13562,customer-546334,0,35,40,11,22,12,91
13563,customer-64454,0,41,2,11,22,22,83
13564,customer-546449,0,35,39,5,22,13,89
13565,customer-546450,0,35,34,5,22,13,88
13566,customer-546451,0,35,19,3,22,12,87
13567,customer-64453,0,41,5,14,22,22,84
13568,customer-336671,0,58,17,12,22,37,89
13569,customer-336672,0,58,19,18,22,37,92
13570,customer-5358,0,26,93,15,22,10,78
13571,customer-87689,0,34,50,17,22,3,88
13572,customer-355180,0,43,6,17,22,38,84
13573,customer-355179,0,43,13,17,22,38,88
13574,customer-5354,0,26,11,26,22,10,86
13575,customer-5353,0,26,18,32,22,10,92
13576,customer-336673,0,58,21,15,22,37,92
13577,customer-546511,0,41,18,42,22,35,91
13578,customer-546512,0,41,5,30,22,35,79
13579,customer-237578,0,46,4,24,22,16,80
13580,customer-5348,0,26,24,24,22,8,95
13581,customer-237577,0,46,13,17,22,16,88
13582,customer-102238,0,50,43,17,22,60,92
13583,customer-237576,0,47,26,26,22,16,96
13584,customer-546448,0,35,35,8,22,14,90
13585,customer-5367,0,21,20,26,22,19,93
13586,customer-546447,0,35,30,14,22,14,93
13587,customer-336670,0,58,20,9,22,37,89
13588,customer-237674,0,38,17,20,22,19,91
13589,customer-546335,0,35,33,8,22,12,90
13590,customer-546336,0,35,21,15,22,11,91
13591,customer-5391,0,28,18,30,22,9,92
13592,customer-5389,0,28,10,35,22,9,83
13593,customer-5388,0,28,12,29,22,10,87
13594,customer-546398,0,40,11,36,22,35,84
13595,customer-237666,0,41,10,23,22,17,85
13596,customer-102239,0,50,43,21,22,60,93
13597,customer-237665,0,42,12,21,22,17,88
13598,customer-355281,0,31,59,6,22,17,85
13599,customer-546399,0,40,99,38,22,34,67
13600,customer-39479,0,54,50,6,22,76,87
13601,customer-39478,0,54,34,9,22,75,91
13602,customer-546429,0,37,12,20,22,22,87
13603,customer-546430,0,37,3,18,22,21,82
13604,customer-5376,0,27,14,29,22,10,88
13605,customer-237592,0,44,87,29,22,18,66
13606,customer-5373,0,27,15,32,22,9,90
13607,customer-5372,0,27,19,29,22,9,93
13608,customer-87688,0,34,38,14,22,3,92
13609,customer-237591,0,44,100,21,22,18,78
13610,customer-237664,0,42,19,23,22,17,92
13611,customer-169099,0,51,16,12,22,25,89
13612,customer-215838,0,51,98,23,22,24,77
13613,customer-5456,0,22,87,11,22,19,79
13614,customer-237917,0,55,8,9,22,22,86
13615,customer-215730,0,67,20,8,22,39,89
13616,customer-545822,0,35,6,12,22,20,85
13617,customer-5533,0,22,92,14,22,13,78
13618,customer-5532,0,22,36,17,22,13,94
13619,customer-5531,0,23,9,21,22,7,85
13620,customer-215731,0,67,25,14,22,38,92
13621,customer-5529,0,52,64,8,22,33,83
13622,customer-355701,0,43,9,18,22,38,85
13623,customer-5527,0,23,28,17,22,3,94
13624,customer-102443,0,63,17,18,22,50,91
13625,customer-237857,0,40,76,29,22,21,65
13626,customer-545845,0,33,2,20,22,10,81
13627,customer-237856,0,39,77,29,22,20,65
13628,customer-5522,0,31,18,12,22,6,90
13629,customer-237855,0,39,78,29,22,20,65
13630,customer-355700,0,43,14,20,22,38,89
13631,customer-545922,0,38,13,24,22,34,88
13632,customer-237852,0,37,84,18,22,19,73
13633,customer-237851,0,37,4,15,22,19,83
13634,customer-5515,0,23,10,33,22,7,83
13635,customer-5538,0,31,24,5,22,6,88
13636,customer-237918,0,55,93,12,22,21,80
13637,customer-545789,0,38,87,26,22,34,68
13638,customer-545788,0,37,14,26,22,34,89
13639,customer-168987,0,65,4,6,22,71,85
13640,customer-355754,0,41,24,14,22,28,92
13641,customer-355753,0,41,26,11,22,28,91
13642,customer-215708,0,70,5,12,22,48,84
13643,customer-355752,0,41,28,8,22,29,90
13644,customer-177584,0,63,37,12,22,60,92
13645,customer-5562,0,23,16,24,22,4,90
13646,customer-237968,0,51,2,29,22,9,76
13647,customer-5560,0,31,1,11,22,6,83
13648,customer-5559,0,31,16,12,22,6,89
13649,customer-169029,0,62,8,12,22,53,85
13650,customer-168988,0,65,0,8,22,70,84
13651,customer-102545,0,53,18,26,22,63,92
13652,customer-5554,0,22,38,14,22,12,92
13653,customer-355719,0,40,10,17,22,37,86
13654,customer-102544,0,53,26,26,22,63,96
13655,customer-5550,0,23,15,15,22,4,89
13656,customer-5549,0,23,21,27,22,4,94
13657,customer-102543,0,54,30,24,22,64,96
13658,customer-237935,0,56,6,9,22,15,85
13659,customer-545693,0,29,23,11,22,3,91
13660,customer-215729,0,67,14,6,22,39,87
13661,customer-545676,0,33,10,24,22,10,86
13662,customer-5455,0,22,48,14,22,18,89
13663,customer-177575,0,64,36,6,22,63,89
13664,customer-5511,0,22,24,15,22,3,93
13665,customer-102342,0,44,1,12,22,22,83
13666,customer-102341,0,44,14,12,22,22,88
13667,customer-5476,0,29,9,14,22,5,86
13668,customer-237750,0,6,96,29,22,5,70
13669,customer-237749,0,5,6,17,22,4,83
13670,customer-546102,0,34,20,30,22,11,94
13671,customer-5472,0,22,94,24,22,19,72
13672,customer-5471,0,22,94,26,22,19,71
13673,customer-546103,0,34,5,17,22,11,83
13674,customer-5469,0,21,12,29,22,2,87
13675,customer-169047,0,60,13,9,22,45,88
13676,customer-237746,0,5,24,11,22,0,91
13677,customer-237745,0,5,8,35,22,1,80
13678,customer-5465,0,28,12,12,22,6,87
13679,customer-5464,0,28,11,15,22,5,87
13680,customer-355483,0,61,58,8,22,23,85
13681,customer-355482,0,61,59,8,22,23,85
13682,customer-546166,0,38,7,30,22,34,81
13683,customer-237735,0,9,88,17,22,9,75
13684,customer-102327,0,46,99,6,22,26,84
13685,customer-237734,0,9,31,9,22,9,91
13686,customer-5481,0,22,34,5,22,14,89
13687,customer-215768,0,60,0,6,22,19,84
13688,customer-546080,0,36,11,32,22,20,86
13689,customer-355561,0,69,99,20,22,49,78
13690,customer-545954,0,35,14,30,22,20,89
13691,customer-545955,0,35,6,21,22,20,83
13692,customer-237822,0,45,26,21,22,7,95
13693,customer-102403,0,37,8,5,22,5,86
13694,customer-5506,0,30,18,18,22,5,91
13695,customer-102402,0,37,12,17,22,5,88
13696,customer-177574,0,64,38,5,22,64,88
13697,customer-545977,0,33,11,15,22,11,87
13698,customer-545978,0,33,94,20,22,10,75
13699,customer-102401,0,37,4,14,22,5,83
13700,customer-237823,0,44,28,23,22,6,96
13701,customer-102400,0,37,97,14,22,5,80
13702,customer-355595,0,65,12,20,22,44,87
13703,customer-5497,0,22,21,20,22,2,93
13704,customer-237818,0,46,20,15,22,9,91
13705,customer-546047,0,38,12,24,22,34,87
13706,customer-215736,0,65,21,17,22,36,92
13707,customer-215767,0,60,11,5,22,20,87
13708,customer-5489,0,29,4,8,22,5,85
13709,customer-5488,0,29,22,8,22,5,89
13710,customer-5487,0,30,25,15,22,5,93
13711,customer-102343,0,44,98,17,22,22,80
13712,customer-355596,0,65,9,18,22,43,86
13713,customer-546542,0,38,8,26,22,22,83
13714,customer-215997,0,70,4,12,22,48,84
13715,customer-102237,0,50,35,14,22,61,93
13716,customer-169177,0,62,80,8,22,63,81
13717,customer-5185,0,22,97,35,22,14,68
13718,customer-547085,0,39,18,24,22,18,91
13719,customer-547086,0,38,19,30,22,18,93
13720,customer-237332,0,5,91,17,22,0,76
13721,customer-237331,0,5,14,38,22,1,88
13722,customer-354664,0,39,16,15,22,36,89
13723,customer-216298,0,70,2,11,22,47,83
13724,customer-354663,0,40,22,17,22,36,92
13725,customer-336921,0,33,22,17,22,5,93
13726,customer-237323,0,9,86,20,22,8,72
13727,customer-547141,0,44,11,29,22,37,86
13728,customer-547142,0,44,3,36,22,36,73
13729,customer-237322,0,9,28,5,22,8,88
13730,customer-101967,0,43,38,27,22,44,96
13731,customer-336922,0,33,28,14,22,5,93
13732,customer-336923,0,33,36,12,22,5,92
13733,customer-336924,0,33,39,12,22,4,92
13734,customer-59946,0,47,12,8,22,31,87
13735,customer-354646,0,42,6,17,22,38,84
13736,customer-547172,0,42,18,35,22,24,92
13737,customer-237336,0,5,2,26,22,5,78
13738,customer-237337,0,5,1,30,22,5,74
13739,customer-169176,0,62,88,8,22,62,81
13740,customer-547073,0,40,8,30,22,23,82
13741,customer-237403,0,44,35,23,22,6,96
13742,customer-546984,0,38,18,30,22,18,93
13743,customer-546985,0,38,18,26,22,17,92
13744,customer-237402,0,44,34,24,22,6,96
13745,customer-237401,0,45,33,23,22,7,96
13746,customer-5211,0,76,13,9,22,62,88
13747,customer-237400,0,45,31,20,22,8,96
13748,customer-5209,0,23,88,5,22,13,83
13749,customer-237399,0,46,29,20,22,8,95
13750,customer-5207,0,24,13,18,22,12,88
13751,customer-547173,0,41,11,33,22,24,85
13752,customer-5206,0,25,30,29,22,12,98
13753,customer-237398,0,46,29,18,22,8,95
13754,customer-237397,0,46,30,17,22,9,94
13755,customer-64407,0,48,92,12,22,32,79
13756,customer-177395,0,55,89,9,22,29,80
13757,customer-5199,0,21,39,30,22,20,96
13758,customer-547042,0,43,13,24,22,36,88
13759,customer-101977,0,42,96,17,22,40,79
13760,customer-101976,0,42,17,9,22,41,89
13761,customer-216272,0,70,15,8,22,60,88
13762,customer-547072,0,41,14,36,22,23,88
13763,customer-5205,0,31,17,15,22,4,90
13764,customer-87734,0,55,11,15,22,53,87
13765,customer-216320,0,67,25,17,22,38,93
13766,customer-354645,0,42,15,14,22,38,89
13767,customer-5128,0,31,21,24,22,6,94
13768,customer-101824,0,62,43,9,22,51,89
13769,customer-101823,0,62,42,15,22,50,92
13770,customer-354499,0,68,97,12,22,49,81
13771,customer-547283,0,39,8,11,22,19,86
13772,customer-547284,0,39,14,15,22,19,88
13773,customer-216325,0,66,28,8,22,36,90
13774,customer-336939,0,76,9,21,22,48,85
13775,customer-5118,0,21,0,30,22,15,74
13776,customer-237258,0,41,13,26,22,18,88
13777,customer-5115,0,23,14,12,22,14,89
13778,customer-5114,0,23,23,17,22,13,93
13779,customer-237257,0,41,18,21,22,18,92
13780,customer-337012,0,62,16,24,22,11,90
13781,customer-101787,0,36,22,6,22,4,89
13782,customer-101786,0,37,22,9,22,4,90
13783,customer-354413,0,62,58,15,22,23,84
13784,customer-216353,0,60,38,3,22,21,87
13785,customer-354412,0,62,57,15,22,23,84
