id,label,ts_in,ts_out,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7
546,customer-1345,81,113,148,61,117,184,106,180,29
547,customer-275,81,150,190,114,93,119,80,100,58
548,customer-985,81,154,84,133,173,193,83,137,176
549,customer-417,81,160,216,151,112,168,12,11,121
550,customer-455,81,173,82,148,90,162,32,35,198
551,customer-800,81,175,149,202,13,187,187,88,14
552,customer-1012,82,87,60,130,7,112,87,19,14
553,customer-1149,82,133,156,178,15,134,78,66,204
554,customer-1032,82,137,96,104,73,19,121,27,192
555,customer-1742,82,143,188,226,75,277,5,42,155
556,customer-1958,82,155,104,150,104,198,39,61,89
557,customer-1531,82,157,227,170,211,121,124,38,177
558,customer-3,82,166,21,69,71,204,120,179,9
559,customer-1972,82,169,124,206,182,41,50,167,191
560,customer-1980,82,170,195,211,174,35,200,138,73
561,customer-52,82,171,177,93,160,15,29,38,81
562,customer-891,83,83,196,64,51,114,126,144,51
563,customer-161,83,86,49,199,66,140,186,204,83
564,customer-886,83,93,71,156,86,87,105,112,138
565,customer-1095,83,103,175,244,55,4,180,97,178
566,customer-172,83,107,198,214,78,132,40,83,105
567,customer-848,83,117,69,147,127,43,7,96,142
568,customer-1478,83,119,136,133,185,218,149,86,172
569,customer-702,83,121,142,109,150,123,109,54,88
570,customer-327,83,134,27,159,47,67,232,36,201
571,customer-739,83,140,34,22,43,104,23,82,87
572,customer-261,83,151,172,198,168,142,242,97,117
573,customer-383,83,168,192,55,91,213,23,171,33
574,customer-989,84,101,40,235,35,68,85,137,172
575,customer-1195,84,112,45,250,43,77,86,164,101
576,customer-970,84,125,52,150,218,103,191,30,82
577,customer-340,84,128,27,217,54,192,39,156,249
578,customer-754,84,136,92,171,93,13,114,36,99
579,customer-1741,84,145,31,214,55,79,198,91,204
580,customer-1267,84,151,85,177,140,42,91,68,179
581,customer-317,84,153,74,266,50,94,118,51,240
582,customer-1597,84,156,79,140,228,57,188,68,122
583,customer-1076,84,160,88,23,33,177,9,73,192
584,customer-442,84,165,9,178,122,158,44,65,166
585,customer-885,85,88,128,130,39,79,187,146,103
586,customer-666,85,91,184,166,111,203,123,223,57
587,customer-1708,85,105,83,47,209,179,175,126,107
588,customer-870,85,108,162,103,98,218,206,189,40
589,customer-1649,85,110,90,3,239,55,121,104,232
590,customer-733,85,120,89,88,114,185,104,242,196
591,customer-1023,85,133,55,15,121,213,200,161,119
592,customer-1647,85,133,14,216,117,134,39,207,185
593,customer-892,85,136,183,15,172,150,67,30,128
594,customer-1565,85,151,4,188,153,167,193,175,123
595,customer-1817,85,158,225,197,150,207,110,207,217
596,customer-1375,86,86,139,164,41,199,212,70,185
597,customer-1665,86,96,256,166,8,164,98,42,141
598,customer-315,86,100,201,2,171,122,126,93,112
599,customer-1569,86,101,116,191,203,165,67,218,102
600,customer-1581,86,112,69,130,162,206,211,198,51
601,customer-448,86,151,10,196,149,127,29,62,139
602,customer-1295,86,151,116,151,126,207,94,241,34
603,customer-310,86,176,138,97,10,187,92,58,25
604,customer-761,86,177,99,243,213,168,201,178,159
605,customer-1648,86,178,38,104,172,181,164,170,170
606,customer-1805,86,183,120,97,41,114,70,66,56
607,customer-882,87,128,86,215,188,151,65,140,189
608,customer-113,87,143,85,151,64,155,120,246,25
609,customer-1330,87,148,108,28,44,213,208,88,106
610,customer-1172,87,167,110,152,138,225,199,145,64
611,customer-1728,87,169,229,154,177,202,165,205,157
612,customer-1468,87,173,205,169,51,183,72,93,81
613,customer-361,88,91,124,107,25,197,254,252,123
614,customer-1216,88,95,166,111,160,112,41,41,199
615,customer-291,88,98,33,105,169,64,129,217,40
616,customer-1140,88,104,163,63,70,147,98,200,166
617,customer-1042,88,118,67,76,123,24,137,218,91
618,customer-1977,88,119,143,211,28,39,133,49,91
619,customer-325,88,122,98,84,140,252,28,50,112
620,customer-48,88,126,70,83,43,60,1,200,125
621,customer-1616,88,129,214,141,57,5,88,166,101
622,customer-1198,88,146,69,163,202,64,84,133,160
623,customer-1566,88,151,156,141,90,70,80,173,115
624,customer-465,88,165,60,128,120,170,170,62,58
625,customer-467,88,173,175,61,168,39,31,131,55
626,customer-1645,89,92,178,188,43,163,155,178,86
627,customer-1327,89,99,118,132,167,140,96,185,81
628,customer-729,89,106,185,178,158,59,163,214,111
629,customer-337,89,111,120,217,54,215,196,218,175
630,customer-1015,89,111,160,153,135,90,6,125,123
631,customer-1681,89,116,207,10,128,135,196,193,77
632,customer-707,89,144,63,193,81,148,112,175,60
633,customer-1792,89,145,42,203,183,126,32,218,144
634,customer-90,89,151,9,104,178,70,200,184,169
635,customer-828,89,151,132,140,55,195,136,83,32
636,customer-79,89,164,232,79,132,207,78,176,154
637,customer-422,89,177,163,35,103,157,51,22,59
638,customer-1277,90,91,86,37,185,147,217,51,43
639,customer-1687,90,112,199,42,152,93,182,169,140
640,customer-1050,90,124,169,211,84,150,28,224,145
641,customer-1056,90,136,170,67,72,63,40,101,63
642,customer-32,90,144,121,131,48,105,85,138,125
643,customer-660,90,144,95,102,81,207,137,212,160
644,customer-89,90,158,172,25,104,187,41,153,201
645,customer-834,90,180,35,191,24,146,108,170,176
646,customer-1981,90,183,26,224,204,219,13,86,92
647,customer-1064,90,188,187,190,97,219,194,146,137
648,customer-168,91,95,140,216,253,117,91,184,115
649,customer-171,91,131,52,166,151,41,92,99,60
650,customer-1422,91,150,257,77,108,159,171,24,58
651,customer-1196,91,155,157,122,61,70,195,190,75
652,customer-1521,91,155,68,198,80,194,87,188,58
653,customer-893,91,171,236,210,55,35,214,8,125
654,customer-934,91,172,76,225,49,112,44,206,166
655,customer-1509,91,181,17,107,191,97,217,98,154
656,customer-1253,91,182,52,104,171,176,14,37,39
657,customer-1538,92,92,101,162,84,129,118,124,138
658,customer-384,92,117,262,185,90,121,124,171,11
659,customer-1556,92,129,153,86,79,221,37,99,69
660,customer-1426,92,131,69,184,80,66,147,158,161
661,customer-1748,92,139,175,86,26,149,106,113,156
662,customer-1246,92,147,41,153,169,114,176,272,173
663,customer-610,92,156,40,51,183,113,205,205,1
664,customer-887,92,162,57,137,123,14,156,210,102
665,customer-394,92,185,103,160,172,81,97,53,63
666,customer-183,92,190,202,183,25,145,162,104,82
667,customer-17,93,94,163,109,15,80,74,26,169
668,customer-1181,93,105,179,204,9,156,126,141,77
669,customer-1710,93,120,64,178,159,174,225,228,143
670,customer-1870,93,149,48,134,164,46,68,179,18
671,customer-787,93,151,23,90,125,142,45,201,138
672,customer-1888,93,171,83,167,132,150,34,89,137
673,customer-265,93,190,116,45,203,68,157,208,151
674,customer-1632,94,121,192,42,160,199,119,111,132
675,customer-490,94,127,145,76,193,127,117,0,1
676,customer-817,94,136,155,88,213,128,65,177,75
677,customer-242,94,155,201,82,135,157,146,115,88
678,customer-871,94,155,84,46,111,179,30,86,40
679,customer-716,94,157,95,194,23,102,64,119,102
680,customer-1660,94,159,211,183,138,131,152,93,49
681,customer-216,94,164,180,109,157,211,195,143,145
682,customer-1511,94,168,157,69,60,178,188,43,70
683,customer-902,94,173,62,101,186,39,55,109,154
684,customer-553,94,175,167,97,82,200,210,166,73
685,customer-722,94,181,113,195,18,90,95,193,28
686,customer-1063,94,184,208,185,190,192,19,65,72
687,customer-1946,94,188,138,190,68,190,211,71,179
688,customer-741,95,100,117,223,159,36,237,150,157
689,customer-853,95,102,88,182,155,167,76,183,143
690,customer-1110,95,113,159,57,217,180,73,94,176
691,customer-1369,95,122,88,188,94,62,39,152,190
692,customer-1760,95,141,238,161,31,215,183,214,174
693,customer-1170,95,153,173,10,159,115,66,131,60
694,customer-1385,95,154,175,94,206,212,145,218,167
695,customer-1377,95,155,69,83,151,115,60,120,110
696,customer-247,95,157,24,146,148,41,16,173,62
697,customer-210,95,169,175,209,17,132,158,228,136
698,customer-565,95,169,105,52,200,97,25,254,55
699,customer-984,95,169,134,99,138,57,18,234,246
700,customer-908,95,179,115,185,158,101,151,122,159
701,customer-297,96,96,153,141,97,198,154,63,232
702,customer-1969,96,113,204,66,191,198,34,111,74
703,customer-1069,96,120,27,55,90,32,79,53,140
704,customer-507,96,130,98,232,244,12,209,61,251
705,customer-103,96,145,219,138,135,112,139,135,70
706,customer-181,96,145,157,55,179,205,154,149,34
707,customer-349,96,147,96,182,17,107,102,124,231
708,customer-568,96,147,121,178,66,177,43,233,242
709,customer-1609,96,148,57,156,206,79,145,96,109
710,customer-774,96,152,179,135,33,93,93,95,143
711,customer-504,96,169,19,113,43,135,154,174,116
712,customer-129,96,175,143,148,100,148,110,10,129
713,customer-1003,96,180,186,211,37,187,123,17,107
714,customer-1102,96,185,104,63,98,113,224,99,83
715,customer-155,97,97,57,66,18,102,136,199,237
716,customer-690,97,98,74,135,142,203,191,167,261
717,customer-655,97,99,27,100,131,125,27,167,52
718,customer-1812,97,119,111,149,119,39,70,33,105
719,customer-496,97,127,175,162,189,78,35,140,21
720,customer-1421,97,136,181,139,109,165,67,65,167
721,customer-1997,97,152,71,172,13,28,111,258,39
722,customer-1822,97,181,197,84,132,103,130,31,148
723,customer-933,97,183,74,19,19,41,58,139,188
724,customer-1366,97,184,71,71,77,37,217,169,147
725,customer-1891,97,190,173,257,203,100,205,118,128
726,customer-1773,98,129,188,116,66,126,218,40,40
727,customer-689,98,151,81,19,109,105,145,146,93
728,customer-1962,98,164,50,183,208,124,62,94,23
729,customer-24,98,166,140,134,193,134,64,114,87
730,customer-235,98,187,23,47,37,46,183,127,185
731,customer-819,99,104,141,98,220,162,121,130,62
732,customer-395,99,129,161,133,80,108,74,167,100
733,customer-1186,99,129,130,138,115,115,23,65,175
734,customer-1240,99,129,94,104,45,186,203,82,149
735,customer-732,99,139,210,107,64,211,50,26,98
736,customer-538,99,156,69,165,195,54,75,225,32
737,customer-691,99,177,163,145,3,53,77,126,65
738,customer-1039,99,185,212,51,95,113,33,189,124
739,customer-252,99,192,193,244,150,185,200,39,109
740,customer-1583,100,104,222,51,194,156,21,141,140
741,customer-1714,100,113,201,33,138,101,133,150,134
742,customer-1276,100,115,142,82,196,82,186,46,209
743,customer-903,100,125,92,45,59,182,204,9,41
744,customer-141,100,126,126,200,37,229,181,82,92
745,customer-240,100,140,187,139,113,43,240,154,15
746,customer-516,100,172,108,62,134,136,120,205,130
747,customer-137,100,174,180,193,229,124,138,68,137
748,customer-1354,100,197,83,72,84,63,131,184,143
749,customer-856,101,113,176,154,95,94,14,256,125
750,customer-1212,101,118,157,26,118,41,198,112,70
751,customer-913,101,119,54,31,23,208,176,234,117
752,customer-35,101,125,136,213,55,171,104,227,284
753,customer-1900,101,126,90,157,78,211,120,264,222
754,customer-1956,101,136,256,117,98,74,110,15,13
755,customer-468,101,157,206,123,30,84,109,167,181
756,customer-1615,101,170,171,126,172,160,37,98,147
757,customer-108,101,177,178,156,32,100,86,16,110
758,customer-1639,101,187,95,173,38,50,30,191,178
759,customer-1286,102,103,66,38,189,109,115,118,143
760,customer-1878,102,105,116,83,43,136,169,176,203
761,customer-539,102,127,134,173,222,26,246,58,172
762,customer-909,102,139,99,193,153,114,203,195,151
763,customer-1699,102,146,80,160,68,134,174,100,46
764,customer-1090,102,164,153,46,154,48,31,104,186
765,customer-1423,103,103,119,99,49,62,85,153,228
766,customer-1950,103,103,166,16,170,49,183,174,164
767,customer-790,103,110,136,27,69,49,140,196,129
768,customer-1818,103,123,150,86,59,231,68,212,36
769,customer-1988,103,141,180,56,174,203,155,139,226
770,customer-804,103,155,129,75,13,171,104,246,44
771,customer-378,103,175,97,167,112,163,178,138,146
772,customer-734,103,194,182,184,48,57,159,167,34
773,customer-1297,103,196,94,82,137,128,111,109,71
774,customer-217,104,109,188,40,113,39,116,181,125
775,customer-652,104,115,182,121,143,162,177,136,143
776,customer-612,104,130,34,155,43,127,62,263,124
777,customer-599,104,141,106,162,163,38,158,188,219
778,customer-475,104,152,118,12,100,16,38,153,144
779,customer-545,104,154,182,79,104,92,93,80,148
780,customer-47,104,156,217,125,182,85,200,159,51
781,customer-698,104,158,229,188,232,67,100,5,12
782,customer-578,104,160,48,84,201,86,50,36,22
783,customer-1576,104,180,193,168,145,126,140,139,43
784,customer-1442,104,182,161,157,97,95,47,142,111
785,customer-1790,104,194,182,97,143,58,41,130,191
786,customer-1853,105,121,106,99,125,216,101,126,192
787,customer-95,105,133,127,107,44,174,123,69,156
788,customer-14,105,152,102,224,142,117,30,63,74
789,customer-1115,105,152,89,58,34,198,223,183,126
790,customer-904,105,157,71,42,113,204,15,202,198
791,customer-1738,105,157,110,92,59,127,182,229,86
792,customer-993,105,162,118,133,200,154,100,128,29
793,customer-1011,105,166,104,20,169,187,99,185,168
794,customer-1052,105,172,79,109,16,120,177,66,181
795,customer-1274,105,177,200,7,104,120,155,184,67
796,customer-1537,105,180,123,51,66,201,128,101,163
797,customer-981,106,124,149,77,34,111,49,154,70
798,customer-1452,106,130,79,132,99,175,121,43,176
799,customer-1823,106,130,170,76,54,124,176,121,56
800,customer-1143,106,148,149,221,132,180,144,113,17
801,customer-966,106,160,22,101,213,163,148,38,100
802,customer-308,106,176,127,64,221,128,201,115,80
803,customer-492,106,184,16,96,187,136,174,175,166
804,customer-847,106,186,210,77,228,67,91,58,68
805,customer-1486,106,190,192,89,180,212,124,188,98
806,customer-78,107,112,109,77,32,66,97,146,222
807,customer-1053,107,123,82,199,150,210,191,185,96
808,customer-1183,107,131,76,178,140,72,121,130,49
809,customer-1993,107,139,40,197,134,59,208,130,58
810,customer-1919,107,146,172,112,63,20,234,145,209
811,customer-1467,107,155,44,146,114,200,63,144,75
812,customer-1257,107,157,170,181,58,93,138,208,57
813,customer-1518,107,163,88,174,168,199,44,207,74
814,customer-1341,107,166,45,182,84,177,82,210,172
815,customer-793,107,173,75,77,189,97,30,71,56
816,customer-1315,107,177,33,140,157,160,155,129,115
817,customer-884,107,178,111,165,66,111,164,147,56
818,customer-1376,108,108,48,146,80,141,73,127,191
819,customer-1046,108,116,101,93,111,103,166,90,125
820,customer-1595,108,168,128,188,136,60,168,76,169
821,customer-96,108,169,192,64,92,105,196,123,217
822,customer-1902,108,181,150,174,233,150,131,187,39
823,customer-779,108,182,179,195,74,186,132,119,89
824,customer-918,108,185,40,50,68,74,32,67,53
825,customer-1883,109,109,160,167,194,277,103,157,80
826,customer-1841,109,115,129,93,128,115,148,162,155
827,customer-1893,109,151,84,173,136,24,61,76,31
828,customer-842,109,160,219,218,210,88,233,115,101
829,customer-1211,109,167,121,205,111,10,91,67,179
830,customer-728,109,177,86,54,209,107,45,132,51
831,customer-1317,109,184,99,234,201,184,52,157,177
832,customer-1430,109,189,29,138,182,159,167,40,118
833,customer-1951,109,194,201,86,68,89,24,197,205
834,customer-1038,109,195,174,132,239,135,208,163,76
835,customer-2000,110,110,115,115,106,245,38,66,74
836,customer-56,110,117,125,115,215,229,35,122,114
837,customer-805,110,128,217,64,73,119,39,99,168
838,customer-104,110,154,184,170,70,13,95,153,58
839,customer-320,110,168,170,187,45,85,138,107,20
840,customer-1668,110,169,207,79,204,262,165,149,177
841,customer-901,110,198,167,85,173,108,60,63,111
842,customer-1128,110,203,25,27,72,157,161,92,275
843,customer-983,111,117,185,110,106,207,119,90,73
844,customer-1630,111,119,236,75,177,147,192,196,99
845,customer-1123,111,142,144,179,194,152,135,35,151
846,customer-968,111,161,81,214,157,65,222,54,48
847,customer-1745,111,177,71,127,218,115,95,43,204
848,customer-1229,111,183,162,59,78,137,115,131,139
849,customer-1634,111,188,208,131,56,126,68,266,90
850,customer-102,111,190,111,102,114,138,164,120,99
851,customer-289,111,193,175,186,110,134,44,181,177
852,customer-1431,112,117,129,147,114,141,87,16,84
853,customer-1952,112,127,166,21,207,52,120,51,30
854,customer-1103,112,136,163,172,199,199,183,78,143
855,customer-905,112,149,147,147,122,136,42,160,89
856,customer-1880,112,154,137,7,203,202,118,253,91
857,customer-26,112,160,90,220,25,193,159,211,216
858,customer-577,112,189,204,46,241,175,196,217,107
859,customer-726,112,195,101,121,22,112,205,34,33
860,customer-1622,112,200,61,104,78,220,117,115,152
861,customer-922,113,121,109,36,50,248,145,73,134
862,customer-1299,113,130,169,198,191,82,32,205,31
863,customer-360,113,136,179,48,136,109,158,164,103
864,customer-1795,113,142,76,107,121,111,156,139,119
865,customer-1519,113,153,41,93,196,40,73,219,77
866,customer-530,113,164,149,219,102,151,88,196,78
867,customer-1471,114,116,128,184,193,188,185,116,184
868,customer-1825,114,116,159,203,20,129,201,55,34
869,customer-375,114,135,212,33,146,60,116,210,168
870,customer-1235,114,135,205,268,50,122,81,164,94
871,customer-1498,114,139,22,120,72,181,199,152,222
872,customer-1701,114,140,63,76,204,94,158,109,193
873,customer-1156,114,145,42,110,136,12,11,107,171
874,customer-1785,114,145,151,31,103,138,111,144,121
875,customer-1435,114,149,199,175,51,87,71,55,11
876,customer-1371,114,163,144,187,165,166,141,202,152
877,customer-600,114,172,122,75,180,55,24,49,183
878,customer-264,114,173,126,194,160,217,182,106,160
879,customer-1584,114,174,67,54,233,255,159,69,22
880,customer-268,114,181,236,58,187,65,100,81,106
881,customer-38,114,189,166,119,185,202,205,153,185
882,customer-646,114,189,223,46,113,104,107,119,22
883,customer-992,115,125,58,126,75,104,81,136,19
884,customer-1944,115,142,265,145,202,33,144,82,106
885,customer-547,115,163,43,180,63,62,139,132,198
886,customer-1408,115,163,65,220,99,194,62,154,119
887,customer-1725,115,168,168,71,197,59,128,47,12
888,customer-249,115,169,54,110,200,193,181,26,251
889,customer-169,115,182,147,156,129,178,175,160,53
890,customer-1068,115,187,82,159,78,39,42,210,64
891,customer-423,115,198,102,118,5,58,39,162,159
892,customer-625,115,203,113,11,25,86,101,46,130
893,customer-135,115,205,75,101,107,99,35,111,199
894,customer-277,116,132,59,86,128,102,217,110,182
895,customer-1650,116,141,156,183,120,179,51,35,188
896,customer-331,116,172,70,150,94,161,183,117,238
897,customer-1139,116,175,8,195,23,165,71,254,97
898,customer-1414,116,188,120,11,65,83,153,102,39
899,customer-6,116,204,110,111,147,22,132,83,148
900,customer-589,116,212,225,93,140,148,58,254,177
901,customer-858,117,128,159,149,35,167,30,128,132
902,customer-85,117,131,141,81,72,67,70,122,112
903,customer-1590,117,138,184,58,109,60,56,39,106
904,customer-1512,117,146,154,33,149,107,43,120,126
905,customer-419,117,188,101,74,209,203,105,12,124
906,customer-146,117,199,180,194,102,194,105,82,63
907,customer-1402,117,199,228,220,152,173,100,40,170
908,customer-592,118,135,169,176,220,236,74,142,98
909,customer-924,118,141,165,108,20,91,78,184,74
910,customer-1927,118,149,18,60,73,107,10,46,121
911,customer-775,118,169,193,135,40,184,76,76,227
912,customer-982,118,169,53,160,56,165,82,19,128
913,customer-1192,118,172,139,17,29,173,165,109,181
914,customer-1713,118,176,7,169,189,173,165,175,114
915,customer-688,118,181,124,52,226,93,162,177,197
916,customer-77,118,183,171,273,175,253,137,208,171
917,customer-1141,118,186,173,46,92,28,188,199,139
918,customer-1664,118,189,110,147,27,83,178,141,159
919,customer-1694,118,189,17,184,67,112,177,138,48
920,customer-503,118,210,165,122,142,112,50,71,160
921,customer-292,119,119,126,161,168,143,235,256,215
922,customer-1654,119,122,62,202,120,139,110,167,60
923,customer-1861,119,124,192,78,117,177,81,195,47
924,customer-845,119,127,12,184,69,160,129,101,252
925,customer-1844,119,140,118,180,41,128,193,197,26
926,customer-356,119,149,171,118,121,114,129,173,108
927,customer-158,119,150,76,168,27,53,187,92,206
928,customer-935,119,152,77,101,74,212,232,22,99
929,customer-159,119,161,197,13,20,111,187,126,60
930,customer-633,119,163,134,81,91,162,138,61,83
931,customer-1418,119,165,122,82,170,64,208,40,100
932,customer-1705,119,168,109,72,233,141,96,216,137
933,customer-1931,119,176,67,170,118,210,174,110,129
934,customer-109,119,193,25,65,139,100,177,102,157
935,customer-683,119,194,81,141,22,68,44,146,152
936,customer-148,119,215,79,179,63,142,199,92,259
937,customer-721,120,120,164,61,187,182,131,12,126
938,customer-483,120,129,149,118,151,115,64,55,153
939,customer-1404,120,133,156,87,195,93,204,163,201
940,customer-454,120,139,230,222,65,193,138,212,159
941,customer-1690,120,148,168,179,45,69,162,42,182
942,customer-945,120,155,127,195,124,50,171,176,75
943,customer-1852,120,178,67,147,29,119,12,201,171
944,customer-681,120,182,225,32,105,151,190,120,128
945,customer-175,120,183,180,9,49,87,99,112,129
946,customer-749,120,185,99,151,47,225,50,71,98
947,customer-1040,120,213,89,152,83,34,138,151,54
948,customer-1175,121,123,248,180,83,110,58,201,89
949,customer-1302,121,123,126,68,165,86,83,223,188
950,customer-401,121,142,127,219,83,231,152,190,77
951,customer-808,121,157,110,55,29,72,133,107,50
952,customer-596,121,160,35,196,80,34,94,50,64
953,customer-751,121,166,117,54,21,224,61,198,123
954,customer-1495,121,179,79,156,78,130,96,124,56
955,customer-206,121,185,90,94,101,130,66,49,136
956,customer-1424,121,186,170,45,230,161,85,110,23
957,customer-1751,121,187,13,63,166,181,171,72,24
958,customer-955,121,192,153,96,95,200,29,149,99
959,customer-1247,121,201,195,246,194,64,114,228,123
960,customer-1470,121,201,48,198,223,164,50,130,169
961,customer-630,121,207,89,183,92,100,245,112,60
962,customer-1482,121,209,185,119,100,145,218,175,105
963,customer-1752,121,214,179,181,140,187,228,61,38
964,customer-1075,122,122,238,101,170,153,26,84,280
965,customer-740,122,141,203,76,57,173,139,14,135
966,customer-414,122,149,202,39,74,72,130,200,190
967,customer-1779,122,169,108,181,110,122,162,86,87
968,customer-1209,122,174,104,139,232,200,152,93,120
969,customer-49,122,180,85,198,53,59,158,118,24
970,customer-1601,122,183,89,80,169,29,113,52,40
971,customer-405,122,185,199,200,79,51,118,113,203
972,customer-936,122,198,246,170,45,117,20,201,198
973,customer-1571,122,201,142,192,87,216,134,166,240
974,customer-900,122,203,147,182,118,212,153,211,187
975,customer-1060,123,131,121,138,193,84,114,113,94
976,customer-1484,123,135,99,86,195,126,35,165,82
977,customer-404,123,138,187,113,88,95,87,127,70
978,customer-1264,123,145,75,223,144,97,215,17,202
979,customer-1234,123,147,142,68,30,172,10,89,38
980,customer-961,123,149,30,90,228,114,62,164,161
981,customer-1667,123,160,118,188,59,11,85,116,91
982,customer-1684,123,173,94,62,127,30,91,110,21
983,customer-23,123,187,12,146,180,76,199,67,88
984,customer-1249,123,194,157,167,213,170,188,127,61
985,customer-1619,123,199,229,32,47,69,24,47,114
986,customer-433,123,200,77,161,168,36,3,140,39
987,customer-1086,124,138,83,1,187,49,126,192,13
988,customer-460,124,179,212,173,173,255,28,87,146
989,customer-1111,124,220,114,34,188,73,148,168,30
990,customer-558,125,125,82,131,204,68,134,202,92
991,customer-1697,125,129,66,199,124,130,272,201,139
992,customer-1657,125,140,8,151,102,148,109,152,241
993,customer-1964,125,146,103,36,143,56,217,90,130
994,customer-636,125,155,164,131,233,94,210,140,61
995,customer-229,125,175,83,170,76,235,195,135,86
996,customer-826,125,179,137,59,47,196,54,71,157
997,customer-1187,125,182,91,78,82,92,63,75,206
998,customer-794,125,204,223,128,231,139,256,165,134
999,customer-1284,125,211,190,187,229,42,124,89,160
1000,customer-380,126,129,52,29,25,130,185,190,89
1001,customer-769,126,138,137,127,113,132,78,123,138
1002,customer-925,126,141,107,146,35,108,117,57,210
1003,customer-551,126,157,108,105,219,111,203,159,97
1004,customer-830,126,177,95,28,148,214,42,209,138
1005,customer-777,126,178,91,151,77,174,197,202,150
1006,customer-1876,126,182,203,105,111,52,27,93,195
1007,customer-1529,126,210,91,204,174,232,169,84,192
1008,customer-439,126,215,40,51,76,105,36,84,63
1009,customer-947,126,222,147,11,103,152,167,174,233
1010,customer-1395,127,144,135,138,82,46,43,143,166
1011,customer-153,127,145,91,113,158,86,185,196,15
1012,customer-1996,127,161,256,36,176,81,71,119,59
1013,customer-1572,127,178,154,27,116,139,68,93,198
1014,customer-406,127,186,129,140,169,118,139,88,54
1015,customer-1662,127,196,76,128,21,64,141,99,123
1016,customer-192,127,199,151,242,50,68,218,94,197
1017,customer-385,127,219,70,50,85,173,107,95,291
1018,customer-1335,127,226,108,139,190,142,203,135,91
1019,customer-1655,128,132,82,88,76,33,133,208,53
1020,customer-1906,128,136,155,75,51,123,94,128,217
1021,customer-368,128,144,200,177,47,220,134,3,169
1022,customer-1966,128,164,30,166,172,58,49,165,58
1023,customer-1955,128,186,61,73,40,169,114,219,183
1024,customer-1349,128,189,180,96,119,30,115,33,131
1025,customer-678,128,195,175,233,118,110,197,161,179
1026,customer-1279,128,197,178,151,261,170,150,223,161
1027,customer-1055,128,198,200,10,215,163,93,206,21
1028,customer-679,128,199,27,224,183,104,57,205,188
1029,customer-464,128,213,47,134,30,182,132,50,119
1030,customer-1094,128,213,44,109,152,76,72,149,69
1031,customer-99,128,217,266,102,155,187,234,195,71
1032,customer-1256,129,129,3,165,89,231,221,199,136
1033,customer-1769,129,134,221,195,53,208,83,231,168
1034,customer-896,129,139,154,104,65,108,108,165,89
1035,customer-65,129,141,186,146,113,31,104,77,214
1036,customer-1914,129,142,192,98,80,121,100,40,122
1037,customer-132,129,149,49,203,156,150,192,168,255
1038,customer-1976,129,165,179,211,185,200,186,53,183
1039,customer-84,129,177,15,208,45,22,53,39,38
1040,customer-948,129,185,229,30,173,257,106,23,69
1041,customer-1839,129,189,61,44,92,133,167,206,129
1042,customer-813,129,202,124,52,82,98,47,181,229
1043,customer-1740,130,131,177,139,147,105,27,184,74
1044,customer-20,130,137,58,182,227,143,161,108,154
1045,customer-53,130,145,158,264,182,218,84,170,115
1046,customer-1810,130,167,79,102,170,200,181,187,208
1047,customer-1160,130,170,61,168,110,103,127,74,156
1048,customer-1000,130,172,63,125,142,204,123,46,43
1049,customer-302,130,179,207,50,82,30,220,163,85
1050,customer-273,130,184,35,80,169,167,230,184,91
1051,customer-1886,130,188,65,138,73,158,27,193,144
1052,customer-822,130,207,71,43,65,62,25,77,72
1053,customer-644,130,217,159,72,208,75,245,78,85
1054,customer-1731,131,137,146,175,199,208,60,138,81
1055,customer-487,131,147,87,69,176,112,161,145,175
1056,customer-107,131,149,29,157,188,158,170,161,145
1057,customer-1971,131,163,102,183,72,77,84,161,84
1058,customer-1635,131,165,98,217,200,18,82,60,152
1059,customer-74,131,179,241,199,89,108,64,93,54
1060,customer-1797,131,181,46,238,58,220,81,76,120
1061,customer-957,131,185,159,211,179,142,48,30,113
1062,customer-322,131,201,59,203,151,124,54,138,175
1063,customer-1831,132,143,88,29,72,183,235,203,232
1064,customer-718,132,149,56,187,11,177,209,112,70
1065,customer-802,132,168,188,198,24,120,146,144,161
1066,customer-1548,132,168,152,241,105,38,144,19,228
1067,customer-1700,132,175,173,268,189,47,70,154,20
1068,customer-1319,132,180,200,214,72,207,148,217,69
1069,customer-615,132,184,219,154,45,118,30,151,27
1070,customer-1787,132,194,82,159,44,202,83,156,17
1071,customer-1049,132,195,193,107,14,58,92,166,194
1072,customer-1210,132,195,32,14,113,88,202,65,192
1073,customer-550,132,202,194,10,99,146,184,118,213
1074,customer-1166,132,211,165,221,55,165,104,87,61
1075,customer-1749,132,230,211,70,80,246,97,170,63
1076,customer-83,133,133,56,167,140,176,117,28,159
1077,customer-398,133,142,107,91,191,192,76,96,89
1078,customer-1801,133,153,120,165,90,156,227,85,216
1079,customer-1213,133,154,21,34,206,124,51,154,99
1080,customer-488,133,161,110,191,212,53,156,274,14
1081,customer-972,133,192,216,166,114,118,60,100,94
1082,customer-1759,133,192,68,209,111,117,236,79,78
1083,customer-1018,133,198,216,67,35,80,66,43,28
1084,customer-1200,133,200,95,216,230,53,77,147,144
1085,customer-1833,133,222,158,119,118,64,69,142,177
1086,customer-634,134,135,121,176,88,205,100,112,30
1087,customer-1220,134,167,160,73,208,195,194,64,196
1088,customer-1460,134,223,232,149,141,74,101,111,224
