ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
23711,product-365057,6,38,65,40,15,6,89
23712,product-44969,6,14,55,34,29,55,87
23713,product-365115,6,55,57,27,28,23,86
23714,product-365139,6,38,68,4,22,33,89
23715,product-365140,6,40,68,4,22,33,89
23716,product-365141,6,38,67,4,22,33,89
23717,product-44967,6,36,55,36,29,56,89
23718,product-44964,6,18,55,41,29,57,88
23719,product-365143,6,36,67,4,22,33,89
23720,product-365145,6,32,67,4,22,33,89
23721,product-364962,6,83,68,9,23,4,82
23722,product-44958,6,14,56,38,29,60,87
23723,product-365297,6,12,79,23,18,15,87
23724,product-365302,6,15,78,28,21,13,87
23725,product-44937,6,12,57,20,26,72,87
23726,product-44922,6,18,58,51,30,79,88
23727,product-365485,6,29,67,2,22,33,89
23728,product-44892,6,17,55,11,25,63,88
23729,product-44886,6,16,55,0,22,59,88
23730,product-365488,6,31,67,2,22,33,89
23731,product-44837,6,25,66,5,22,47,89
23732,product-365639,6,38,78,20,18,16,89
23733,product-365642,6,10,78,25,21,14,87
23734,product-365289,6,16,84,20,29,22,88
23735,product-365648,6,88,68,0,22,5,83
23736,product-45009,6,38,48,5,23,32,89
23737,product-364951,6,12,78,29,19,13,87
23738,product-45207,6,32,55,32,28,54,89
23739,product-364265,6,22,77,52,48,18,89
23740,product-364327,6,49,66,37,34,4,87
23741,product-45199,6,24,56,43,30,58,89
23742,product-45193,6,16,57,40,29,60,88
23743,product-364396,6,34,57,33,29,22,89
23744,product-45191,6,83,57,38,29,61,83
23745,product-45180,6,97,56,22,25,70,83
23746,product-45173,6,97,57,27,27,74,84
23747,product-364551,6,76,71,40,39,44,82
23748,product-45163,6,32,59,52,31,80,89
23749,product-364953,6,34,78,31,21,13,89
23750,product-45162,6,57,59,54,31,80,85
23751,product-45124,6,18,55,0,22,57,88
23752,product-364601,6,35,68,5,22,4,89
23753,product-45077,6,9,68,13,23,46,86
23754,product-364603,6,16,68,2,23,4,88
23755,product-364604,6,88,68,2,23,4,82
23756,product-364680,6,46,64,0,22,11,88
23757,product-45056,6,99,41,2,23,21,84
23758,product-45055,6,91,41,2,22,21,83
23759,product-364681,6,42,63,0,22,11,89
23760,product-45027,6,44,47,32,29,27,89
23761,product-364754,6,99,57,32,28,22,84
23762,product-45141,6,28,52,21,23,79,89
23763,product-44796,6,44,48,21,23,28,88
23764,product-44786,6,71,48,0,22,31,83
23765,product-44771,6,96,53,24,23,49,83
23766,product-44479,6,71,53,19,24,79,83
23767,product-44478,6,66,52,17,24,79,83
23768,product-44423,6,17,66,2,22,48,88
23769,product-366427,6,40,65,35,33,4,89
23770,product-44403,6,28,40,4,21,19,89
23771,product-44381,6,28,48,30,22,26,89
23772,product-44380,6,15,48,26,22,27,87
23773,product-44377,6,27,48,20,24,27,89
23774,product-366499,6,24,55,6,23,26,89
23775,product-44373,6,60,48,12,24,29,85
23776,product-44372,6,46,48,10,24,29,88
23777,product-44505,6,55,59,50,31,79,86
23778,product-366510,6,14,67,4,22,35,87
23779,product-366512,6,19,67,4,22,35,88
23780,product-366660,6,25,78,20,23,14,89
23781,product-366663,6,19,78,24,23,13,88
23782,product-44353,6,11,53,33,28,43,87
23783,product-44344,6,18,53,20,22,49,88
23784,product-44332,6,88,55,23,28,53,82
23785,product-366666,6,17,78,27,30,12,88
23786,product-366671,6,15,68,0,22,6,87
23787,product-44328,6,22,55,30,28,55,89
23788,product-366673,6,92,68,3,23,6,83
23789,product-366731,6,34,65,0,22,21,89
23790,product-366511,6,14,67,4,22,35,87
23791,product-366343,6,10,68,0,22,6,86
23792,product-44520,6,12,56,15,24,70,87
23793,product-366336,6,8,78,27,23,12,86
23794,product-365649,6,98,68,2,23,5,84
23795,product-365807,6,23,54,0,22,27,89
23796,product-365821,6,22,67,0,22,34,89
23797,product-365823,6,24,67,0,22,34,89
23798,product-44732,6,29,56,20,25,68,89
23799,product-365994,6,99,68,2,23,5,84
23800,product-44723,6,92,57,27,26,75,83
23801,product-365995,6,14,68,4,23,5,87
23802,product-44711,6,41,58,50,30,79,89
23803,product-44702,6,73,57,51,35,83,83
23804,product-366024,6,19,78,53,52,16,88
23805,product-366085,6,54,64,40,32,5,86
23806,product-44612,6,31,41,5,23,20,89
23807,product-44597,6,28,47,32,22,26,89
23808,product-44596,6,22,48,28,23,27,89
23809,product-44580,6,91,48,4,22,32,82
23810,product-44579,6,9,48,5,22,32,86
23811,product-44565,6,98,53,22,23,49,83
23812,product-366144,6,50,58,20,30,23,87
23813,product-366167,6,19,67,2,22,34,88
23814,product-366319,6,85,84,19,29,23,82
23815,product-366332,6,14,78,21,22,14,87
23816,product-44546,6,31,55,39,29,57,89
23817,product-44541,6,10,56,34,29,59,86
23818,product-366334,6,12,78,24,24,13,87
23819,product-44307,6,72,56,15,25,68,83
23820,product-45209,6,39,55,30,27,54,89
23821,product-368966,6,34,66,24,26,18,89
23822,product-369010,6,32,57,15,25,17,89
23823,product-42092,6,26,54,24,24,53,89
23824,product-373370,6,88,75,43,39,29,83
23825,product-373375,6,10,71,57,20,23,87
23826,product-373377,6,11,70,58,19,23,87
23827,product-42085,6,28,54,14,25,56,89
23828,product-42084,6,29,54,12,25,56,89
23829,product-373581,6,88,72,28,33,64,82
23830,product-42081,6,78,54,8,24,58,82
23831,product-373624,6,90,84,32,27,22,82
23832,product-42077,6,94,54,3,22,60,83
23833,product-42076,6,74,54,2,22,60,83
23834,product-373227,6,11,70,60,19,22,87
23835,product-373636,6,26,75,44,39,29,89
23836,product-373730,6,99,84,33,33,22,84
23837,product-42068,6,58,55,0,22,65,85
23838,product-42062,6,22,56,6,24,68,89
23839,product-373829,6,31,71,48,21,24,89
23840,product-373902,6,26,75,45,38,30,89
23841,product-42047,6,16,59,37,31,77,88
23842,product-42046,6,97,59,38,31,77,83
23843,product-42045,6,97,59,40,31,77,83
23844,product-42031,6,62,57,49,36,83,84
23845,product-373903,6,16,75,47,39,30,88
23846,product-41981,6,84,65,28,20,55,82
23847,product-42073,6,16,55,4,23,61,88
23848,product-41975,6,29,66,28,22,54,89
23849,product-373224,6,86,71,59,20,23,82
23850,product-373050,6,88,75,33,41,29,82
23851,product-42313,6,15,50,24,31,36,87
23852,product-372585,6,32,59,15,23,6,89
23853,product-42300,6,15,51,16,25,43,87
23854,product-42299,6,8,51,14,26,43,86
23855,product-42289,6,16,53,5,23,50,88
23856,product-42285,6,7,54,16,26,52,86
23857,product-372591,6,17,59,14,27,9,88
23858,product-42276,6,47,54,12,24,57,87
23859,product-42275,6,72,54,11,25,57,83
23860,product-372727,6,90,75,30,39,29,82
23861,product-42272,6,92,54,8,24,58,83
23862,product-373064,6,7,71,61,20,22,86
23863,product-372730,6,31,75,37,39,28,89
23864,product-372739,6,14,70,64,18,23,87
23865,product-42168,6,91,65,26,20,55,83
23866,product-372859,6,78,83,33,31,20,82
23867,product-42164,6,22,65,26,22,53,89
23868,product-372881,6,91,72,2,23,30,82
23869,product-42159,6,18,66,24,23,53,88
23870,product-42158,6,12,66,24,23,53,87
23871,product-42151,6,15,67,27,26,52,87
23872,product-42126,6,17,47,0,22,31,88
23873,product-42121,6,16,50,33,32,38,88
23874,product-373037,6,21,72,9,22,29,89
23875,product-42218,6,58,57,48,36,83,85
23876,product-41974,6,43,66,27,22,54,88
23877,product-41973,6,54,66,27,22,53,86
23878,product-373904,6,97,75,51,40,30,83
23879,product-374451,6,15,74,32,29,25,87
23880,product-374689,6,25,65,9,22,56,89
23881,product-41735,6,8,50,2,23,44,86
23882,product-374690,6,22,65,9,22,56,89
23883,product-41726,6,22,52,10,22,48,89
23884,product-374691,6,19,65,7,23,56,88
23885,product-41714,6,38,54,23,26,53,89
23886,product-41713,6,58,54,21,25,53,85
23887,product-41712,6,33,54,20,25,53,89
23888,product-374692,6,15,65,5,23,56,87
23889,product-374759,6,16,76,38,33,28,88
23890,product-41743,6,52,51,19,25,41,87
23891,product-374801,6,25,65,8,23,56,89
23892,product-374803,6,21,65,6,22,56,89
23893,product-41703,6,88,54,5,24,57,82
23894,product-41702,6,98,54,3,23,58,83
23895,product-41694,6,27,54,0,22,61,89
23896,product-41693,6,17,54,0,22,61,88
23897,product-374863,6,61,73,52,28,53,85
23898,product-374917,6,21,65,4,22,57,89
23899,product-375031,6,18,65,5,23,57,88
23900,product-375032,6,20,65,3,22,57,88
23901,product-375033,6,21,65,2,22,57,89
23902,product-41592,6,46,66,30,24,54,88
23903,product-374802,6,22,65,7,22,56,88
23904,product-374450,6,25,74,32,29,25,89
23905,product-374448,6,17,74,33,29,26,88
23906,product-41776,6,71,67,35,26,52,82
23907,product-373905,6,14,75,52,31,29,87
23908,product-373907,6,12,75,50,30,29,87
23909,product-373986,6,10,75,45,37,31,86
23910,product-41941,6,40,47,0,22,31,89
23911,product-41933,6,18,51,24,25,41,88
23912,product-373987,6,11,75,47,38,30,87
23913,product-373988,6,14,75,50,31,30,87
23914,product-374064,6,26,71,35,24,52,89
23915,product-374066,6,12,71,34,23,51,87
23916,product-374074,6,16,75,49,38,31,88
23917,product-374153,6,50,71,38,24,53,87
23918,product-41894,6,10,54,11,25,56,87
23919,product-374174,6,8,71,40,22,24,86
23920,product-41891,6,93,54,6,23,57,83
23921,product-41887,6,17,54,2,22,59,88
23922,product-374245,6,57,71,40,24,53,85
23923,product-41877,6,34,55,4,22,67,89
23924,product-41857,6,88,59,37,31,77,82
23925,product-41854,6,58,59,44,30,79,85
23926,product-41792,6,17,66,29,22,54,88
23927,product-41784,6,32,67,28,25,53,89
23928,product-41783,6,25,67,29,25,53,89
23929,product-41782,6,22,67,29,25,53,88
23930,product-374349,6,22,74,36,29,27,89
23931,product-374438,6,19,75,44,32,30,88
23932,product-42346,6,34,66,22,23,52,90
23933,product-368980,6,53,62,36,26,5,87
23934,product-372401,6,99,71,11,27,31,84
23935,product-42411,6,85,59,43,31,78,82
23936,product-369783,6,49,62,28,31,5,87
23937,product-42887,6,36,65,17,23,53,89
23938,product-369893,6,17,86,25,40,24,88
23939,product-42885,6,64,65,17,22,53,84
23940,product-42882,6,21,66,17,24,52,89
23941,product-42881,6,36,66,17,23,52,89
23942,product-42879,6,41,66,17,22,52,89
23943,product-369894,6,21,86,24,41,24,89
23944,product-369895,6,14,86,23,41,23,87
23945,product-369903,6,46,73,0,22,16,88
23946,product-42868,6,41,67,20,25,50,89
23947,product-369773,6,10,67,32,27,19,86
23948,product-369911,6,36,71,0,22,13,89
23949,product-370319,6,92,68,42,31,18,83
23950,product-42848,6,91,49,13,27,29,82
23951,product-42832,6,94,51,9,23,45,83
23952,product-370347,6,28,60,6,24,10,89
23953,product-42830,6,22,53,9,24,51,89
23954,product-42829,6,27,53,11,24,52,89
23955,product-370501,6,90,68,45,31,18,83
23956,product-42820,6,7,54,24,24,55,86
23957,product-370687,6,75,60,14,23,3,82
23958,product-42797,6,12,55,0,22,68,87
23959,product-370688,6,99,60,15,23,3,84
23960,product-370130,6,78,67,0,22,26,82
23961,product-42789,6,19,56,12,24,71,88
23962,product-369772,6,96,67,32,27,19,83
23963,product-42923,6,47,57,52,36,83,87
23964,product-43111,6,28,59,43,33,77,89
23965,product-43104,6,75,57,58,27,81,82
23966,product-369011,6,38,58,15,25,17,89
23967,product-369162,6,21,67,25,27,19,89
23968,product-369181,6,62,62,32,30,6,84
23969,product-369294,6,22,86,26,33,25,88
23970,product-369312,6,12,70,0,22,11,87
23971,product-369374,6,38,61,28,25,2,89
23972,product-43011,6,76,47,0,22,31,83
23973,product-42992,6,98,51,11,23,45,83
23974,product-369380,6,39,62,29,30,6,89
23975,product-42890,6,34,65,17,24,54,89
23976,product-42982,6,98,55,21,25,57,84
23977,product-369403,6,27,59,17,27,14,89
23978,product-369568,6,9,67,26,26,21,86
23979,product-42965,6,36,55,11,24,65,89
23980,product-42964,6,31,56,10,24,66,89
23981,product-369584,6,25,62,27,30,6,89
23982,product-369695,6,18,86,22,39,23,88
23983,product-42956,6,38,55,2,22,69,89
23984,product-42955,6,43,55,3,22,70,88
23985,product-369763,6,88,67,2,22,27,82
23986,product-42951,6,21,56,11,24,71,89
23987,product-42924,6,59,57,54,36,82,85
23988,product-42981,6,12,54,20,24,57,87
23989,product-42775,6,22,59,41,31,77,88
23990,product-370850,6,85,68,49,31,18,82
23991,product-42773,6,75,59,44,31,78,82
23992,product-371798,6,41,60,9,26,7,89
23993,product-42503,6,78,47,2,22,31,82
23994,product-42498,6,10,50,23,30,36,86
23995,product-42495,6,8,50,31,32,37,86
23996,product-42490,6,70,51,29,25,40,83
23997,product-42489,6,30,51,27,24,41,89
23998,product-42488,6,20,51,25,25,41,88
23999,product-371857,6,74,71,34,40,58,83
24000,product-42486,6,14,51,19,25,42,87
24001,product-42485,6,16,51,17,25,43,88
24002,product-371858,6,18,71,32,39,58,88
24003,product-42562,6,16,58,33,29,59,88
24004,product-42483,6,88,51,13,25,44,83
24005,product-42465,6,18,54,22,25,53,88
24006,product-42463,6,98,54,24,24,54,83
24007,product-372100,6,12,70,65,33,21,87
24008,product-372235,6,14,71,6,27,30,87
24009,product-372260,6,31,70,67,33,21,89
24010,product-372269,6,8,59,14,26,9,86
24011,product-372273,6,32,58,8,25,11,89
24012,product-372375,6,29,83,34,31,19,89
24013,product-372380,6,14,82,30,42,19,87
24014,product-372394,6,16,72,11,27,27,88
24015,product-372398,6,62,71,2,23,30,84
24016,product-371910,6,14,82,30,42,18,87
24017,product-371792,6,94,69,60,32,21,83
24018,product-42600,6,12,59,40,31,77,87
24019,product-42616,6,39,56,9,24,70,89
24020,product-370852,6,34,68,51,31,18,90
24021,product-370974,6,15,73,0,22,17,87
24022,product-371030,6,19,68,52,30,18,88
24023,product-371034,6,97,61,11,24,2,83
24024,product-42716,6,16,66,17,24,51,88
24025,product-371058,6,46,58,2,21,10,88
24026,product-42691,6,58,49,14,26,29,85
24027,product-42684,6,96,47,0,22,31,83
24028,product-42678,6,90,51,30,24,41,82
24029,product-42676,6,11,51,20,25,43,87
24030,product-42675,6,14,51,18,26,43,87
24031,product-371062,6,16,57,0,22,12,88
24032,product-42671,6,86,51,8,24,45,82
24033,product-42670,6,8,51,6,23,45,86
24034,product-42664,6,27,53,2,23,50,89
24035,product-42663,6,27,53,4,23,50,89
24036,product-371362,6,26,57,6,24,14,89
24037,product-371364,6,41,56,2,22,15,89
24038,product-371501,6,31,58,6,25,12,89
24039,product-42647,6,12,54,18,23,56,87
24040,product-42645,6,97,54,15,24,57,84
24041,product-371652,6,14,58,10,25,10,87
24042,product-42643,6,88,55,14,25,58,82
24043,product-371653,6,14,58,9,25,11,87
24044,product-371654,6,11,58,9,25,11,87
24045,product-42379,6,47,52,14,23,80,87
24046,product-364263,6,16,77,55,48,17,88
24047,product-45218,6,12,53,30,24,48,87
24048,product-45219,6,8,53,31,24,48,86
24049,product-354594,6,25,77,61,46,10,89
24050,product-354595,6,35,76,59,46,9,89
24051,product-47839,6,56,48,20,25,32,86
24052,product-354622,6,69,66,16,26,15,83
24053,product-354633,6,40,65,6,22,11,89
24054,product-354634,6,53,65,9,25,10,87
24055,product-354656,6,69,66,22,27,5,83
24056,product-47778,6,90,53,34,26,52,83
24057,product-47773,6,18,53,35,22,55,88
24058,product-47772,6,23,54,34,23,56,89
24059,product-354735,6,39,53,0,22,30,89
24060,product-47842,6,51,48,24,25,31,87
24061,product-47745,6,16,56,24,22,67,88
24062,product-47739,6,21,57,31,23,73,89
24063,product-354967,6,9,66,21,26,16,86
24064,product-354970,6,14,67,13,26,14,87
24065,product-354998,6,93,66,22,28,5,83
24066,product-47721,6,67,59,61,33,80,84
24067,product-47696,6,17,53,27,25,59,88
24068,product-47690,6,25,55,23,21,56,89
24069,product-47592,6,14,46,14,24,28,87
24070,product-355020,6,60,72,68,43,11,85
24071,product-47582,6,42,48,29,25,30,88
24072,product-47572,6,39,48,14,23,33,89
24073,product-354746,6,23,75,3,22,35,89
24074,product-355044,6,11,67,0,22,19,87
24075,product-354579,6,15,73,58,28,13,87
24076,product-354576,6,75,73,53,31,12,83
24077,product-353342,6,57,72,67,34,14,85
24078,product-48148,6,48,34,12,22,9,87
24079,product-353442,6,99,47,0,22,31,84
24080,product-48112,6,16,46,16,25,28,88
24081,product-48111,6,96,46,17,25,29,83
24082,product-353566,6,18,72,48,31,9,88
24083,product-353570,6,59,72,53,30,10,85
24084,product-353574,6,72,73,58,39,11,83
24085,product-353591,6,81,80,65,35,13,81
24086,product-353676,6,96,72,64,34,13,83
24087,product-48101,6,50,47,26,24,31,87
24088,product-354578,6,83,73,57,30,13,83
24089,product-353897,6,85,71,40,30,9,82
24090,product-353963,6,47,65,6,22,11,88
24091,product-48050,6,52,53,26,30,47,87
24092,product-48032,6,97,53,34,27,53,83
24093,product-354230,6,75,70,35,28,9,83
24094,product-354248,6,89,73,58,30,12,82
24095,product-48023,6,31,54,32,23,57,89
24096,product-48002,6,88,57,22,24,66,82
24097,product-47981,6,62,59,59,29,80,84
24098,product-47932,6,22,59,13,20,50,89
24099,product-354394,6,24,53,0,22,31,89
24100,product-47925,6,34,60,13,22,48,89
24101,product-353908,6,81,72,52,29,11,82
24102,product-355047,6,75,68,4,23,19,82
24103,product-355243,6,85,69,14,27,11,82
24104,product-355269,6,22,73,54,28,13,88
24105,product-47303,6,91,48,6,22,34,83
24106,product-47302,6,14,47,5,22,34,87
24107,product-356367,6,72,68,41,33,7,83
24108,product-356448,6,41,54,4,23,29,89
24109,product-47299,6,12,48,0,22,35,87
24110,product-47298,6,12,48,0,22,35,87
24111,product-356611,6,78,73,34,32,13,82
24112,product-356618,6,26,80,72,17,14,89
24113,product-47246,6,19,53,40,22,54,88
24114,product-356687,6,24,64,11,23,6,89
24115,product-356708,6,57,68,46,33,8,85
24116,product-356336,6,39,64,0,22,11,89
24117,product-356742,6,15,72,21,34,15,87
24118,product-356945,6,84,73,32,32,13,81
24119,product-47207,6,75,57,34,24,72,83
24120,product-356952,6,15,74,45,31,15,87
24121,product-356983,6,82,71,37,34,9,82
24122,product-47197,6,94,59,56,33,80,83
24123,product-47172,6,78,53,20,23,78,82
24124,product-47171,6,25,53,27,21,60,89
24125,product-357002,6,49,66,19,25,15,87
24126,product-357023,6,40,64,9,23,6,89
24127,product-47131,6,22,61,12,23,48,89
24128,product-47105,6,41,70,20,28,41,89
24129,product-47214,6,8,56,28,22,67,86
24130,product-356327,6,35,66,20,25,15,89
24131,product-47308,6,38,48,14,24,32,89
24132,product-47310,6,64,48,17,23,32,84
24133,product-47529,6,27,54,32,33,47,89
24134,product-355314,6,42,66,21,26,16,88
24135,product-47515,6,26,52,37,26,53,89
24136,product-355347,6,14,66,19,27,4,87
24137,product-355546,6,86,67,47,41,27,82
24138,product-47491,6,55,57,32,25,62,86
24139,product-355652,6,14,66,26,26,17,87
24140,product-47482,6,78,56,26,22,66,82
24141,product-47480,6,25,56,26,23,67,89
24142,product-47479,6,16,56,26,23,68,88
24143,product-355726,6,59,73,38,35,13,85
24144,product-355808,6,75,49,0,22,35,82
24145,product-355922,6,78,70,18,28,12,82
24146,product-355979,6,85,73,49,41,11,82
24147,product-47457,6,84,59,59,32,80,81
24148,product-355990,6,52,66,19,25,15,87
24149,product-355993,6,38,67,13,28,14,89
24150,product-355997,6,23,64,0,22,11,89
24151,product-356061,6,79,73,33,36,14,82
24152,product-47354,6,15,33,19,21,8,87
24153,product-47326,6,18,45,11,24,27,88
24154,product-356062,6,14,73,31,36,14,87
24155,product-47318,6,8,47,27,29,29,86
24156,product-356068,6,10,68,6,24,18,87
24157,product-47315,6,48,48,26,26,30,87
24158,product-48180,6,38,63,8,24,45,89
24159,product-47082,6,10,45,6,23,26,86
24160,product-48181,6,29,63,9,24,46,89
24161,product-48238,6,31,59,52,29,79,89
24162,product-351712,6,16,67,20,30,7,88
24163,product-351722,6,66,69,39,26,6,83
24164,product-48829,6,69,48,10,25,34,83
24165,product-48814,6,11,49,0,22,40,87
24166,product-48813,6,29,49,2,22,40,89
24167,product-351755,6,19,79,49,31,13,88
24168,product-351771,6,69,71,39,37,8,83
24169,product-48768,6,10,53,26,23,56,86
24170,product-351824,6,62,71,54,41,11,85
24171,product-351860,6,92,70,30,33,25,83
24172,product-351988,6,91,63,3,22,6,82
24173,product-351686,6,94,61,13,25,2,83
24174,product-48739,6,22,57,15,25,68,88
24175,product-352017,6,75,71,41,36,7,82
24176,product-48723,6,16,58,32,26,75,88
24177,product-48722,6,18,58,33,26,76,88
24178,product-48716,6,16,59,43,28,78,88
24179,product-48715,6,9,59,45,28,78,86
24180,product-48713,6,18,59,48,29,79,88
24181,product-352066,6,31,66,17,25,15,89
24182,product-352067,6,15,66,15,26,14,87
24183,product-48687,6,39,55,26,27,56,89
24184,product-48685,6,59,54,29,26,55,85
24185,product-48684,6,58,54,30,25,55,85
24186,product-352014,6,85,71,41,34,7,82
24187,product-352073,6,28,65,0,22,12,89
24188,product-351561,6,7,73,46,48,18,86
24189,product-48851,6,21,46,21,25,29,89
24190,product-48988,6,45,55,19,22,64,88
24191,product-48987,6,32,55,19,22,64,89
24192,product-48982,6,41,57,17,24,66,89
24193,product-351118,6,86,61,12,25,2,82
24194,product-48980,6,34,57,14,24,67,90
24195,product-48971,6,59,57,15,25,70,85
24196,product-351119,6,86,61,14,25,2,82
24197,product-351123,6,86,61,11,23,3,82
24198,product-48968,6,78,57,16,24,72,82
24199,product-351215,6,17,66,9,24,12,88
24200,product-48964,6,91,57,21,24,73,83
24201,product-48850,6,16,46,21,26,29,88
24202,product-48958,6,21,58,30,26,76,89
24203,product-48954,6,22,59,42,28,78,88
24204,product-48952,6,25,59,45,28,79,89
24205,product-48950,6,68,59,49,28,80,83
24206,product-351405,6,89,61,12,25,1,83
24207,product-351406,6,86,61,14,25,2,82
24208,product-351407,6,86,61,15,25,2,82
24209,product-351459,6,85,72,41,36,8,82
24210,product-48910,6,46,62,0,22,44,88
24211,product-48894,6,34,66,5,24,40,90
24212,product-48887,6,52,68,17,25,39,87
24213,product-351509,6,79,66,2,22,10,82
24214,product-48955,6,12,59,40,28,78,87
24215,product-352074,6,69,65,0,22,12,83
24216,product-48672,6,66,63,5,24,45,83
24217,product-48647,6,22,68,11,25,40,88
24218,product-48449,6,92,53,17,24,77,83
24219,product-352587,6,14,69,37,28,7,87
24220,product-48431,6,49,62,7,23,45,87
24221,product-352601,6,57,71,47,36,9,85
24222,product-352651,6,17,66,9,26,14,88
24223,product-48355,6,54,47,25,25,31,86
24224,product-48350,6,62,48,18,25,32,85
24225,product-352700,6,56,71,67,42,13,86
24226,product-352714,6,65,74,49,50,16,83
24227,product-48341,6,54,48,14,25,34,86
24228,product-48337,6,15,48,9,22,36,87
24229,product-48472,6,67,59,59,28,81,84
24230,product-48335,6,8,48,6,22,36,86
24231,product-48305,6,40,53,24,30,47,89
24232,product-48304,6,33,53,24,31,47,89
24233,product-352904,6,76,71,47,34,8,83
24234,product-352908,6,19,71,48,36,9,88
24235,product-48286,6,80,53,32,27,54,82
24236,product-352917,6,56,73,56,40,11,86
24237,product-48282,6,39,53,30,22,55,89
24238,product-353013,6,75,71,64,42,13,82
24239,product-353114,6,85,47,0,22,31,82
24240,product-48242,6,17,59,46,28,78,88
24241,product-353218,6,83,68,20,23,9,83
24242,product-352723,6,97,66,2,23,22,83
24243,product-48475,6,47,59,53,29,80,88
24244,product-352488,6,84,48,2,23,33,81
24245,product-352426,6,21,66,0,22,22,89
24246,product-48641,6,25,33,10,23,7,89
24247,product-48640,6,24,33,9,22,8,89
24248,product-48639,6,29,33,9,23,8,89
24249,product-48636,6,38,34,6,22,10,89
24250,product-352084,6,85,68,16,31,9,82
24251,product-48608,6,12,46,20,26,29,87
24252,product-352085,6,54,68,18,31,9,86
24253,product-352116,6,92,72,60,43,12,83
24254,product-352193,6,86,46,0,22,29,82
24255,product-352276,6,92,63,5,22,6,83
24256,product-48588,6,50,48,11,25,34,87
24257,product-352305,6,61,71,43,36,8,85
24258,product-48537,6,44,52,26,25,52,89
24259,product-48536,6,31,52,27,26,52,89
24260,product-48532,6,64,53,30,27,54,84
24261,product-48529,6,19,53,29,23,55,88
24262,product-352324,6,78,75,65,43,14,82
24263,product-352347,6,61,71,41,37,9,85
24264,product-352354,6,10,66,17,25,15,86
24265,product-352356,6,19,66,13,25,14,88
24266,product-352362,6,28,65,0,22,13,89
24267,product-48506,6,64,55,24,22,64,84
24268,product-48505,6,44,55,23,22,64,88
24269,product-48504,6,26,55,22,21,64,89
24270,product-48492,6,21,57,26,23,73,89
24271,product-353286,6,8,67,17,26,16,86
24272,product-357033,6,65,65,23,29,4,84
24273,product-357068,6,69,72,41,32,11,83
24274,product-357092,6,59,68,7,23,17,85
24275,product-361575,6,16,76,65,49,16,88
24276,product-361636,6,11,63,11,22,8,87
24277,product-361637,6,88,63,11,22,8,82
24278,product-45790,6,29,39,17,29,17,89
24279,product-45789,6,23,39,18,29,17,89
24280,product-361682,6,66,67,22,21,10,83
24281,product-361684,6,54,67,20,20,10,86
24282,product-45754,6,46,46,18,26,26,88
24283,product-361788,6,40,59,19,24,35,89
24284,product-45745,6,36,47,26,22,28,89
24285,product-361908,6,22,78,39,13,14,89
24286,product-361574,6,22,76,66,49,16,88
24287,product-361913,6,31,77,47,14,11,89
24288,product-361915,6,36,77,49,15,11,89
24289,product-361950,6,81,75,51,46,13,82
24290,product-361961,6,48,76,62,48,17,87
24291,product-361962,6,45,76,61,48,17,88
24292,product-361963,6,42,76,60,48,18,89
24293,product-45729,6,11,48,8,24,33,87
24294,product-361966,6,38,76,56,47,19,89
24295,product-45710,6,89,53,33,24,49,83
24296,product-362057,6,51,67,29,21,9,87
24297,product-362058,6,38,67,27,21,9,89
24298,product-45691,6,28,55,43,29,57,89
24299,product-45742,6,29,48,19,23,29,89
24300,product-45688,6,25,56,47,30,58,89
24301,product-361516,6,61,83,37,26,19,85
24302,product-361305,6,83,67,20,21,10,83
24303,product-46193,6,16,59,47,31,78,88
24304,product-360549,6,92,64,15,22,7,83
24305,product-360601,6,43,67,13,22,12,88
24306,product-360805,6,35,78,53,12,11,89
24307,product-360806,6,36,77,53,45,11,89
24308,product-46149,6,41,55,14,24,59,89
24309,product-360816,6,35,70,16,28,3,89
24310,product-46100,6,94,67,4,22,44,83
24311,product-46090,6,23,70,28,29,43,89
24312,product-46087,6,17,33,18,21,8,88
24313,product-360852,6,58,76,66,49,17,85
24314,product-361515,6,41,83,37,26,19,89
24315,product-360853,6,31,76,65,49,17,89
24316,product-360899,6,10,63,16,22,8,87
24317,product-360912,6,62,65,39,32,3,84
24318,product-46027,6,24,48,19,23,30,89
24319,product-361009,6,15,70,27,31,28,87
24320,product-361138,6,7,71,20,30,17,86
24321,product-45995,6,15,55,35,37,42,87
24322,product-361211,6,35,76,62,48,18,89
24323,product-45993,6,72,55,36,37,43,83
24324,product-45992,6,78,54,37,36,43,82
24325,product-45967,6,39,54,35,26,54,89
24326,product-45950,6,23,57,45,30,60,89
24327,product-360898,6,14,64,16,22,9,87
24328,product-45680,6,12,57,41,29,62,87
24329,product-45671,6,42,56,31,25,68,88
24330,product-362110,6,96,73,4,23,32,83
24331,product-45449,6,12,55,40,29,57,87
24332,product-45446,6,24,55,44,29,58,89
24333,product-362724,6,29,76,55,47,18,89
24334,product-45437,6,9,56,39,29,62,86
24335,product-363042,6,99,72,12,19,20,84
24336,product-45414,6,61,58,55,30,80,85
24337,product-45413,6,71,58,57,30,81,83
24338,product-363074,6,28,68,2,23,2,89
24339,product-363323,6,9,51,2,22,39,86
24340,product-363439,6,38,78,34,15,14,89
24341,product-45370,6,7,55,2,22,57,86
24342,product-362677,6,22,77,47,44,10,89
