id,label,ts_in,ts_out,attr_1,attr_2,attr_3,attr_4,attr_5
1365,product-3696,79,84,165,218,167,142,139
1366,product-1566,79,88,108,203,101,207,148
1367,product-2388,79,91,54,106,208,65,168
1368,product-4722,79,99,215,159,263,91,184
1369,product-3424,79,100,143,92,193,94,99
1370,product-3880,79,101,52,25,48,206,202
1371,product-4583,79,103,229,68,167,60,60
1372,product-4759,79,105,26,55,84,167,29
1373,product-438,79,109,192,80,77,139,72
1374,product-3311,79,115,153,231,113,119,69
1375,product-3326,79,116,67,130,62,47,40
1376,product-4503,79,117,116,195,202,215,99
1377,product-3163,79,120,77,141,214,12,26
1378,product-3932,79,122,199,29,132,216,215
1379,product-2412,79,123,120,89,183,26,122
1380,product-3729,79,125,117,109,102,118,116
1381,product-4437,79,125,192,191,199,174,257
1382,product-1233,79,128,162,159,68,116,170
1383,product-3187,79,128,4,39,58,107,170
1384,product-3700,79,130,151,121,6,231,159
1385,product-246,79,133,36,173,150,156,197
1386,product-2888,79,133,204,75,208,104,202
1387,product-3647,79,137,204,35,137,204,66
1388,product-1949,79,140,165,88,206,162,54
1389,product-4587,79,142,153,14,67,40,51
1390,product-1716,79,145,83,89,14,139,30
1391,product-3976,79,149,71,143,155,264,85
1392,product-3956,79,152,173,107,95,76,83
1393,product-4063,79,152,63,102,82,134,214
1394,product-1338,79,155,67,190,56,176,157
1395,product-3062,79,158,99,29,214,119,49
1396,product-953,79,162,134,89,191,93,56
1397,product-4080,79,163,277,201,44,195,175
1398,product-3914,79,166,37,166,151,274,52
1399,product-4750,79,167,181,206,26,163,103
1400,product-3564,80,81,181,160,178,127,11
1401,product-2962,80,84,133,197,171,37,111
1402,product-4728,80,84,164,209,208,185,55
1403,product-3889,80,85,116,186,89,229,197
1404,product-3799,80,89,63,8,150,121,196
1405,product-2719,80,92,79,232,43,25,206
1406,product-2597,80,94,95,241,198,128,177
1407,product-3523,80,97,81,72,100,138,152
1408,product-3907,80,97,124,33,152,144,169
1409,product-1279,80,98,80,102,130,257,49
1410,product-966,80,99,101,126,98,117,164
1411,product-4767,80,99,67,78,212,181,209
1412,product-398,80,103,77,82,183,55,94
1413,product-255,80,104,86,82,96,46,83
1414,product-4419,80,105,55,46,115,132,121
1415,product-242,80,109,95,190,67,114,183
1416,product-2532,80,111,98,193,59,12,194
1417,product-1770,80,114,32,67,123,170,243
1418,product-4252,80,119,65,136,150,33,157
1419,product-4013,80,127,156,140,227,87,139
1420,product-1140,80,129,65,53,159,190,28
1421,product-2731,80,129,169,41,117,7,20
1422,product-2109,80,133,220,75,190,80,71
1423,product-3517,80,133,187,70,130,197,134
1424,product-3824,80,136,173,79,206,143,190
1425,product-20,80,140,33,197,134,180,103
1426,product-2373,80,141,220,77,135,112,170
1427,product-2869,80,146,160,70,185,208,170
1428,product-4004,80,147,58,56,50,156,92
1429,product-1157,80,153,137,119,56,85,26
1430,product-3253,80,155,220,186,47,166,204
1431,product-1587,80,156,154,85,85,142,228
1432,product-4046,80,158,24,68,153,87,56
1433,product-186,80,159,106,87,176,29,243
1434,product-3281,80,159,95,87,118,254,77
1435,product-4666,80,159,162,8,151,175,90
1436,product-3673,80,167,182,125,102,173,121
1437,product-4579,81,84,153,210,124,45,88
1438,product-972,81,87,97,33,51,211,124
1439,product-2173,81,91,194,152,68,162,243
1440,product-1144,81,93,20,109,169,79,210
1441,product-660,81,99,170,258,66,68,29
1442,product-812,81,100,146,164,113,33,200
1443,product-3456,81,101,127,121,133,189,168
1444,product-4495,81,110,37,182,164,184,53
1445,product-3811,81,125,44,185,35,45,19
1446,product-3806,81,129,96,40,155,128,90
1447,product-4351,81,136,214,175,167,173,209
1448,product-638,81,145,22,148,163,176,198
1449,product-1520,81,147,108,150,88,233,138
1450,product-4619,81,155,180,171,111,92,138
1451,product-4200,81,159,153,145,154,191,152
1452,product-62,81,160,208,122,66,87,249
1453,product-3097,81,164,215,144,198,230,74
1454,product-217,81,167,69,61,85,67,224
1455,product-3500,81,177,113,134,33,182,109
1456,product-747,82,84,101,201,209,215,213
1457,product-2020,82,98,188,86,87,173,168
1458,product-4082,82,98,211,188,51,79,164
1459,product-361,82,100,84,86,233,73,195
1460,product-440,82,107,87,145,94,211,16
1461,product-866,82,111,106,220,191,166,216
1462,product-2982,82,114,52,183,141,22,86
1463,product-3965,82,117,179,62,8,73,61
1464,product-2182,82,118,80,41,57,169,16
1465,product-2683,82,120,9,92,202,45,49
1466,product-2738,82,124,56,216,37,11,120
1467,product-4423,82,124,155,66,53,164,4
1468,product-541,82,128,72,149,70,203,110
1469,product-1965,82,134,194,22,11,138,57
1470,product-283,82,140,154,121,133,76,179
1471,product-463,82,153,186,33,197,110,206
1472,product-4841,82,157,139,137,191,59,53
1473,product-1605,82,159,263,150,173,139,89
1474,product-4093,82,164,206,148,143,43,111
1475,product-3341,82,165,65,146,236,171,143
1476,product-3544,82,165,108,185,114,16,174
1477,product-4857,82,165,50,60,155,142,105
1478,product-4444,82,173,69,82,158,148,145
1479,product-3354,83,87,189,171,127,105,32
1480,product-3881,83,89,78,211,203,19,50
1481,product-1994,83,95,132,185,83,41,89
1482,product-2357,83,103,225,192,253,166,155
1483,product-3780,83,109,175,108,178,83,82
1484,product-4116,83,126,84,173,182,135,166
1485,product-3335,83,127,32,239,127,105,195
1486,product-655,83,132,99,83,72,16,146
1487,product-1387,83,142,245,195,93,182,180
1488,product-2329,83,144,27,113,136,40,41
1489,product-3762,83,146,122,168,115,116,176
1490,product-4824,83,155,198,95,54,24,96
1491,product-1565,83,158,102,182,69,246,61
1492,product-2167,83,160,223,13,138,198,173
1493,product-3468,83,164,42,70,57,137,188
1494,product-1421,83,166,188,52,107,92,129
1495,product-3624,83,167,92,108,190,31,210
1496,product-3165,83,168,73,174,125,163,238
1497,product-3993,84,90,3,161,234,67,114
1498,product-4334,84,90,148,183,110,212,180
1499,product-3184,84,91,229,174,41,138,272
1500,product-1985,84,102,224,54,52,198,166
1501,product-3969,84,102,107,223,100,114,179
1502,product-3766,84,105,39,143,204,181,85
1503,product-102,84,110,113,40,25,191,180
1504,product-865,84,115,213,217,167,109,233
1505,product-4699,84,123,179,178,210,24,96
1506,product-1556,84,130,127,58,147,93,113
1507,product-3301,84,133,202,85,150,140,140
1508,product-611,84,135,120,249,38,232,44
1509,product-1675,84,135,31,185,57,113,186
1510,product-4378,84,135,103,148,91,99,33
1511,product-2626,84,136,59,93,174,170,192
1512,product-4673,84,143,199,74,87,20,151
1513,product-630,84,144,177,137,61,194,162
1514,product-3869,84,145,123,182,45,21,86
1515,product-4487,84,151,58,184,72,135,66
1516,product-1718,84,154,242,22,93,95,42
1517,product-988,84,156,191,38,202,239,198
1518,product-259,84,160,175,19,15,13,73
1519,product-3690,84,160,77,44,32,40,244
1520,product-3971,84,166,73,196,156,200,182
1521,product-4123,84,167,190,39,139,54,196
1522,product-2958,84,171,190,169,92,84,29
1523,product-1900,85,94,116,102,45,46,105
1524,product-1918,85,95,129,162,173,12,155
1525,product-721,85,100,153,186,63,202,138
1526,product-3649,85,102,60,63,73,35,105
1527,product-4843,85,106,51,101,49,165,79
1528,product-3080,85,113,154,255,156,128,96
1529,product-1785,85,114,84,91,152,151,116
1530,product-2876,85,116,131,127,74,76,185
1531,product-2832,85,118,62,212,75,188,168
1532,product-4271,85,121,134,132,137,62,110
1533,product-4358,85,122,17,69,58,184,77
1534,product-127,85,125,68,83,167,131,96
1535,product-413,85,125,53,20,151,170,192
1536,product-912,85,127,194,28,212,221,24
1537,product-3038,85,130,40,33,137,173,86
1538,product-995,85,134,88,129,180,143,115
1539,product-2527,85,140,170,31,196,140,136
1540,product-2801,85,145,17,242,135,77,191
1541,product-4073,85,147,96,121,153,114,98
1542,product-1183,85,148,111,71,123,223,75
1543,product-3464,85,148,207,130,61,129,157
1544,product-589,85,149,20,253,63,30,82
1545,product-3495,85,156,68,236,140,145,57
1546,product-2515,85,163,180,227,106,185,146
1547,product-1612,85,169,102,168,127,142,100
1548,product-2098,85,171,197,94,204,60,161
1549,product-4959,85,181,85,136,127,206,96
1550,product-1523,86,96,153,194,59,131,187
1551,product-4317,86,96,184,20,219,218,104
1552,product-2115,86,103,269,106,67,93,37
1553,product-2681,86,104,235,192,147,70,157
1554,product-4483,86,108,122,184,137,146,175
1555,product-3778,86,109,181,114,96,163,196
1556,product-2297,86,120,34,172,163,175,260
1557,product-3897,86,123,105,97,235,160,206
1558,product-2164,86,131,94,189,192,106,202
1559,product-1954,86,134,256,108,177,176,123
1560,product-490,86,136,70,189,128,223,158
1561,product-1970,86,137,207,100,161,14,88
1562,product-415,86,151,172,214,209,180,102
1563,product-1369,86,151,14,150,156,64,214
1564,product-4779,86,151,144,182,92,61,222
1565,product-4615,86,156,138,143,93,183,128
1566,product-4338,86,159,187,145,162,120,156
1567,product-3475,86,168,72,173,230,81,107
1568,product-757,86,173,101,41,175,98,159
1569,product-1656,86,176,48,158,74,126,228
1570,product-3286,86,177,192,144,136,91,168
1571,product-1687,86,181,162,85,152,177,102
1572,product-2868,86,184,173,58,24,189,36
1573,product-2589,87,89,236,139,140,185,120
1574,product-2279,87,92,23,135,211,184,132
1575,product-4202,87,96,196,113,80,82,143
1576,product-2688,87,97,183,51,128,104,164
1577,product-3699,87,102,81,13,101,118,80
1578,product-4968,87,106,153,8,72,191,191
1579,product-986,87,117,198,143,119,187,123
1580,product-2533,87,119,190,127,215,266,195
1581,product-1390,87,125,199,220,208,170,220
1582,product-906,87,137,116,140,40,27,11
1583,product-470,87,138,213,177,104,97,159
1584,product-1857,87,149,161,82,104,97,6
1585,product-2184,87,164,123,208,182,211,41
1586,product-2122,87,170,118,199,36,100,144
1587,product-1042,87,177,22,154,57,121,182
1588,product-2898,88,88,51,139,49,23,206
1589,product-2206,88,93,244,152,134,73,21
1590,product-2712,88,104,174,162,117,116,67
1591,product-2339,88,116,184,182,186,206,184
1592,product-364,88,122,279,163,99,187,76
1593,product-173,88,123,46,44,204,84,101
1594,product-4922,88,123,69,162,207,75,71
1595,product-2857,88,127,153,136,66,118,162
1596,product-1978,88,135,48,168,31,90,216
1597,product-1335,88,137,80,43,199,115,76
1598,product-4679,88,141,103,38,3,35,138
1599,product-332,88,142,108,186,30,175,130
1600,product-2718,88,143,136,206,61,176,224
1601,product-4627,88,143,183,75,208,41,188
1602,product-4095,88,147,25,148,20,132,55
1603,product-4169,88,147,47,157,131,137,94
1604,product-2365,88,151,170,69,92,113,6
1605,product-914,88,161,223,116,218,159,217
1606,product-4835,88,161,88,25,180,207,210
1607,product-2997,88,165,166,35,178,55,127
1608,product-4645,88,168,8,156,175,142,75
1609,product-2031,88,171,41,88,80,110,80
1610,product-3225,88,175,41,161,122,155,87
1611,product-2249,88,177,205,136,180,159,236
1612,product-424,88,178,260,54,73,263,89
1613,product-4642,89,99,166,209,191,187,154
1614,product-4944,89,108,111,55,265,44,126
1615,product-1864,89,111,51,96,217,55,230
1616,product-4915,89,112,164,112,153,150,200
1617,product-554,89,115,52,123,166,76,223
1618,product-4501,89,117,229,67,60,226,218
1619,product-4518,89,122,192,186,25,172,209
1620,product-4038,89,125,43,83,197,69,108
1621,product-3247,89,128,75,105,218,66,193
1622,product-3805,89,129,77,157,169,184,159
1623,product-1348,89,132,210,103,172,7,120
1624,product-3400,89,135,180,194,83,204,154
1625,product-4788,89,138,55,208,76,158,25
1626,product-4662,89,141,190,58,197,24,85
1627,product-4469,89,147,78,184,28,85,63
1628,product-4162,89,149,156,200,19,97,171
1629,product-2043,89,160,97,96,166,215,207
1630,product-686,89,164,38,106,100,88,152
1631,product-1848,89,171,100,49,140,163,95
1632,product-2793,89,175,102,96,182,206,137
1633,product-4765,89,178,69,169,173,219,78
1634,product-824,89,185,198,69,197,93,143
1635,product-4770,90,91,190,104,180,57,45
1636,product-994,90,93,80,154,101,228,139
1637,product-3111,90,93,126,42,152,154,54
1638,product-1229,90,94,41,90,178,216,219
1639,product-407,90,100,89,15,186,13,147
1640,product-1732,90,102,126,48,82,208,168
1641,product-3623,90,103,173,113,181,175,155
1642,product-111,90,106,118,205,74,63,137
1643,product-3118,90,107,98,136,206,163,182
1644,product-3215,90,107,149,138,21,130,200
1645,product-23,90,112,29,58,209,115,178
1646,product-336,90,113,219,115,66,239,190
1647,product-497,90,113,11,212,149,71,159
1648,product-2374,90,113,99,186,92,159,151
1649,product-1652,90,114,89,8,156,194,213
1650,product-2759,90,119,199,211,121,100,146
1651,product-3065,90,122,119,170,190,52,126
1652,product-4326,90,134,189,73,143,123,167
1653,product-509,90,136,58,18,9,67,121
1654,product-984,90,140,49,118,51,245,16
1655,product-4986,90,152,102,147,208,200,137
1656,product-1778,90,153,141,26,166,171,117
1657,product-1267,90,171,60,61,163,108,97
1658,product-2289,90,177,121,190,82,123,161
1659,product-3547,90,188,115,44,193,156,154
1660,product-1393,91,94,164,127,83,78,78
1661,product-1729,91,96,139,51,50,150,101
1662,product-1035,91,99,107,81,197,154,104
1663,product-4873,91,102,74,181,88,42,83
1664,product-2502,91,103,198,190,170,53,163
1665,product-2653,91,103,173,177,261,93,50
1666,product-3812,91,106,163,37,64,53,188
1667,product-522,91,127,128,15,72,132,62
1668,product-177,91,129,202,79,25,89,230
1669,product-2723,91,132,64,92,106,112,34
1670,product-4644,91,132,178,139,62,205,162
1671,product-632,91,136,47,37,76,205,178
1672,product-1865,91,147,181,129,122,138,226
1673,product-2382,91,148,120,165,41,92,154
1674,product-3343,91,148,91,51,135,192,184
1675,product-4294,91,148,212,254,230,23,74
1676,product-2016,91,158,91,179,148,149,78
1677,product-214,91,174,26,257,106,195,194
1678,product-72,91,177,33,173,89,194,166
1679,product-2981,91,181,167,183,42,132,217
1680,product-1451,91,186,89,134,107,84,153
1681,product-4461,92,93,75,20,174,199,74
1682,product-928,92,102,115,202,91,32,134
1683,product-1073,92,104,3,82,44,167,102
1684,product-1352,92,112,40,197,235,166,216
1685,product-1211,92,115,57,193,107,193,207
1686,product-146,92,123,223,55,32,27,130
1687,product-2181,92,123,79,73,35,48,246
1688,product-4987,92,123,68,119,85,125,159
1689,product-2988,92,124,170,81,219,151,229
1690,product-947,92,130,23,148,76,122,139
1691,product-4809,92,132,167,194,78,221,283
1692,product-3010,92,133,258,140,239,68,110
1693,product-3229,92,140,74,89,140,119,91
1694,product-2239,92,152,95,207,179,192,17
1695,product-3124,92,161,194,129,45,90,208
1696,product-1774,92,162,202,79,136,192,42
1697,product-4976,92,170,51,79,166,67,135
1698,product-1930,92,175,193,163,121,163,68
1699,product-637,92,177,238,216,138,157,59
1700,product-1521,92,179,128,95,57,206,136
1701,product-3942,93,94,23,123,40,38,134
1702,product-156,93,98,188,49,117,178,139
1703,product-679,93,102,27,43,88,87,88
1704,product-1691,93,102,194,71,42,47,196
1705,product-3481,93,107,106,42,154,4,17
1706,product-2797,93,108,98,70,180,88,91
1707,product-1650,93,118,56,221,97,163,160
1708,product-196,93,120,64,188,142,80,13
1709,product-4578,93,124,133,213,59,188,213
1710,product-3891,93,126,38,217,133,198,167
1711,product-2369,93,139,198,237,260,98,16
1712,product-4927,93,139,85,107,81,91,30
1713,product-769,93,142,217,173,191,33,162
1714,product-2153,93,146,174,195,40,217,139
1715,product-1442,93,148,157,155,103,206,195
1716,product-1083,93,155,10,137,82,183,177
1717,product-2852,93,167,44,152,70,103,67
1718,product-4997,93,167,46,163,97,117,130
1719,product-903,93,171,65,42,33,97,110
1720,product-2932,93,172,104,114,103,108,93
1721,product-624,93,176,186,29,191,176,11
1722,product-4893,93,176,70,119,105,158,17
1723,product-3138,93,179,70,192,99,91,115
1724,product-4329,93,181,89,183,11,144,31
1725,product-2332,93,187,109,141,168,225,46
1726,product-1746,93,190,239,121,108,103,100
1727,product-877,94,97,93,223,121,128,48
1728,product-266,94,100,120,187,157,129,179
1729,product-1044,94,101,42,111,195,110,211
1730,product-2055,94,107,92,235,116,227,86
1731,product-4667,94,107,22,114,161,125,197
1732,product-2565,94,108,51,175,188,105,108
1733,product-4696,94,114,160,42,203,142,208
1734,product-626,94,120,162,144,61,51,189
1735,product-3401,94,122,30,238,42,33,268
1736,product-4695,94,123,182,137,40,141,70
1737,product-1142,94,126,36,123,248,221,236
1738,product-4459,94,130,81,140,152,191,184
1739,product-178,94,132,77,55,128,99,262
1740,product-1261,94,132,137,15,76,174,50
1741,product-136,94,140,113,245,185,59,188
1742,product-2354,94,140,25,55,155,212,143
1743,product-2848,94,142,139,201,13,74,185
1744,product-3710,94,143,91,76,41,241,98
1745,product-1460,94,148,224,202,52,149,251
1746,product-2919,94,154,178,64,157,85,97
1747,product-3576,94,165,12,45,99,125,124
1748,product-478,94,167,210,35,137,165,177
1749,product-2245,94,179,68,104,90,234,18
1750,product-2439,94,181,91,47,57,186,114
1751,product-2986,94,181,76,53,24,159,138
1752,product-4148,94,182,173,47,64,147,78
1753,product-4755,94,190,213,38,44,52,182
1754,product-3890,95,97,142,171,276,129,170
1755,product-4434,95,101,203,177,70,194,146
1756,product-965,95,113,136,188,37,149,171
1757,product-411,95,115,260,21,58,207,180
1758,product-2531,95,117,56,93,62,57,158
1759,product-2300,95,120,141,165,223,44,85
1760,product-1545,95,123,82,203,184,209,58
1761,product-4964,95,123,169,11,110,89,210
1762,product-4311,95,126,174,145,177,147,202
1763,product-3031,95,129,122,36,109,54,90
1764,product-918,95,150,39,187,47,139,171
1765,product-772,95,159,102,38,137,97,65
1766,product-4137,95,160,187,185,126,133,190
1767,product-458,95,168,216,101,32,27,54
1768,product-2509,95,168,114,48,89,55,71
1769,product-4327,95,168,106,61,64,20,79
1770,product-4511,95,168,146,170,90,232,181
1771,product-3249,95,169,157,15,111,186,6
1772,product-3760,95,170,149,35,89,119,113
1773,product-1483,95,176,34,130,172,62,47
1774,product-4500,95,186,83,43,119,37,173
1775,product-724,96,97,82,161,99,200,32
1776,product-3412,96,99,150,18,130,196,45
1777,product-3367,96,101,214,224,37,48,123
1778,product-656,96,103,180,120,102,96,60
1779,product-2391,96,114,132,156,147,60,69
1780,product-854,96,119,275,192,180,41,150
1781,product-2449,96,119,7,111,47,104,20
1782,product-3898,96,119,82,64,156,47,43
1783,product-3529,96,121,111,203,221,34,149
1784,product-4614,96,123,75,59,76,42,169
1785,product-4985,96,124,106,45,220,203,134
1786,product-4653,96,130,46,134,215,97,184
1787,product-3451,96,140,123,154,32,146,174
1788,product-2568,96,141,72,68,91,68,108
1789,product-2891,96,144,134,70,18,100,93
1790,product-4529,96,151,185,163,255,48,73
1791,product-2307,96,156,189,128,188,51,65
1792,product-4014,96,157,39,113,191,216,132
1793,product-640,96,159,94,164,68,168,121
1794,product-736,96,166,43,53,186,193,62
1795,product-4190,96,167,77,48,183,46,106
1796,product-3251,96,174,17,34,197,184,199
1797,product-3283,96,182,99,127,214,95,175
1798,product-2615,96,183,184,204,52,56,94
1799,product-2320,96,190,26,89,75,31,145
1800,product-2651,97,111,101,88,216,104,17
1801,product-345,97,114,110,48,142,112,195
1802,product-1578,97,114,21,100,76,50,58
1803,product-1533,97,119,67,211,198,32,162
1804,product-615,97,124,168,180,125,219,29
1805,product-2727,97,128,32,159,32,141,73
1806,product-800,97,132,132,69,195,174,175
1807,product-1234,97,134,40,37,50,46,133
1808,product-2939,97,135,210,230,100,180,167
1809,product-1299,97,136,218,64,91,61,173
1810,product-3357,97,138,26,224,241,64,242
1811,product-1919,97,139,82,47,70,192,99
1812,product-4800,97,142,147,130,29,117,176
1813,product-3827,97,143,104,42,49,127,68
1814,product-4247,97,143,69,142,201,239,227
1815,product-1281,97,154,54,22,169,132,55
1816,product-792,97,157,195,10,57,126,49
1817,product-1018,97,157,12,73,153,53,40
1818,product-1733,97,164,191,196,131,93,62
1819,product-4284,97,168,167,198,89,79,249
1820,product-4888,97,169,190,228,45,98,83
1821,product-1314,97,174,103,162,220,169,124
1822,product-4717,97,180,102,205,161,67,206
1823,product-3697,97,181,143,126,182,196,182
1824,product-2178,97,184,130,175,161,151,80
1825,product-254,98,102,135,157,152,193,103
1826,product-1854,98,108,122,16,2,112,156
1827,product-2707,98,112,207,211,137,95,198
1828,product-716,98,114,104,273,79,69,50
1829,product-1216,98,119,109,80,91,191,134
1830,product-1489,98,130,188,85,70,107,143
1831,product-1159,98,134,13,131,170,97,143
1832,product-3146,98,136,27,146,180,164,194
1833,product-2566,98,141,156,117,200,51,88
1834,product-3800,98,147,93,198,200,16,147
1835,product-3967,98,152,191,179,153,104,191
1836,product-3769,98,158,186,62,173,126,145
1837,product-2003,98,162,225,70,73,164,227
1838,product-3990,98,172,84,185,68,132,110
1839,product-2841,98,174,61,157,69,184,58
1840,product-525,98,175,275,246,180,162,167
1841,product-4512,98,176,76,141,121,194,101
1842,product-3082,98,178,84,91,168,115,64
1843,product-1251,98,180,79,101,58,141,151
1844,product-945,98,181,40,25,185,217,166
1845,product-1914,98,183,58,166,120,90,94
1846,product-318,99,101,131,205,37,148,182
1847,product-4935,99,101,195,153,193,141,101
1848,product-1497,99,104,189,78,155,142,81
1849,product-130,99,110,57,115,163,76,159
1850,product-664,99,111,165,154,41,185,81
1851,product-758,99,125,100,57,136,38,106
1852,product-2951,99,127,95,220,110,183,184
1853,product-3581,99,127,89,147,201,201,177
1854,product-1195,99,128,109,97,107,50,33
1855,product-3998,99,153,40,210,41,177,168
1856,product-3684,99,159,155,101,139,146,48
1857,product-2086,99,164,188,144,148,65,175
1858,product-3885,99,164,123,165,166,112,222
1859,product-3650,99,166,192,210,169,69,199
1860,product-2543,99,168,110,145,63,66,121
1861,product-954,99,176,21,83,27,134,215
1862,product-4017,99,176,90,199,175,194,58
1863,product-3512,99,178,53,164,135,141,45
1864,product-3551,99,181,207,174,88,243,94
1865,product-4929,99,184,169,204,32,82,150
1866,product-3350,99,190,136,168,55,202,247
1867,product-2699,100,103,142,125,41,200,75
1868,product-4522,100,105,78,46,185,101,185
1869,product-1004,100,107,75,203,107,102,99
1870,product-2709,100,108,68,120,213,252,170
1871,product-4861,100,114,40,58,179,31,84
1872,product-1503,100,115,163,122,36,2,26
1873,product-801,100,118,18,36,73,139,123
1874,product-187,100,121,204,167,191,53,166
1875,product-4297,100,122,217,94,91,248,36
1876,product-1247,100,123,46,74,131,93,84
1877,product-2130,100,130,157,181,118,231,121
1878,product-2113,100,133,205,180,123,83,118
1879,product-99,100,135,123,206,7,253,164
1880,product-3203,100,152,54,195,51,112,89
1881,product-3534,100,153,32,56,208,15,7
1882,product-4104,100,157,132,221,189,231,224
1883,product-4309,100,162,154,57,190,197,44
1884,product-3122,100,164,148,154,75,154,202
1885,product-2846,100,170,58,207,100,143,78
1886,product-2456,100,181,122,46,100,157,244
1887,product-4015,100,193,31,157,175,85,39
1888,product-3652,100,194,10,18,255,144,281
1889,product-1153,100,196,235,67,64,48,25
1890,product-1714,100,198,59,133,96,35,82
1891,product-4241,100,200,137,113,138,197,96
1892,product-2196,101,103,175,75,130,187,106
1893,product-4600,101,104,61,132,114,92,259
1894,product-725,101,107,116,167,52,39,185
1895,product-4981,101,107,64,119,114,138,179
1896,product-3376,101,111,215,70,33,101,146
1897,product-3496,101,119,100,52,109,207,156
1898,product-949,101,122,140,184,196,76,164
1899,product-4705,101,128,100,208,98,86,27
1900,product-2384,101,131,59,160,147,146,177
1901,product-4604,101,136,47,94,162,162,132
1902,product-4692,101,138,209,118,180,149,80
1903,product-4301,101,145,97,149,244,114,130
1904,product-1327,101,150,91,106,5,71,76
1905,product-4757,101,151,103,117,157,86,73
1906,product-439,101,155,147,12,218,215,141
1907,product-2114,101,155,142,202,115,193,33
1908,product-3306,101,162,34,181,190,115,148
1909,product-472,101,164,67,11,209,178,34
1910,product-3575,101,164,123,66,107,149,79
1911,product-3737,101,170,194,118,54,169,206
1912,product-3862,101,176,173,153,141,126,171
1913,product-4245,101,178,96,202,105,112,67
1914,product-2049,101,180,204,213,99,201,50
1915,product-1908,101,187,173,242,39,206,96
1916,product-3173,101,196,22,207,89,88,142
1917,product-4445,101,198,117,178,117,68,51
1918,product-4170,102,104,100,78,186,140,151
1919,product-3960,102,107,48,49,204,138,174
1920,product-2148,102,113,214,154,74,175,112
1921,product-3707,102,126,245,92,198,141,120
1922,product-253,102,142,124,268,143,174,160
1923,product-1,102,145,124,90,31,26,64
1924,product-257,102,147,201,140,119,51,73
1925,product-776,102,151,42,25,38,185,177
1926,product-1288,102,154,215,9,132,220,107
1927,product-1993,102,158,217,80,158,86,97
1928,product-4100,102,158,92,12,156,170,164
1929,product-4368,102,160,46,211,209,105,58
1930,product-1897,102,162,134,88,23,163,171
1931,product-3596,102,164,85,16,100,139,16
1932,product-1275,102,165,147,87,204,146,36
1933,product-1648,102,165,152,174,155,134,85
1934,product-1381,102,167,119,198,109,74,66
1935,product-2054,102,183,230,144,37,23,72
1936,product-200,102,184,65,126,240,276,21
1937,product-4456,102,189,93,48,288,101,93
1938,product-4236,102,192,191,63,108,98,209
1939,product-2931,102,198,108,166,48,131,246
1940,product-820,103,104,240,184,76,190,199
1941,product-4900,103,106,103,184,55,76,166
1942,product-2645,103,118,115,220,103,147,217
1943,product-3133,103,121,82,4,214,188,130
1944,product-4128,103,126,157,73,204,99,243
1945,product-180,103,130,86,140,144,66,220
1946,product-1371,103,130,38,30,240,190,167
1947,product-2416,103,141,11,186,189,185,137
1948,product-4366,103,141,187,125,129,211,182
1949,product-2100,103,154,103,174,36,119,156
1950,product-3738,103,154,92,106,55,256,142
1951,product-3502,103,160,72,172,150,124,162
1952,product-4520,103,160,207,127,59,77,111
1953,product-556,103,166,130,227,129,195,264
1954,product-518,103,168,68,160,100,91,128
1955,product-1614,103,171,34,94,171,66,210
1956,product-2544,103,181,96,37,140,17,60
1957,product-2197,103,182,53,178,96,112,80
1958,product-804,103,184,127,210,119,48,64
1959,product-833,103,185,16,205,206,21,180
1960,product-4243,103,192,197,210,24,90,200
1961,product-1514,103,195,158,189,91,130,61
1962,product-1433,104,112,170,152,149,169,191
1963,product-4453,104,125,56,48,83,116,24
1964,product-3189,104,127,175,101,170,20,144
1965,product-874,104,128,37,43,197,132,72
1966,product-1844,104,133,46,166,79,107,140
1967,product-2004,104,133,73,207,211,111,87
1968,product-2381,104,134,68,153,159,144,138
1969,product-150,104,136,78,186,201,16,71
1970,product-3101,104,137,39,279,139,197,133
1971,product-727,104,139,73,178,154,160,71
1972,product-1342,104,146,100,203,124,133,228
1973,product-913,104,150,192,191,8,53,33
1974,product-1498,104,160,104,116,26,222,167
1975,product-3428,104,169,162,99,2,181,190
1976,product-2469,104,174,176,12,192,114,74
1977,product-4570,104,177,243,179,33,132,48
1978,product-642,104,180,118,130,112,140,127
1979,product-784,104,180,197,20,78,190,231
1980,product-855,104,183,18,116,107,10,244
1981,product-2010,104,183,175,45,66,31,170
1982,product-3978,104,188,50,164,23,88,47
1983,product-4711,104,188,14,48,196,118,73
1984,product-1551,104,192,146,72,209,140,143
1985,product-1734,104,202,79,204,147,186,63
1986,product-2916,105,109,106,26,56,99,63
1987,product-133,105,115,229,164,168,181,227
1988,product-570,105,120,174,67,23,62,29
1989,product-4158,105,120,65,111,2,94,96
1990,product-2787,105,122,158,106,152,158,216
1991,product-4948,105,125,59,56,218,185,77
1992,product-4998,105,128,155,49,123,94,132
1993,product-1676,105,148,163,195,43,40,207
1994,product-131,105,156,102,84,43,200,131
1995,product-2508,105,157,172,61,113,119,152
1996,product-4210,105,158,130,38,142,184,59
1997,product-2960,105,171,120,84,216,187,149
1998,product-3383,105,171,72,43,75,141,71
1999,product-3499,105,178,154,36,182,220,174
2000,product-2504,105,182,92,191,249,123,119
2001,product-2805,105,182,189,213,194,32,43
2002,product-1898,105,194,177,196,268,195,54
2003,product-4634,106,124,58,144,39,220,146
2004,product-3926,106,128,45,41,165,30,119
