ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
1310,customer-498496,0,47,18,14,22,30,90
1311,customer-498500,0,47,8,9,22,31,86
1312,customer-498501,0,47,16,8,22,32,88
1313,customer-324707,0,47,8,9,22,14,85
1314,customer-13152,0,47,59,3,22,27,85
1315,customer-13150,0,47,40,8,22,28,89
1316,customer-324766,0,47,49,18,22,17,89
1317,customer-324706,0,47,16,12,22,14,89
1318,customer-497560,0,47,85,6,22,31,82
1319,customer-498028,0,47,99,6,22,31,84
1320,customer-498024,0,47,21,9,22,30,90
1321,customer-261499,0,47,62,33,22,27,73
1322,customer-261498,0,47,60,23,22,28,80
1323,customer-323362,0,47,50,20,22,16,88
1324,customer-323303,0,47,21,12,22,13,91
1325,customer-495654,0,47,72,15,22,29,77
1326,customer-495655,0,47,71,17,22,30,77
1327,customer-495656,0,47,69,11,22,30,81
1328,customer-495657,0,47,67,9,22,30,82
1329,customer-495658,0,47,69,11,22,31,81
1330,customer-375592,0,47,88,23,22,36,70
1331,customer-375591,0,47,88,24,22,35,69
1332,customer-375590,0,47,90,29,22,35,67
1333,customer-375589,0,47,89,30,22,35,65
1334,customer-123947,0,47,8,20,22,34,85
1335,customer-274277,0,48,89,24,22,35,69
1336,customer-273781,0,48,88,24,22,35,69
1337,customer-68213,0,48,90,8,22,39,82
1338,customer-273263,0,48,88,26,22,35,68
1339,customer-68212,0,48,21,5,22,39,88
1340,customer-17181,0,48,30,8,22,64,90
1341,customer-17180,0,48,22,6,22,64,88
1342,customer-17179,0,48,26,12,22,65,92
1343,customer-17182,0,48,50,2,22,64,86
1344,customer-17183,0,48,84,6,22,63,82
1345,customer-17184,0,48,8,11,22,63,86
1346,customer-17185,0,48,6,12,22,62,85
1347,customer-17187,0,48,97,18,22,61,78
1348,customer-17186,0,48,96,14,22,62,80
1349,customer-16967,0,48,97,17,22,61,79
1350,customer-16966,0,48,99,9,22,61,83
1351,customer-16965,0,48,24,6,22,61,89
1352,customer-67906,0,48,2,15,22,38,82
1353,customer-67905,0,48,99,8,22,38,84
1354,customer-67904,0,48,70,5,22,38,84
1355,customer-17618,0,48,4,20,22,64,82
1356,customer-17616,0,48,98,11,22,65,81
1357,customer-17397,0,48,96,12,22,64,80
1358,customer-17396,0,48,11,12,22,64,87
1359,customer-278582,0,48,14,9,22,33,88
1360,customer-131209,0,48,22,14,22,38,92
1361,customer-131222,0,48,88,9,22,34,80
1362,customer-131221,0,48,19,6,22,34,88
1363,customer-457554,0,48,5,2,22,7,86
1364,customer-131571,0,48,12,9,22,38,87
1365,customer-131583,0,48,0,9,22,34,83
1366,customer-131582,0,48,21,12,22,34,91
1367,customer-130853,0,48,22,15,22,37,92
1368,customer-130852,0,48,23,17,22,38,93
1369,customer-31365,0,48,14,6,22,75,87
1370,customer-130866,0,48,88,17,22,33,75
1371,customer-130865,0,48,98,8,22,33,83
1372,customer-278045,0,48,28,8,22,33,90
1373,customer-132640,0,48,41,3,22,36,87
1374,customer-132639,0,48,29,15,22,36,93
1375,customer-31047,0,48,1,12,22,50,83
1376,customer-31048,0,48,98,15,22,50,80
1377,customer-31046,0,48,0,9,22,51,83
1378,customer-31045,0,48,12,8,22,51,87
1379,customer-132986,0,48,25,15,22,36,93
1380,customer-131937,0,48,22,6,22,35,89
1381,customer-132289,0,48,96,3,22,35,85
1382,customer-132288,0,48,33,8,22,35,90
1383,customer-201793,0,48,21,50,22,5,94
1384,customer-31741,0,48,50,2,22,75,86
1385,customer-31742,0,48,80,21,22,75,71
1386,customer-130150,0,48,99,17,22,32,80
1387,customer-130149,0,48,99,8,22,32,83
1388,customer-130137,0,48,7,9,22,36,85
1389,customer-130136,0,48,10,18,22,37,86
1390,customer-68519,0,48,2,14,22,39,83
1391,customer-130508,0,48,92,15,22,33,77
1392,customer-130495,0,48,18,17,22,37,91
1393,customer-31428,0,48,4,15,22,51,83
1394,customer-129778,0,48,92,11,22,36,81
1395,customer-66987,0,48,11,8,22,35,87
1396,customer-66986,0,48,12,9,22,36,87
1397,customer-262372,0,48,93,8,22,19,82
1398,customer-262371,0,48,94,5,22,19,83
1399,customer-262368,0,48,16,5,22,18,87
1400,customer-262367,0,48,21,6,22,18,89
1401,customer-262450,0,48,77,15,22,27,76
1402,customer-322655,0,48,51,20,22,16,88
1403,customer-262449,0,48,1,21,22,27,79
1404,customer-262840,0,48,15,8,22,18,88
1405,customer-262839,0,48,16,9,22,18,88
1406,customer-262838,0,48,17,11,22,18,89
1407,customer-305058,0,48,29,6,22,18,89
1408,customer-120165,0,48,18,9,22,70,89
1409,customer-120164,0,48,32,15,22,70,93
1410,customer-261892,0,48,98,3,22,18,85
1411,customer-261889,0,48,22,6,22,18,88
1412,customer-54308,0,48,10,14,22,41,87
1413,customer-321954,0,48,52,18,22,16,87
1414,customer-263814,0,48,86,8,22,20,81
1415,customer-263815,0,48,95,3,22,20,84
1416,customer-263888,0,48,11,18,22,27,87
1417,customer-263879,0,48,87,12,22,30,78
1418,customer-263878,0,48,94,12,22,31,80
1419,customer-263322,0,48,90,11,22,20,80
1420,customer-263395,0,48,2,18,22,27,81
1421,customer-263385,0,48,92,24,22,31,71
1422,customer-263384,0,48,96,30,22,31,70
1423,customer-262920,0,48,96,21,22,27,76
1424,customer-54008,0,48,12,12,22,41,88
1425,customer-260499,0,48,21,8,22,17,89
1426,customer-260503,0,48,99,6,22,18,84
1427,customer-119184,0,48,16,6,22,34,88
1428,customer-260953,0,48,95,3,22,18,84
1429,customer-260952,0,48,2,3,22,18,85
1430,customer-260949,0,48,24,6,22,17,89
1431,customer-207253,0,48,20,52,22,4,93
1432,customer-119446,0,48,97,11,22,68,81
1433,customer-119445,0,48,32,15,22,69,94
1434,customer-496613,0,48,73,9,22,33,81
1435,customer-119088,0,48,94,11,22,68,80
1436,customer-119087,0,48,28,14,22,68,93
1437,customer-66674,0,48,12,6,22,35,87
1438,customer-66673,0,48,12,6,22,35,87
1439,customer-119912,0,48,91,21,22,34,74
1440,customer-119911,0,48,8,11,22,34,86
1441,customer-261420,0,48,0,3,22,18,85
1442,customer-261417,0,48,23,6,22,17,89
1443,customer-119808,0,48,98,11,22,69,82
1444,customer-119807,0,48,32,14,22,69,93
1445,customer-119806,0,48,37,29,22,70,97
1446,customer-376138,0,48,96,36,22,37,66
1447,customer-495662,0,48,67,15,22,32,80
1448,customer-495661,0,48,71,15,22,32,78
1449,customer-495659,0,48,71,11,22,31,80
1450,customer-496130,0,48,74,12,22,31,79
1451,customer-496131,0,48,76,12,22,32,78
1452,customer-496132,0,48,74,12,22,32,79
1453,customer-496133,0,48,68,9,22,32,81
1454,customer-496134,0,48,62,12,22,33,82
1455,customer-375594,0,48,83,17,22,37,75
1456,customer-375593,0,48,88,20,22,36,73
1457,customer-479165,0,48,14,8,22,13,87
1458,customer-479166,0,48,99,11,22,13,82
1459,customer-18063,0,49,0,18,22,65,80
1460,customer-18062,0,49,97,12,22,66,81
1461,customer-82761,0,49,16,11,22,57,89
1462,customer-17836,0,49,6,18,22,65,84
1463,customer-32119,0,49,78,26,22,75,67
1464,customer-17837,0,49,99,20,22,65,78
1465,customer-18286,0,49,88,12,22,66,78
1466,customer-18287,0,49,91,18,22,66,75
1467,customer-465795,0,49,14,23,22,11,89
1468,customer-465499,0,49,11,17,22,11,87
1469,customer-158001,0,49,2,15,22,20,82
1470,customer-68214,0,49,88,15,22,38,77
1471,customer-18735,0,49,78,6,22,67,82
1472,customer-18736,0,49,88,17,22,67,75
1473,customer-464959,0,49,22,15,22,11,92
1474,customer-31800,0,49,12,5,22,53,87
1475,customer-18512,0,49,88,20,22,66,72
1476,customer-18511,0,49,95,8,22,67,83
1477,customer-17178,0,49,28,18,22,65,94
1478,customer-17174,0,49,5,15,22,67,83
1479,customer-17173,0,49,5,15,22,67,84
1480,customer-17172,0,49,7,14,22,68,85
1481,customer-17171,0,49,16,8,22,68,88
1482,customer-183643,0,49,14,21,22,6,89
1483,customer-183644,0,49,16,23,22,5,91
1484,customer-125401,0,49,2,9,22,37,83
1485,customer-125400,0,49,16,11,22,37,89
1486,customer-16956,0,49,17,18,22,65,91
1487,customer-16955,0,49,11,14,22,66,87
1488,customer-16954,0,49,98,8,22,66,83
1489,customer-16953,0,49,12,3,22,66,87
1490,customer-16952,0,49,29,6,22,67,89
1491,customer-125037,0,49,8,21,22,36,84
1492,customer-125036,0,49,8,18,22,36,85
1493,customer-125035,0,49,9,12,22,36,86
1494,customer-125402,0,49,92,14,22,37,78
1495,customer-17617,0,49,98,15,22,64,80
1496,customer-32176,0,49,98,15,22,53,80
1497,customer-126136,0,49,2,15,22,38,82
1498,customer-32175,0,49,3,11,22,53,84
1499,customer-83051,0,49,25,8,22,57,89
1500,customer-125403,0,49,99,17,22,37,79
1501,customer-17385,0,49,8,9,22,69,86
1502,customer-125766,0,49,1,11,22,38,83
1503,customer-125767,0,49,6,14,22,38,84
1504,customer-278581,0,49,24,14,22,33,92
1505,customer-457915,0,49,0,0,22,8,86
1506,customer-457916,0,49,62,14,22,10,82
1507,customer-458262,0,49,12,2,22,9,86
1508,customer-279122,0,49,24,12,22,33,92
1509,customer-279123,0,49,14,11,22,33,88
1510,customer-131570,0,49,26,20,22,38,94
1511,customer-156986,0,49,3,6,22,20,85
1512,customer-459251,0,49,12,11,22,9,87
1513,customer-459577,0,49,0,3,22,9,85
1514,customer-278044,0,49,31,14,22,33,93
1515,customer-50539,0,49,5,15,22,44,83
1516,customer-458594,0,49,79,5,22,9,83
1517,customer-458595,0,49,60,15,22,9,83
1518,customer-458921,0,49,8,3,22,9,86
1519,customer-458922,0,49,60,17,22,9,82
1520,customer-132628,0,49,21,12,22,40,91
1521,customer-280516,0,49,6,3,22,34,86
1522,customer-280517,0,49,96,6,22,34,83
1523,customer-456014,0,49,16,17,22,5,90
1524,customer-456015,0,49,6,18,22,5,84
1525,customer-456016,0,49,2,18,22,5,81
1526,customer-456017,0,49,7,15,22,6,85
1527,customer-68829,0,49,99,14,22,40,81
1528,customer-68828,0,49,1,11,22,41,83
1529,customer-455224,0,49,75,2,22,6,85
1530,customer-68827,0,49,10,6,22,41,86
1531,customer-279592,0,49,25,8,22,33,89
1532,customer-279593,0,49,14,9,22,34,88
1533,customer-457184,0,49,12,23,22,7,88
1534,customer-131925,0,49,14,21,22,39,89
1535,customer-156738,0,49,2,9,22,20,84
1536,customer-456399,0,49,10,17,22,4,86
1537,customer-456400,0,49,5,21,22,5,82
1538,customer-280062,0,49,8,5,22,34,86
1539,customer-280061,0,49,25,2,22,34,87
1540,customer-392498,0,49,31,14,22,30,93
1541,customer-156739,0,49,7,9,22,20,85
1542,customer-50220,0,49,4,15,22,43,83
1543,customer-132277,0,49,14,18,22,39,89
1544,customer-132276,0,49,16,18,22,39,90
1545,customer-275348,0,49,89,30,22,36,65
1546,customer-463305,0,49,14,17,22,9,88
1547,customer-19184,0,49,91,15,22,68,77
1548,customer-462765,0,49,14,24,22,9,89
1549,customer-201792,0,49,19,48,22,5,92
1550,customer-464140,0,49,6,14,22,10,84
1551,customer-274797,0,49,89,29,22,36,66
1552,customer-274796,0,49,89,27,22,36,68
1553,customer-82463,0,49,30,17,22,58,94
1554,customer-82464,0,49,50,11,22,57,88
1555,customer-18960,0,49,85,20,22,67,72
1556,customer-18959,0,49,97,3,22,68,85
1557,customer-463579,0,49,13,29,22,9,88
1558,customer-463580,0,49,12,11,22,9,87
1559,customer-463856,0,49,12,27,22,9,87
1560,customer-463857,0,49,9,12,22,10,86
1561,customer-157750,0,49,1,12,22,20,83
1562,customer-157751,0,49,2,12,22,20,83
1563,customer-68518,0,49,7,12,22,40,85
1564,customer-68517,0,49,11,6,22,40,87
1565,customer-157238,0,49,2,6,22,20,84
1566,customer-459888,0,49,8,3,22,9,86
1567,customer-459889,0,49,56,20,22,9,84
1568,customer-157237,0,49,1,8,22,20,84
1569,customer-460187,0,49,16,8,22,8,88
1570,customer-31425,0,49,38,3,22,52,87
1571,customer-31426,0,49,16,6,22,52,88
1572,customer-31427,0,49,12,15,22,52,88
1573,customer-31424,0,49,34,6,22,53,89
1574,customer-461942,0,49,10,11,22,9,87
1575,customer-461370,0,49,14,14,22,9,88
1576,customer-461371,0,49,82,3,22,9,84
1577,customer-157492,0,49,2,9,22,20,84
1578,customer-461660,0,49,88,5,22,9,83
1579,customer-461080,0,49,12,21,22,9,87
1580,customer-19409,0,49,89,21,22,68,72
1581,customer-19408,0,49,11,14,22,68,87
1582,customer-120631,0,49,99,17,22,36,80
1583,customer-120630,0,49,16,2,22,36,87
1584,customer-376692,0,49,89,26,22,38,69
1585,customer-84162,0,49,10,14,22,56,87
1586,customer-262837,0,49,19,15,22,18,91
1587,customer-120522,0,49,3,11,22,71,84
1588,customer-120163,0,49,41,18,22,71,93
1589,customer-120269,0,49,25,12,22,35,92
1590,customer-120521,0,49,22,8,22,71,89
1591,customer-120520,0,49,31,20,22,72,95
1592,customer-120270,0,49,6,14,22,35,85
1593,customer-54307,0,49,12,11,22,41,87
1594,customer-121612,0,49,32,17,22,73,94
1595,customer-121611,0,49,34,33,22,73,99
1596,customer-486713,0,49,83,8,22,19,81
1597,customer-487246,0,49,83,9,22,19,80
1598,customer-33250,0,49,85,30,22,76,64
1599,customer-485635,0,49,77,9,22,18,80
1600,customer-485636,0,49,0,0,22,19,86
1601,customer-485637,0,49,71,3,22,18,84
1602,customer-263806,0,49,13,17,22,18,88
1603,customer-263805,0,49,15,18,22,18,89
1604,customer-263804,0,49,16,21,22,18,90
1605,customer-263889,0,49,75,30,22,26,65
1606,customer-486178,0,49,83,8,22,19,81
1607,customer-486179,0,49,81,9,22,19,80
1608,customer-120999,0,49,92,27,22,36,69
1609,customer-488858,0,49,11,14,22,20,87
1610,customer-488859,0,49,95,17,22,20,78
1611,customer-489403,0,49,2,11,22,20,83
1612,customer-120886,0,49,39,8,22,72,90
1613,customer-120885,0,49,36,27,22,72,97
1614,customer-121249,0,49,38,14,22,72,92
1615,customer-121248,0,49,36,32,22,73,98
1616,customer-487782,0,49,83,11,22,20,80
1617,customer-263315,0,49,15,14,22,18,89
1618,customer-263314,0,49,19,14,22,18,91
1619,customer-488317,0,49,97,6,22,20,84
1620,customer-488318,0,49,86,14,22,20,77
1621,customer-207252,0,49,20,48,22,4,93
1622,customer-496617,0,49,69,21,22,35,75
1623,customer-496616,0,49,69,17,22,34,77
1624,customer-496615,0,49,70,14,22,34,79
1625,customer-496614,0,49,71,11,22,34,80
1626,customer-13129,0,49,51,17,22,29,88
1627,customer-54902,0,49,12,12,22,41,87
1628,customer-119910,0,49,19,12,22,35,90
1629,customer-376139,0,49,94,32,22,37,67
1630,customer-376140,0,49,90,27,22,38,69
1631,customer-376141,0,49,84,26,22,38,68
1632,customer-496135,0,49,62,17,22,33,81
1633,customer-33624,0,49,89,23,22,77,71
1634,customer-33625,0,49,85,36,22,76,58
1635,customer-84437,0,49,16,23,22,55,91
1636,customer-54604,0,49,9,11,22,41,86
1637,customer-84432,0,49,22,15,22,57,92
1638,customer-84433,0,49,11,11,22,57,87
1639,customer-84434,0,49,95,15,22,56,79
1640,customer-84435,0,49,94,18,22,56,76
1641,customer-84436,0,49,9,20,22,56,85
1642,customer-126864,0,50,34,5,22,40,88
1643,customer-158501,0,50,2,15,22,20,82
1644,customer-126865,0,50,90,3,22,40,84
1645,customer-126739,0,50,21,14,22,77,91
1646,customer-183911,0,50,14,24,22,7,89
1647,customer-158253,0,50,3,15,22,20,83
1648,customer-468388,0,50,45,5,22,14,87
1649,customer-127100,0,50,14,14,22,77,89
1650,customer-158254,0,50,2,15,22,20,82
1651,customer-158746,0,50,3,11,22,20,84
1652,customer-158745,0,50,8,11,22,20,85
1653,customer-126371,0,50,92,5,22,76,83
1654,customer-17824,0,50,9,17,22,70,86
1655,customer-17823,0,50,11,17,22,71,87
1656,customer-126370,0,50,25,15,22,77,93
1657,customer-126498,0,50,24,8,22,39,89
1658,customer-126499,0,50,6,8,22,39,85
1659,customer-464691,0,50,18,20,22,11,91
1660,customer-127821,0,50,27,15,22,78,93
1661,customer-464961,0,50,73,11,22,12,80
1662,customer-127948,0,50,19,11,22,41,90
1663,customer-467756,0,50,92,9,22,13,81
1664,customer-127227,0,50,25,3,22,40,87
1665,customer-127226,0,50,16,5,22,41,87
1666,customer-468074,0,50,18,15,22,13,91
1667,customer-127586,0,50,29,6,22,41,89
1668,customer-51496,0,50,8,23,22,44,84
1669,customer-466765,0,50,12,11,22,12,87
1670,customer-466438,0,50,15,15,22,12,89
1671,customer-127462,0,50,17,11,22,77,89
1672,customer-467100,0,50,1,6,22,13,85
1673,customer-17170,0,50,27,8,22,69,90
1674,customer-125266,0,50,25,20,22,76,94
1675,customer-183642,0,50,13,21,22,6,88
1676,customer-125009,0,50,20,11,22,42,90
1677,customer-125010,0,50,91,5,22,42,84
1678,customer-124899,0,50,18,6,22,75,88
1679,customer-124898,0,50,22,18,22,76,93
1680,customer-183641,0,50,14,24,22,7,89
1681,customer-269046,0,50,5,8,22,24,85
1682,customer-126005,0,50,4,12,22,76,84
1683,customer-126004,0,50,20,20,22,76,93
1684,customer-17605,0,50,9,8,22,69,86
1685,customer-17604,0,50,18,9,22,70,89
1686,customer-17603,0,50,20,11,22,70,90
1687,customer-158989,0,50,12,9,22,20,87
1688,customer-42330,0,50,88,8,22,58,81
1689,customer-42329,0,50,24,8,22,58,90
1690,customer-126135,0,50,2,20,22,38,81
1691,customer-126134,0,50,2,18,22,38,81
1692,customer-126133,0,50,3,11,22,39,84
1693,customer-126132,0,50,19,8,22,39,89
1694,customer-271104,0,50,81,11,22,13,79
1695,customer-271103,0,50,37,12,22,12,92
1696,customer-83050,0,50,18,18,22,57,91
1697,customer-125634,0,50,21,21,22,76,93
1698,customer-270041,0,50,44,3,22,12,87
1699,customer-17384,0,50,16,8,22,69,88
1700,customer-17383,0,50,24,9,22,69,91
1701,customer-270575,0,50,62,5,22,13,85
1702,customer-81873,0,50,47,6,22,58,88
1703,customer-81872,0,50,24,8,22,58,90
1704,customer-391828,0,50,28,14,22,31,93
1705,customer-391827,0,50,24,12,22,31,91
1706,customer-20112,0,50,91,15,22,69,77
1707,customer-20111,0,50,88,5,22,70,83
1708,customer-50540,0,50,2,15,22,43,82
1709,customer-391151,0,50,28,11,22,31,91
1710,customer-391150,0,50,28,9,22,31,91
1711,customer-391149,0,50,28,9,22,31,91
1712,customer-19876,0,50,0,12,22,69,82
1713,customer-19875,0,50,12,2,22,69,86
1714,customer-132975,0,50,12,12,22,40,87
1715,customer-132974,0,50,16,17,22,40,89
1716,customer-20591,0,50,12,11,22,71,87
1717,customer-456791,0,50,19,27,22,3,93
1718,customer-456792,0,50,9,26,22,3,85
1719,customer-456397,0,50,20,23,22,4,93
1720,customer-456398,0,50,12,15,22,4,87
1721,customer-392497,0,50,29,17,22,30,94
1722,customer-20352,0,50,90,20,22,70,74
1723,customer-20351,0,50,8,12,22,70,85
1724,customer-20350,0,50,21,18,22,71,93
1725,customer-129025,0,50,9,15,22,42,86
1726,customer-275890,0,50,89,32,22,37,65
1727,customer-201791,0,50,18,42,22,6,91
1728,customer-42706,0,50,4,9,22,58,84
1729,customer-128309,0,50,4,8,22,42,85
1730,customer-128308,0,50,14,24,22,42,89
1731,customer-128181,0,50,23,18,22,78,93
1732,customer-128667,0,50,6,18,22,42,83
1733,customer-51179,0,50,9,21,22,44,85
1734,customer-19638,0,50,18,11,22,69,89
1735,customer-50857,0,50,11,21,22,44,87
1736,customer-50858,0,50,4,17,22,44,83
1737,customer-82169,0,50,36,12,22,58,92
1738,customer-276441,0,50,90,30,22,37,65
1739,customer-41568,0,50,0,12,22,56,82
1740,customer-41567,0,50,5,14,22,57,84
1741,customer-489931,0,50,32,5,22,20,88
1742,customer-489932,0,50,0,5,22,20,85
1743,customer-41473,0,50,21,9,22,89,90
1744,customer-323000,0,50,28,32,22,2,98
1745,customer-322999,0,50,26,32,22,2,98
1746,customer-377797,0,50,91,24,22,39,71
1747,customer-121361,0,50,90,33,22,37,63
1748,customer-377796,0,50,98,24,22,38,74
1749,customer-263803,0,50,17,23,22,18,91
1750,customer-121727,0,50,87,26,22,37,68
1751,customer-121726,0,50,88,27,22,37,67
1752,customer-33304,0,50,0,21,22,56,78
1753,customer-489402,0,50,18,8,22,20,89
1754,customer-377243,0,50,92,20,22,38,74
1755,customer-33303,0,50,6,17,22,56,84
1756,customer-33301,0,50,23,6,22,57,89
1757,customer-33302,0,50,10,9,22,56,87
1758,customer-263311,0,50,24,21,22,17,94
1759,customer-263310,0,50,25,21,22,17,94
1760,customer-497094,0,50,79,17,22,36,75
1761,customer-497095,0,50,76,17,22,36,74
1762,customer-260434,0,50,8,20,22,3,85
1763,customer-260433,0,50,9,18,22,3,86
1764,customer-260886,0,50,1,27,22,2,76
1765,customer-496619,0,50,66,20,22,35,77
1766,customer-496618,0,50,67,21,22,35,76
1767,customer-207544,0,50,20,48,22,4,93
1768,customer-207543,0,50,19,47,22,5,93
1769,customer-376145,0,50,86,21,22,38,72
1770,customer-376144,0,50,87,20,22,38,73
1771,customer-376143,0,50,85,23,22,39,70
1772,customer-376142,0,50,83,26,22,38,67
1773,customer-323713,0,50,24,35,22,2,97
1774,customer-33673,0,50,16,9,22,58,88
1775,customer-33674,0,50,5,12,22,57,85
1776,customer-33675,0,50,0,17,22,57,80
1777,customer-123920,0,50,3,20,22,40,81
1778,customer-123799,0,50,36,24,22,78,96
1779,customer-123800,0,50,39,5,22,78,89
1780,customer-126847,0,51,5,18,22,44,83
1781,customer-126846,0,51,9,11,22,45,86
1782,customer-469016,0,51,98,23,22,15,77
1783,customer-469017,0,51,99,21,22,16,78
1784,customer-126716,0,51,0,8,22,72,83
1785,customer-18048,0,51,10,21,22,72,86
1786,customer-18047,0,51,1,15,22,72,81
1787,customer-469335,0,51,6,32,22,15,80
1788,customer-469336,0,51,97,29,22,15,71
1789,customer-469337,0,51,0,29,22,15,74
1790,customer-469346,0,51,9,8,22,19,86
1791,customer-18046,0,51,4,11,22,72,84
1792,customer-127077,0,51,92,5,22,72,83
1793,customer-18045,0,51,24,12,22,73,91
1794,customer-471182,0,51,5,21,22,22,82
1795,customer-470791,0,51,6,29,22,21,81
1796,customer-17822,0,51,16,21,22,71,91
1797,customer-17821,0,51,16,17,22,72,90
1798,customer-183905,0,51,50,0,22,9,86
1799,customer-183904,0,51,44,8,22,9,89
1800,customer-183906,0,51,92,6,22,9,83
1801,customer-126479,0,51,14,9,22,44,88
1802,customer-271679,0,51,10,8,22,25,87
1803,customer-183909,0,51,10,23,22,7,86
1804,customer-271678,0,51,15,6,22,25,87
1805,customer-51811,0,51,10,20,22,45,86
1806,customer-469688,0,51,11,29,22,19,86
1807,customer-470034,0,51,13,27,22,20,88
1808,customer-470402,0,51,11,20,22,20,87
1809,customer-318302,0,51,15,9,22,25,88
1810,customer-183910,0,51,13,24,22,7,88
1811,customer-127799,0,51,87,9,22,71,80
1812,customer-184160,0,51,28,12,22,11,92
1813,customer-42614,0,51,0,2,22,87,85
1814,customer-184164,0,51,92,5,22,10,83
1815,customer-184163,0,51,17,3,22,10,87
1816,customer-184162,0,51,25,8,22,10,89
1817,customer-127207,0,51,34,6,22,45,89
1818,customer-127567,0,51,99,9,22,46,83
1819,customer-51495,0,51,10,24,22,45,85
1820,customer-317596,0,51,96,5,22,25,84
1821,customer-317595,0,51,24,9,22,25,91
1822,customer-127461,0,51,22,15,22,78,92
1823,customer-127439,0,51,88,5,22,72,83
1824,customer-125241,0,51,61,9,22,71,84
1825,customer-125255,0,51,97,26,22,77,74
1826,customer-125254,0,51,3,18,22,76,81
1827,customer-125253,0,51,11,8,22,76,87
1828,customer-125252,0,51,34,11,22,76,91
1829,customer-125250,0,51,47,23,22,75,91
1830,customer-125251,0,51,43,15,22,75,91
1831,customer-159471,0,51,16,12,22,20,89
1832,customer-159470,0,51,19,12,22,21,90
1833,customer-42237,0,51,96,9,22,88,82
1834,customer-125377,0,51,12,15,22,43,88
1835,customer-269583,0,51,98,8,22,25,83
1836,customer-269582,0,51,7,8,22,24,85
1837,customer-269581,0,51,16,8,22,24,88
1838,customer-159935,0,51,11,8,22,21,87
1839,customer-159936,0,51,11,9,22,21,87
1840,customer-183637,0,51,4,11,22,8,84
1841,customer-159702,0,51,15,9,22,21,88
1842,customer-183639,0,51,11,20,22,7,87
1843,customer-183638,0,51,8,17,22,8,85
1844,customer-183636,0,51,11,5,22,9,87
1845,customer-473879,0,51,12,3,22,28,86
1846,customer-125984,0,51,2,12,22,73,83
1847,customer-126114,0,51,31,11,22,43,91
1848,customer-126113,0,51,39,11,22,44,91
1849,customer-125983,0,51,88,11,22,73,80
1850,customer-125982,0,51,78,6,22,73,82
1851,customer-270631,0,51,9,11,22,25,86
1852,customer-125981,0,51,28,3,22,72,88
1853,customer-472332,0,51,4,23,22,25,80
1854,customer-472333,0,51,99,11,22,25,82
1855,customer-126348,0,51,88,17,22,72,75
1856,customer-126347,0,51,6,9,22,72,85
1857,customer-471943,0,51,13,20,22,24,88
1858,customer-472710,0,51,3,11,22,26,84
1859,customer-271161,0,51,7,8,22,25,86
1860,customer-271160,0,51,14,8,22,25,88
1861,customer-319013,0,51,29,14,22,26,93
1862,customer-125611,0,51,51,15,22,72,87
1863,customer-270097,0,51,6,12,22,25,85
1864,customer-125613,0,51,51,14,22,73,88
1865,customer-125614,0,51,42,11,22,73,90
1866,customer-270096,0,51,14,12,22,24,88
1867,customer-125617,0,51,79,5,22,75,83
1868,customer-125616,0,51,42,6,22,74,89
1869,customer-125615,0,51,38,11,22,74,91
1870,customer-125610,0,51,53,8,22,72,87
1871,customer-125608,0,51,0,3,22,71,85
1872,customer-125609,0,51,53,2,22,71,86
1873,customer-159231,0,51,13,9,22,20,88
1874,customer-159230,0,51,17,14,22,21,89
1875,customer-270574,0,51,36,15,22,12,93
1876,customer-125744,0,51,16,12,22,43,89
1877,customer-125743,0,51,21,15,22,43,92
1878,customer-131387,0,51,81,9,22,68,80
1879,customer-131386,0,51,21,12,22,68,91
1880,customer-457541,0,51,13,21,22,2,88
1881,customer-156966,0,51,11,20,22,28,87
1882,customer-130820,0,51,0,5,22,44,85
1883,customer-130819,0,51,21,8,22,45,89
1884,customer-277529,0,51,91,21,22,38,73
1885,customer-391145,0,51,14,6,22,31,87
1886,customer-391144,0,51,12,6,22,31,87
1887,customer-391143,0,51,14,8,22,31,87
1888,customer-391146,0,51,19,8,22,31,89
1889,customer-391148,0,51,26,12,22,31,91
1890,customer-50522,0,51,16,18,22,51,90
1891,customer-50523,0,51,5,12,22,50,84
1892,customer-391147,0,51,23,9,22,31,90
1893,customer-315520,0,51,34,14,22,24,93
1894,customer-315521,0,51,16,2,22,24,87
1895,customer-131025,0,51,59,12,22,68,84
1896,customer-131024,0,51,37,17,22,68,93
1897,customer-132594,0,51,14,6,22,47,87
1898,customer-156719,0,51,10,15,22,27,87
1899,customer-156718,0,51,17,20,22,28,91
1900,customer-43083,0,51,94,8,22,58,83
1901,customer-43082,0,51,19,6,22,59,88
1902,customer-42991,0,51,6,12,22,87,85
1903,customer-457173,0,51,21,30,22,2,94
1904,customer-457174,0,51,9,24,22,3,85
1905,customer-50204,0,51,11,6,22,50,87
1906,customer-314827,0,51,36,17,22,23,94
1907,customer-314828,0,51,16,5,22,23,87
1908,customer-128898,0,51,18,23,22,79,92
1909,customer-128874,0,51,44,6,22,70,88
1910,customer-129233,0,51,81,6,22,70,81
1911,customer-129232,0,51,38,8,22,70,90
1912,customer-201789,0,51,18,35,22,6,92
1913,customer-201790,0,51,18,38,22,6,92
1914,customer-128644,0,51,68,9,22,47,81
