ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
1286,product-130978,2,25,67,20,25,77,87
1287,product-52429,2,25,54,0,22,52,87
1288,product-201545,2,25,55,7,25,18,87
1289,product-201230,2,25,55,10,24,26,87
1290,product-53125,2,25,56,2,22,75,87
1291,product-53177,2,25,52,17,23,54,87
1292,product-130060,2,25,54,0,22,14,87
1293,product-59257,2,25,57,20,24,45,87
1294,product-59029,2,25,57,20,25,45,87
1295,product-21330,2,25,62,24,22,91,87
1296,product-126937,2,25,62,13,21,59,87
1297,product-126938,2,25,62,12,23,59,87
1298,product-12142,2,25,40,4,23,18,87
1299,product-210323,2,25,76,24,36,30,87
1300,product-127296,2,25,68,32,27,80,87
1301,product-209970,2,25,76,24,36,30,87
1302,product-58742,2,25,37,0,22,22,87
1303,product-60886,2,25,53,24,24,66,87
1304,product-322697,2,25,60,2,22,10,87
1305,product-126757,2,25,62,11,21,59,87
1306,product-12526,2,25,51,21,37,55,87
1307,product-56311,2,25,53,15,22,57,87
1308,product-55883,2,25,53,19,22,57,87
1309,product-128115,2,25,69,43,30,64,87
1310,product-128116,2,25,69,44,30,65,87
1311,product-128117,2,25,69,46,30,65,87
1312,product-127809,2,25,59,15,26,40,87
1313,product-12363,2,25,49,2,22,66,87
1314,product-127432,2,25,55,5,23,17,87
1315,product-57232,2,25,53,9,22,57,87
1316,product-57281,2,25,57,22,27,75,87
1317,product-57284,2,25,57,16,26,74,87
1318,product-207865,2,25,59,20,23,43,87
1319,product-279698,2,25,76,33,26,15,87
1320,product-254309,2,25,60,19,20,14,87
1321,product-279318,2,25,72,24,36,47,87
1322,product-277641,2,25,64,11,25,21,87
1323,product-103764,2,25,47,12,23,34,87
1324,product-247742,2,25,40,0,22,28,87
1325,product-285566,2,25,76,35,27,20,87
1326,product-27663,2,25,52,28,26,58,87
1327,product-8798,2,25,30,0,22,0,87
1328,product-250797,2,25,59,18,32,12,87
1329,product-251954,2,25,53,27,34,17,87
1330,product-107649,2,25,62,11,23,73,87
1331,product-91297,2,25,52,14,23,68,87
1332,product-97005,2,25,45,15,23,27,87
1333,product-100147,2,25,58,2,22,59,87
1334,product-100863,2,25,58,2,22,61,87
1335,product-101112,2,25,58,3,22,61,87
1336,product-99060,2,25,65,26,30,38,87
1337,product-266857,2,25,71,40,29,7,87
1338,product-266056,2,25,66,11,22,28,87
1339,product-99906,2,25,58,3,22,58,87
1340,product-100022,2,25,66,32,35,42,87
1341,product-265690,2,25,69,43,34,9,87
1342,product-265501,2,25,66,8,22,29,87
1343,product-7535,2,25,65,12,25,80,87
1344,product-276111,2,25,61,8,23,26,87
1345,product-93008,2,25,57,20,28,57,87
1346,product-102461,2,25,55,21,24,69,87
1347,product-91414,2,25,50,2,22,41,87
1348,product-109036,2,25,55,6,22,65,87
1349,product-101622,2,25,58,3,22,61,87
1350,product-101703,2,25,45,3,22,25,87
1351,product-94808,2,25,46,35,24,24,87
1352,product-101865,2,25,58,4,23,63,87
1353,product-101618,2,25,58,2,22,62,87
1354,product-102104,2,25,58,3,22,63,87
1355,product-102107,2,25,58,2,22,62,87
1356,product-101869,2,25,58,3,22,62,87
1357,product-259405,2,25,70,13,27,27,87
1358,product-259316,2,25,35,39,24,15,87
1359,product-121002,2,25,59,12,22,40,87
1360,product-235267,2,25,64,56,32,25,87
1361,product-76850,2,25,65,20,23,46,87
1362,product-77418,2,25,65,33,24,48,87
1363,product-302176,2,25,56,32,31,27,87
1364,product-300447,2,25,71,2,22,16,87
1365,product-234081,2,25,63,23,27,23,87
1366,product-76136,2,25,57,44,34,78,87
1367,product-115130,2,25,56,2,22,37,87
1368,product-115131,2,25,56,2,22,37,87
1369,product-115323,2,25,56,0,22,37,87
1370,product-115324,2,25,56,0,22,37,87
1371,product-237288,2,25,30,0,22,1,87
1372,product-73553,2,25,46,13,26,24,87
1373,product-120435,2,25,59,20,22,36,87
1374,product-119386,2,25,70,36,32,78,87
1375,product-302395,2,25,56,34,31,27,87
1376,product-75145,2,25,53,6,23,69,87
1377,product-28983,2,25,57,48,34,81,87
1378,product-10424,2,25,37,9,22,7,87
1379,product-231678,2,25,63,38,30,29,87
1380,product-74449,2,25,67,43,31,38,87
1381,product-119571,2,25,70,37,32,79,87
1382,product-23267,2,25,66,10,24,66,87
1383,product-244047,2,25,67,56,25,15,87
1384,product-244230,2,25,53,47,58,11,87
1385,product-110522,2,25,57,4,23,75,87
1386,product-244590,2,25,63,5,23,34,87
1387,product-27917,2,25,58,40,45,74,87
1388,product-28063,2,25,69,41,31,58,87
1389,product-111299,2,25,56,32,37,38,87
1390,product-287955,2,25,72,0,22,21,87
1391,product-245552,2,25,63,11,23,32,87
1392,product-240042,2,25,63,24,23,29,87
1393,product-23990,2,25,59,32,23,92,87
1394,product-239692,2,25,67,40,35,22,87
1395,product-295268,2,25,46,15,26,12,87
1396,product-114579,2,25,56,11,23,39,87
1397,product-296745,2,25,54,16,25,25,87
1398,product-114222,2,25,56,14,23,39,87
1399,product-114400,2,25,56,13,23,39,87
1400,product-242588,2,25,39,0,22,20,87
1401,product-81379,2,25,34,20,21,4,87
1402,product-81977,2,25,36,11,21,3,87
1403,product-126758,2,25,62,11,22,58,87
1404,product-179379,2,25,68,2,22,56,87
1405,product-44362,2,25,48,3,22,32,87
1406,product-49439,2,25,57,26,26,75,87
1407,product-16153,2,25,51,26,36,52,87
1408,product-16154,2,25,51,27,35,52,87
1409,product-38990,2,25,56,30,26,61,87
1410,product-390480,2,25,42,13,24,20,87
1411,product-187106,2,25,54,7,24,17,87
1412,product-40370,2,25,50,16,24,40,87
1413,product-356105,2,25,54,2,23,29,87
1414,product-41515,2,25,54,12,25,55,87
1415,product-33169,2,25,53,0,22,72,87
1416,product-40286,2,25,58,39,29,78,87
1417,product-139752,2,25,71,20,24,70,87
1418,product-43706,2,25,56,11,23,71,87
1419,product-143972,2,25,69,2,22,87,87
1420,product-367041,2,25,66,2,22,22,87
1421,product-40297,2,25,57,14,26,73,87
1422,product-329,2,25,42,0,22,24,87
1423,product-356791,2,25,54,2,23,29,87
1424,product-40296,2,25,57,16,26,73,87
1425,product-40629,2,25,69,15,25,51,87
1426,product-38383,2,25,56,37,26,61,87
1427,product-32569,2,25,52,0,22,62,87
1428,product-38690,2,25,67,3,22,55,87
1429,product-183284,2,25,66,2,22,48,87
1430,product-183285,2,25,66,2,22,47,87
1431,product-148396,2,25,70,0,22,84,87
1432,product-14191,2,25,46,24,28,39,87
1433,product-45384,2,25,54,20,24,63,87
1434,product-134094,2,25,58,2,22,48,87
1435,product-38584,2,25,56,21,27,64,87
1436,product-142394,2,25,71,33,26,85,87
1437,product-134023,2,25,68,23,23,82,87
1438,product-33763,2,25,56,33,30,70,87
1439,product-351998,2,25,67,23,27,7,87
1440,product-136449,2,25,60,0,22,57,87
1441,product-33028,2,25,57,43,34,71,87
1442,product-44946,2,25,56,24,24,68,87
1443,product-47481,2,25,56,26,22,67,87
1444,product-19329,2,25,58,0,22,92,87
1445,product-352020,2,25,71,42,36,8,87
1446,product-133695,2,25,68,28,23,82,87
1447,product-38780,2,25,55,19,25,64,87
1448,product-351735,2,25,72,40,36,7,87
1449,product-38182,2,25,56,37,26,61,87
1450,product-151918,2,25,60,2,22,22,87
1451,product-152120,2,25,60,0,22,23,87
1452,product-376506,2,25,71,4,22,20,87
1453,product-148196,2,25,70,0,22,84,87
1454,product-344374,2,25,68,27,27,7,87
1455,product-33343,2,25,42,12,26,22,87
1456,product-344688,2,25,67,16,23,3,87
1457,product-39947,2,25,56,19,27,62,87
1458,product-18853,2,25,46,11,25,37,87
1459,product-373827,2,25,71,48,20,25,87
1460,product-46474,2,25,57,32,26,71,87
1461,product-35613,2,25,57,47,32,75,87
1462,product-396728,2,25,31,2,22,23,87
1463,product-131894,2,25,58,6,22,41,87
1464,product-42936,2,25,59,43,33,77,87
1465,product-51471,2,25,51,0,22,53,87
1466,product-359637,2,25,70,29,28,15,87
1467,product-359877,2,25,63,9,22,7,87
1468,product-13455,2,25,47,27,34,43,87
1469,product-197116,2,25,52,14,23,30,87
1470,product-20052,2,25,32,19,24,13,87
1471,product-16669,2,25,43,13,25,27,87
1472,product-380807,2,25,51,41,45,50,87
1473,product-35019,2,25,67,26,24,58,87
1474,product-155729,2,25,57,53,35,20,87
1475,product-15728,2,25,47,30,29,42,87
1476,product-144508,2,25,68,2,22,74,87
1477,product-14398,2,25,46,31,28,40,87
1478,product-142072,2,25,67,0,22,77,87
1479,product-144161,2,25,68,0,22,83,87
1480,product-43130,2,25,55,2,23,70,87
1481,product-139581,2,25,71,21,27,69,87
1482,product-39558,2,25,58,56,28,81,87
1483,product-347839,2,25,68,11,26,0,87
1484,product-16832,2,25,51,31,37,52,87
1485,product-192921,2,25,71,0,22,55,87
1486,product-144313,2,25,70,2,22,89,87
1487,product-46209,2,25,56,30,25,71,87
1488,product-132283,2,25,58,4,22,42,87
1489,product-43132,2,25,55,0,22,69,87
1490,product-39355,2,25,58,60,28,81,87
1491,product-218639,2,28,58,21,23,20,87
1492,product-124507,2,28,56,11,25,28,87
1493,product-218312,2,28,61,25,26,42,87
1494,product-317750,2,28,75,3,22,64,87
1495,product-123025,2,28,64,24,22,53,87
1496,product-311930,2,28,64,13,22,17,87
1497,product-315692,2,28,62,2,22,16,87
1498,product-124170,2,28,63,0,22,77,87
1499,product-121904,2,28,67,33,25,66,87
1500,product-66492,2,28,51,26,27,41,87
1501,product-66491,2,28,51,24,27,41,87
1502,product-70492,2,28,42,27,22,12,87
1503,product-128622,2,28,59,15,26,43,87
1504,product-54770,2,28,42,17,25,23,87
1505,product-198896,2,28,58,40,37,36,87
1506,product-199543,2,28,54,0,22,18,87
1507,product-211097,2,28,59,9,21,44,87
1508,product-58775,2,28,32,6,22,2,87
1509,product-126572,2,28,62,9,22,58,87
1510,product-207060,2,28,54,4,23,26,87
1511,product-207059,2,28,54,5,23,25,87
1512,product-206043,2,28,59,28,22,44,87
1513,product-25275,2,28,33,27,26,9,87
1514,product-105591,2,28,47,0,22,35,87
1515,product-86127,2,28,42,6,23,13,87
1516,product-86115,2,28,44,11,24,17,87
1517,product-86095,2,28,46,17,28,26,87
1518,product-86308,2,28,52,24,28,39,87
1519,product-263941,2,28,66,2,22,30,87
1520,product-98283,2,28,46,4,22,31,87
1521,product-93082,2,28,48,9,25,35,87
1522,product-258288,2,28,70,4,22,40,87
1523,product-101362,2,28,58,4,22,61,87
1524,product-115860,2,28,56,5,22,35,87
1525,product-77185,2,28,38,2,23,12,87
1526,product-77570,2,28,39,2,22,13,87
1527,product-115514,2,28,56,3,22,35,87
1528,product-300198,2,28,58,0,22,43,87
1529,product-28855,2,28,43,17,23,32,87
1530,product-115322,2,28,56,0,22,38,87
1531,product-10005,2,28,36,15,21,5,87
1532,product-115132,2,28,56,2,22,36,87
1533,product-304074,2,28,69,34,50,39,87
1534,product-245263,2,28,62,4,22,24,87
1535,product-81054,2,28,44,13,26,21,87
1536,product-79882,2,28,43,26,23,14,87
1537,product-114578,2,28,56,11,22,40,87
1538,product-114749,2,28,56,9,23,39,87
1539,product-79828,2,28,50,35,34,29,87
1540,product-79772,2,28,57,41,34,47,87
1541,product-114243,2,28,55,13,25,31,87
1542,product-293554,2,28,53,3,22,32,87
1543,product-111689,2,28,58,4,24,74,87
1544,product-112033,2,28,58,4,23,73,87
1545,product-163451,2,28,47,22,39,19,87
1546,product-152785,2,28,61,0,22,26,87
1547,product-41516,2,28,54,14,25,54,87
1548,product-140609,2,28,68,4,23,84,87
1549,product-362428,2,28,67,37,20,8,87
1550,product-920,2,28,67,4,23,69,87
1551,product-351545,2,28,71,59,42,11,87
1552,product-180903,2,28,54,35,28,21,87
1553,product-151917,2,28,60,0,22,23,87
1554,product-133737,2,28,66,17,24,62,87
1555,product-139432,2,28,69,2,22,79,87
1556,product-144664,2,28,68,0,22,75,87
1557,product-398746,2,28,27,3,22,21,87
1558,product-343274,2,28,48,2,22,14,87
1559,product-46295,2,28,48,6,24,34,87
1560,product-397908,2,28,39,15,26,24,87
1561,product-132671,2,28,58,16,24,48,87
1562,product-149497,2,28,72,11,27,86,87
1563,product-14437,2,28,41,29,23,23,87
1564,product-144141,2,28,70,3,22,89,87
1565,product-139635,2,28,69,23,26,77,87
1566,product-358635,2,28,63,0,22,6,87
1567,product-121340,2,30,67,31,28,66,87
1568,product-216041,2,30,39,0,22,0,87
1569,product-123055,2,30,59,0,22,41,87
1570,product-29635,2,30,42,14,24,28,87
1571,product-121988,2,30,54,21,26,23,87
1572,product-224617,2,30,63,43,30,34,87
1573,product-122553,2,30,67,30,25,67,87
1574,product-313458,2,30,59,17,21,10,87
1575,product-123968,2,30,63,2,22,77,87
1576,product-215105,2,30,56,0,22,15,87
1577,product-336231,2,30,60,23,26,10,87
1578,product-54965,2,30,45,20,25,34,87
1579,product-204295,2,30,55,5,22,17,87
1580,product-337080,2,30,56,11,22,1,87
1581,product-214519,2,30,61,0,22,50,87
1582,product-56420,2,30,45,7,23,40,87
1583,product-127899,2,30,69,40,30,64,87
1584,product-128015,2,30,61,29,26,46,87
1585,product-55751,2,30,52,17,25,58,87
1586,product-128118,2,30,69,47,30,66,87
1587,product-58214,2,30,52,35,30,51,87
1588,product-89363,2,30,51,2,23,41,87
1589,product-90919,2,30,47,7,24,29,87
1590,product-104260,2,30,65,29,29,77,87
1591,product-246960,2,30,61,34,16,33,87
1592,product-282554,2,30,66,26,25,23,87
1593,product-87796,2,30,57,14,25,55,87
1594,product-275692,2,30,75,27,27,12,87
1595,product-235467,2,30,39,17,21,13,87
1596,product-298364,2,30,60,9,24,39,87
1597,product-298528,2,30,70,6,23,12,87
1598,product-120080,2,30,60,12,23,41,87
1599,product-72719,2,30,41,31,25,13,87
1600,product-120661,2,30,53,0,22,18,87
1601,product-110521,2,30,57,6,23,74,87
1602,product-240173,2,30,37,0,22,30,87
1603,product-114398,2,30,56,13,22,40,87
1604,product-162977,2,30,49,24,25,12,87
1605,product-134186,2,30,68,22,23,82,87
1606,product-182011,2,30,57,19,25,16,87
1607,product-133928,2,30,58,3,22,47,87
1608,product-14228,2,30,41,30,25,23,87
1609,product-388117,2,30,43,32,26,8,87
1610,product-374075,2,30,75,49,31,30,87
1611,product-395678,2,30,35,9,24,28,87
1612,product-176769,2,30,46,2,21,3,87
1613,product-150448,2,30,71,9,25,79,87
1614,product-41706,2,30,54,12,25,56,87
1615,product-135621,2,30,68,3,22,82,87
1616,product-766,2,30,56,2,22,78,87
1617,product-154539,2,30,44,11,22,3,87
1618,product-4938,2,32,35,30,26,15,87
1619,product-228163,2,32,62,14,24,36,87
1620,product-29636,2,32,42,14,24,27,87
1621,product-122102,2,32,67,32,25,66,87
1622,product-122324,2,32,67,31,25,66,87
1623,product-226988,2,32,48,15,25,15,87
1624,product-309920,2,32,65,2,22,61,87
1625,product-123660,2,32,59,2,22,43,87
1626,product-205370,2,32,56,14,26,11,87
1627,product-204207,2,32,58,2,22,34,87
1628,product-59821,2,32,59,23,29,73,87
1629,product-127901,2,32,69,43,30,65,87
1630,product-127900,2,32,69,41,30,65,87
1631,product-208587,2,32,59,14,22,47,87
1632,product-127512,2,32,68,35,27,81,87
1633,product-104718,2,32,59,45,33,63,87
1634,product-104716,2,32,59,42,26,64,87
1635,product-104050,2,32,65,33,29,77,87
1636,product-103800,2,32,55,22,22,70,87
1637,product-108833,2,32,62,5,23,77,87
1638,product-85548,2,32,44,5,22,27,87
1639,product-98549,2,32,44,5,22,26,87
1640,product-265500,2,32,66,7,22,29,87
1641,product-92609,2,32,45,44,25,20,87
1642,product-101358,2,32,58,2,22,61,87
1643,product-101361,2,32,58,2,22,61,87
1644,product-101868,2,32,58,2,22,62,87
1645,product-275273,2,32,68,26,34,38,87
1646,product-77256,2,32,54,20,23,70,87
1647,product-115692,2,32,56,3,22,35,87
1648,product-115693,2,32,56,2,22,34,87
1649,product-234086,2,32,63,14,26,22,87
1650,product-114944,2,32,56,2,22,36,87
1651,product-114943,2,32,56,3,22,36,87
1652,product-114941,2,32,56,4,22,37,87
1653,product-114942,2,32,56,4,22,37,87
1654,product-78061,2,32,59,22,29,72,87
1655,product-298497,2,32,57,2,22,40,87
1656,product-119970,2,32,53,7,22,17,87
1657,product-72934,2,32,41,30,21,13,87
1658,product-197430,2,32,54,2,22,24,87
1659,product-28019,2,32,43,16,23,29,87
1660,product-287241,2,32,64,2,22,33,87
1661,product-244934,2,32,62,3,22,24,87
1662,product-83771,2,32,34,19,21,5,87
1663,product-114577,2,32,56,11,22,40,87
1664,product-237651,2,32,40,33,36,9,87
1665,product-81885,2,32,50,22,28,31,87
1666,product-162484,2,32,54,17,25,29,87
1667,product-361745,2,32,70,24,28,29,87
1668,product-187851,2,32,54,15,24,17,87
1669,product-187852,2,32,54,13,24,17,87
1670,product-141630,2,32,67,0,22,78,87
1671,product-147728,2,32,67,0,22,32,87
1672,product-367266,2,32,78,20,28,13,87
1673,product-136974,2,32,71,32,29,77,87
1674,product-188797,2,32,56,2,22,26,87
1675,product-15572,2,32,39,11,23,17,87
1676,product-133859,2,32,68,26,23,82,87
1677,product-45202,2,32,55,38,28,56,87
1678,product-183053,2,32,53,21,27,22,87
1679,product-17352,2,32,40,2,22,22,87
1680,product-133929,2,32,58,2,22,47,87
1681,product-134022,2,32,68,24,23,82,87
1682,product-147998,2,32,70,2,22,84,87
1683,product-40808,2,32,36,6,21,14,87
1684,product-184263,2,32,26,27,50,20,87
1685,product-381966,2,32,54,23,35,30,87
1686,product-19935,2,32,52,36,28,58,87
1687,product-344037,2,32,68,23,26,6,87
1688,product-145150,2,32,68,0,22,82,87
1689,product-172336,2,32,71,39,29,61,87
1690,product-51893,2,32,51,12,25,48,87
1691,product-395502,2,32,43,20,36,36,87
1692,product-395312,2,32,27,9,22,9,87
1693,product-71109,2,34,40,13,22,10,87
1694,product-217047,2,34,57,16,24,29,87
1695,product-122998,2,34,67,30,25,66,87
1696,product-122798,2,34,64,5,22,58,87
1697,product-4481,2,34,79,2,22,45,87
1698,product-66490,2,34,51,22,27,41,87
1699,product-335082,2,34,74,29,37,23,87
1700,product-203410,2,34,55,9,23,17,87
1701,product-129143,2,34,68,38,25,67,87
1702,product-128422,2,34,59,15,25,42,87
1703,product-203907,2,34,58,2,22,33,87
1704,product-198470,2,34,54,2,22,19,87
1705,product-198469,2,34,54,3,22,19,87
1706,product-126571,2,34,62,9,21,59,87
1707,product-329158,2,34,56,18,17,17,87
1708,product-127825,2,34,56,0,22,35,87
1709,product-207107,2,34,59,23,22,47,87
1710,product-55790,2,34,44,0,22,39,87
1711,product-88648,2,34,46,14,25,31,87
1712,product-280096,2,34,65,21,26,23,87
1713,product-247024,2,34,67,27,23,14,87
1714,product-109008,2,34,64,20,23,81,87
1715,product-252209,2,34,67,67,35,43,87
1716,product-6663,2,34,78,17,28,14,87
1717,product-252068,2,34,69,23,25,4,87
1718,product-100387,2,34,58,2,22,59,87
1719,product-96002,2,34,51,32,32,31,87
1720,product-266638,2,34,66,12,21,28,87
1721,product-101114,2,34,58,0,22,61,87
1722,product-257934,2,34,60,14,22,24,87
1723,product-92721,2,34,60,38,44,73,87
1724,product-256799,2,34,35,37,26,13,87
1725,product-91759,2,34,52,0,22,71,87
1726,product-101620,2,34,58,0,22,62,87
1727,product-101619,2,34,58,0,22,62,87
1728,product-93455,2,34,52,6,23,70,87
1729,product-115861,2,34,56,4,22,34,87
1730,product-236896,2,34,40,28,36,8,87
1731,product-28576,2,34,43,18,22,29,87
1732,product-115321,2,34,56,0,22,38,87
1733,product-298873,2,34,63,24,34,36,87
1734,product-28577,2,34,43,17,22,28,87
1735,product-115133,2,34,56,0,22,36,87
1736,product-306433,2,34,63,23,29,19,87
1737,product-306534,2,34,62,2,22,10,87
1738,product-303427,2,34,65,22,29,33,87
1739,product-246464,2,34,67,31,24,15,87
1740,product-109872,2,34,52,22,26,30,87
1741,product-114046,2,34,56,16,23,39,87
1742,product-82413,2,34,47,0,22,62,87
1743,product-82287,2,34,36,15,21,4,87
1744,product-81980,2,34,36,13,25,4,87
1745,product-294854,2,34,59,0,22,43,87
1746,product-350511,2,34,56,20,36,35,87
1747,product-350001,2,34,65,4,23,9,87
1748,product-133422,2,34,58,2,22,45,87
1749,product-49156,2,34,54,23,26,55,87
1750,product-377841,2,34,70,11,22,16,87
1751,product-348130,2,34,70,21,29,5,87
1752,product-137021,2,34,60,3,22,59,87
1753,product-361678,2,34,67,27,20,9,87
1754,product-48103,2,34,47,28,24,30,87
1755,product-151725,2,34,60,0,22,22,87
1756,product-183280,2,34,66,0,22,49,87
1757,product-165975,2,34,13,0,22,6,87
1758,product-133588,2,34,58,11,22,48,87
1759,product-143029,2,34,64,7,23,29,87
1760,product-15526,2,34,45,4,24,37,87
1761,product-39670,2,34,37,5,22,14,87
1762,product-156345,2,34,58,47,36,23,87
1763,product-191722,2,34,70,3,22,50,87
1764,product-149383,2,34,68,0,22,45,87
1765,product-132565,2,34,67,2,22,69,87
1766,product-149549,2,34,68,0,22,46,87
1767,product-358306,2,34,64,0,22,7,87
1768,product-1062,2,34,68,2,22,42,87
1769,product-22022,2,38,53,41,27,64,87
1770,product-63754,2,38,42,39,20,14,87
1771,product-316889,2,38,56,6,24,17,87
1772,product-218653,2,38,57,24,25,27,87
1773,product-124409,2,38,66,19,23,69,87
1774,product-227442,2,38,48,13,25,15,87
1775,product-64131,2,38,42,30,21,17,87
1776,product-72119,2,38,59,9,24,57,87
1777,product-30218,2,38,68,55,28,56,87
1778,product-30217,2,38,68,53,28,56,87
1779,product-62661,2,38,42,40,33,14,87
1780,product-61961,2,38,61,32,33,76,87
1781,product-62116,2,38,53,22,25,76,87
1782,product-21668,2,38,60,15,26,94,87
1783,product-30153,2,38,43,17,23,32,87
1784,product-125672,2,38,55,26,22,19,87
1785,product-62960,2,38,53,21,24,76,87
1786,product-312702,2,38,59,18,15,10,87
1787,product-123178,2,38,68,27,25,82,87
1788,product-69576,2,38,57,30,32,62,87
1789,product-67376,2,38,54,11,24,66,87
1790,product-312984,2,38,63,0,22,30,87
1791,product-123206,2,38,67,29,24,66,87
1792,product-69393,2,38,54,2,22,55,87
1793,product-122574,2,38,64,5,22,58,87
1794,product-122797,2,38,64,7,22,59,87
1795,product-69119,2,38,53,14,23,68,87
1796,product-123405,2,38,67,29,24,67,87
1797,product-123832,2,38,64,4,23,58,87
1798,product-123431,2,38,64,21,22,53,87
1799,product-314998,2,38,59,11,24,8,87
1800,product-123634,2,38,64,17,22,54,87
1801,product-220750,2,38,56,22,32,22,87
1802,product-66439,2,38,57,41,32,77,87
1803,product-203138,2,38,54,5,23,29,87
1804,product-129258,2,38,63,30,28,52,87
1805,product-203411,2,38,55,11,23,18,87
1806,product-31336,2,38,43,13,24,33,87
1807,product-203184,2,38,58,36,33,39,87
1808,product-336326,2,38,66,15,22,18,87
1809,product-54064,2,38,46,2,22,44,87
1810,product-129000,2,38,63,14,24,61,87
1811,product-205376,2,38,55,0,22,17,87
1812,product-55254,2,38,53,4,22,52,87
1813,product-55253,2,38,53,3,22,51,87
1814,product-128752,2,38,68,30,26,82,87
1815,product-128753,2,38,68,28,26,81,87
1816,product-199180,2,38,54,3,22,18,87
1817,product-31657,2,38,70,45,31,53,87
1818,product-198117,2,38,54,3,22,19,87
1819,product-338286,2,38,57,2,22,2,87
1820,product-337138,2,38,59,14,25,10,87
1821,product-53674,2,38,43,4,21,27,87
1822,product-53080,2,38,53,13,23,55,87
1823,product-324690,2,38,58,17,28,7,87
1824,product-59574,2,38,60,27,30,74,87
1825,product-326523,2,38,62,28,24,18,87
1826,product-58692,2,38,47,24,32,42,87
1827,product-12188,2,38,55,23,22,88,87
1828,product-59716,2,38,39,23,31,15,87
1829,product-30411,2,38,42,6,24,27,87
1830,product-126308,2,38,70,43,40,68,87
1831,product-61355,2,38,60,67,32,83,87
1832,product-323378,2,38,61,31,29,15,87
1833,product-212724,2,38,57,19,30,29,87
1834,product-12038,2,38,55,5,24,81,87
1835,product-127953,2,38,68,31,26,81,87
1836,product-127954,2,38,68,29,26,81,87
1837,product-12476,2,38,34,13,25,10,87
1838,product-127902,2,38,69,44,30,65,87
1839,product-329160,2,38,56,14,17,18,87
1840,product-128166,2,38,68,31,26,81,87
1841,product-55882,2,38,53,19,23,57,87
1842,product-128167,2,38,68,29,26,81,87
1843,product-205732,2,38,59,31,23,47,87
1844,product-128119,2,38,69,49,29,66,87
1845,product-128080,2,38,55,3,22,17,87
1846,product-128081,2,38,55,5,22,17,87
1847,product-31029,2,38,54,20,29,63,87
1848,product-205995,2,38,56,10,26,29,87
1849,product-58090,2,38,58,22,27,39,87
1850,product-57889,2,38,56,0,22,43,87
1851,product-127514,2,38,68,31,27,81,87
1852,product-127513,2,38,68,33,27,81,87
1853,product-127445,2,38,54,8,22,11,87
1854,product-127511,2,38,68,37,27,82,87
1855,product-57556,2,38,52,41,34,50,87
1856,product-127733,2,38,68,34,27,81,87
1857,product-127734,2,38,68,32,27,81,87
1858,product-127735,2,38,68,30,27,81,87
1859,product-229097,2,38,63,38,30,31,87
1860,product-254194,2,38,35,16,26,18,87
1861,product-105308,2,38,59,35,32,62,87
1862,product-280663,2,38,76,32,26,16,87
1863,product-252663,2,38,66,87,38,42,87
1864,product-253611,2,38,66,90,61,42,87
1865,product-280173,2,38,76,33,26,15,87
1866,product-104052,2,38,65,30,29,76,87
1867,product-90273,2,38,52,4,21,66,87
1868,product-89656,2,38,43,39,36,15,87
1869,product-104300,2,38,60,30,26,64,87
1870,product-86126,2,38,42,5,22,13,87
1871,product-27570,2,38,58,60,36,84,87
1872,product-246842,2,38,42,17,24,30,87
1873,product-282343,2,38,47,2,22,28,87
1874,product-250800,2,38,41,0,22,23,87
1875,product-106822,2,38,56,2,23,76,87
1876,product-263862,2,38,58,63,52,40,87
1877,product-7431,2,38,57,26,33,61,87
1878,product-271703,2,38,74,41,28,13,87
1879,product-100864,2,38,58,0,22,60,87
1880,product-100865,2,38,58,2,22,60,87
1881,product-273746,2,38,55,51,44,34,87
1882,product-95766,2,38,45,26,23,25,87
1883,product-101092,2,38,62,22,33,68,87
1884,product-96475,2,38,49,26,31,30,87
1885,product-100624,2,38,58,0,22,60,87
1886,product-7373,2,38,58,41,30,77,87
1887,product-268084,2,38,77,65,48,17,87
1888,product-99031,2,38,44,0,22,26,87
1889,product-269264,2,38,68,29,31,11,87
1890,product-98212,2,38,57,19,30,51,87
1891,product-97662,2,38,61,4,23,69,87
1892,product-97616,2,38,54,2,23,80,87
1893,product-264964,2,38,66,5,22,30,87
1894,product-97790,2,38,46,11,22,29,87
1895,product-101115,2,38,58,2,22,60,87
1896,product-92514,2,38,57,23,28,56,87
1897,product-102907,2,38,55,23,24,69,87
1898,product-257528,2,38,75,2,22,39,87
1899,product-25640,2,38,61,47,27,88,87
1900,product-257290,2,38,35,39,26,13,87
1901,product-257043,2,38,75,3,22,38,87
1902,product-25791,2,38,68,28,28,63,87
1903,product-258788,2,38,35,38,24,15,87
1904,product-115515,2,38,56,2,22,35,87
1905,product-115516,2,38,56,0,22,34,87
1906,product-76085,2,38,67,38,30,39,87
1907,product-76275,2,38,65,16,24,47,87
1908,product-23735,2,38,55,32,39,70,87
1909,product-114945,2,38,56,2,22,35,87
1910,product-114948,2,38,56,3,22,34,87
1911,product-114760,2,38,56,4,22,35,87
1912,product-237265,2,38,40,32,38,10,87
1913,product-115328,2,38,56,2,22,35,87
1914,product-78197,2,38,68,42,33,39,87
1915,product-115137,2,38,56,2,22,34,87
1916,product-120240,2,38,60,13,23,41,87
1917,product-23174,2,38,48,15,25,47,87
