ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
1345,customer-17184,0,48,8,11,22,63,86,89,57
1346,customer-17185,0,48,6,12,22,62,85,88,57
1347,customer-17187,0,48,97,18,22,61,78,87,63
1348,customer-17186,0,48,96,14,22,62,80,89,64
1349,customer-16967,0,48,97,17,22,61,79,87,63
1350,customer-16966,0,48,99,9,22,61,83,90,61
1351,customer-16965,0,48,24,6,22,61,89,92,57
1352,customer-67906,0,48,2,15,22,38,82,87,59
1353,customer-67905,0,48,99,8,22,38,84,91,62
1354,customer-67904,0,48,70,5,22,38,84,95,65
1355,customer-17618,0,48,4,20,22,64,82,84,56
1356,customer-17616,0,48,98,11,22,65,81,89,63
1357,customer-17397,0,48,96,12,22,64,80,89,64
1358,customer-17396,0,48,11,12,22,64,87,87,54
1359,customer-278582,0,48,14,9,22,33,88,89,54
1360,customer-131209,0,48,22,14,22,38,92,88,48
1361,customer-131222,0,48,88,9,22,34,80,93,67
1362,customer-131221,0,48,19,6,22,34,88,91,57
1363,customer-457554,0,48,5,2,22,7,86,93,61
1364,customer-131571,0,48,12,9,22,38,87,89,56
1365,customer-131583,0,48,0,9,22,34,83,90,61
1366,customer-131582,0,48,21,12,22,34,91,89,50
1367,customer-130853,0,48,22,15,22,37,92,87,47
1368,customer-130852,0,48,23,17,22,38,93,87,45
1369,customer-31365,0,48,14,6,22,75,87,91,57
1370,customer-130866,0,48,88,17,22,33,75,91,70
1371,customer-130865,0,48,98,8,22,33,83,91,62
1372,customer-278045,0,48,28,8,22,33,90,92,55
1373,customer-132640,0,48,41,3,22,36,87,94,60
1374,customer-132639,0,48,29,15,22,36,93,90,48
1375,customer-31047,0,48,1,12,22,50,83,89,60
1376,customer-31048,0,48,98,15,22,50,80,88,62
1377,customer-31046,0,48,0,9,22,51,83,90,61
1378,customer-31045,0,48,12,8,22,51,87,90,56
1379,customer-132986,0,48,25,15,22,36,93,89,47
1380,customer-131937,0,48,22,6,22,35,89,91,56
1381,customer-132289,0,48,96,3,22,35,85,93,62
1382,customer-132288,0,48,33,8,22,35,90,93,56
1383,customer-201793,0,48,21,50,22,5,94,63,11
1384,customer-31741,0,48,50,2,22,75,86,94,62
1385,customer-31742,0,48,80,21,22,75,71,94,78
1386,customer-130150,0,48,99,17,22,32,80,87,61
1387,customer-130149,0,48,99,8,22,32,83,91,62
1388,customer-130137,0,48,7,9,22,36,85,89,58
1389,customer-130136,0,48,10,18,22,37,86,83,50
1390,customer-68519,0,48,2,14,22,39,83,87,59
1391,customer-130508,0,48,92,15,22,33,77,89,67
1392,customer-130495,0,48,18,17,22,37,91,86,47
1393,customer-31428,0,48,4,15,22,51,83,86,57
1394,customer-129778,0,48,92,11,22,36,81,91,65
1395,customer-66987,0,48,11,8,22,35,87,90,56
1396,customer-66986,0,48,12,9,22,36,87,89,55
1397,customer-262372,0,48,93,8,22,19,82,92,64
1398,customer-262371,0,48,94,5,22,19,83,92,63
1399,customer-262368,0,48,16,5,22,18,87,91,57
1400,customer-262367,0,48,21,6,22,18,89,91,56
1401,customer-262450,0,48,77,15,22,27,76,95,74
1402,customer-322655,0,48,51,20,22,16,88,98,61
1403,customer-262449,0,48,1,21,22,27,79,84,59
1404,customer-262840,0,48,15,8,22,18,88,90,56
1405,customer-262839,0,48,16,9,22,18,88,90,54
1406,customer-262838,0,48,17,11,22,18,89,89,52
1407,customer-305058,0,48,29,6,22,18,89,92,56
1408,customer-120165,0,48,18,9,22,70,89,89,53
1409,customer-120164,0,48,32,15,22,70,93,91,49
1410,customer-261892,0,48,98,3,22,18,85,93,62
1411,customer-261889,0,48,22,6,22,18,88,92,57
1412,customer-54308,0,48,10,14,22,41,87,87,53
1413,customer-321954,0,48,52,18,22,16,87,98,63
1414,customer-263814,0,48,86,8,22,20,81,93,67
1415,customer-263815,0,48,95,3,22,20,84,93,63
1416,customer-263888,0,48,11,18,22,27,87,84,50
1417,customer-263879,0,48,87,12,22,30,78,92,69
1418,customer-263878,0,48,94,12,22,31,80,90,65
1419,customer-263322,0,48,90,11,22,20,80,92,67
1420,customer-263395,0,48,2,18,22,27,81,85,58
1421,customer-263385,0,48,92,24,22,31,71,86,70
1422,customer-263384,0,48,96,30,22,31,70,81,65
1423,customer-262920,0,48,96,21,22,27,76,86,65
1424,customer-54008,0,48,12,12,22,41,88,88,53
1425,customer-260499,0,48,21,8,22,17,89,91,55
1426,customer-260503,0,48,99,6,22,18,84,92,62
1427,customer-119184,0,48,16,6,22,34,88,91,56
1428,customer-260953,0,48,95,3,22,18,84,93,63
1429,customer-260952,0,48,2,3,22,18,85,93,61
1430,customer-260949,0,48,24,6,22,17,89,92,56
1431,customer-207253,0,48,20,52,22,4,93,61,8
1432,customer-119446,0,48,97,11,22,68,81,90,63
1433,customer-119445,0,48,32,15,22,69,94,91,48
1434,customer-496613,0,48,73,9,22,33,81,96,69
1435,customer-119088,0,48,94,11,22,68,80,91,65
1436,customer-119087,0,48,28,14,22,68,93,90,49
1437,customer-66674,0,48,12,6,22,35,87,91,57
1438,customer-66673,0,48,12,6,22,35,87,91,58
1439,customer-119912,0,48,91,21,22,34,74,88,69
1440,customer-119911,0,48,8,11,22,34,86,88,56
1441,customer-261420,0,48,0,3,22,18,85,93,61
1442,customer-261417,0,48,23,6,22,17,89,92,56
1443,customer-119808,0,48,98,11,22,69,82,90,62
1444,customer-119807,0,48,32,14,22,69,93,91,49
1445,customer-119806,0,48,37,29,22,70,97,90,41
1446,customer-376138,0,48,96,36,22,37,66,77,64
1447,customer-495662,0,48,67,15,22,32,80,98,72
1448,customer-495661,0,48,71,15,22,32,78,97,74
1449,customer-495659,0,48,71,11,22,31,80,96,70
1450,customer-496130,0,48,74,12,22,31,79,96,72
1451,customer-496131,0,48,76,12,22,32,78,96,72
1452,customer-496132,0,48,74,12,22,32,79,96,72
1453,customer-496133,0,48,68,9,22,32,81,96,69
1454,customer-496134,0,48,62,12,22,33,82,98,69
1455,customer-375594,0,48,83,17,22,37,75,93,73
1456,customer-375593,0,48,88,20,22,36,73,90,72
1457,customer-479165,0,48,14,8,22,13,87,90,56
1458,customer-479166,0,48,99,11,22,13,82,89,61
1459,customer-18063,0,49,0,18,22,65,80,85,60
1460,customer-18062,0,49,97,12,22,66,81,89,63
1461,customer-82761,0,49,16,11,22,57,89,89,54
1462,customer-17836,0,49,6,18,22,65,84,85,54
1463,customer-32119,0,49,78,26,22,75,67,94,82
1464,customer-17837,0,49,99,20,22,65,78,85,61
1465,customer-18286,0,49,88,12,22,66,78,92,69
1466,customer-18287,0,49,91,18,22,66,75,89,69
1467,customer-465795,0,49,14,23,22,11,89,81,43
1468,customer-465499,0,49,11,17,22,11,87,85,51
1469,customer-158001,0,49,2,15,22,20,82,87,59
1470,customer-68214,0,49,88,15,22,38,77,91,70
1471,customer-18735,0,49,78,6,22,67,82,94,67
1472,customer-18736,0,49,88,17,22,67,75,91,71
1473,customer-464959,0,49,22,15,22,11,92,88,48
1474,customer-31800,0,49,12,5,22,53,87,91,59
1475,customer-18512,0,49,88,20,22,66,72,90,72
1476,customer-18511,0,49,95,8,22,67,83,91,63
1477,customer-17178,0,49,28,18,22,65,94,87,43
1478,customer-17174,0,49,5,15,22,67,83,86,57
1479,customer-17173,0,49,5,15,22,67,84,86,56
1480,customer-17172,0,49,7,14,22,68,85,87,56
1481,customer-17171,0,49,16,8,22,68,88,90,55
1482,customer-183643,0,49,14,21,22,6,89,82,44
1483,customer-183644,0,49,16,23,22,5,91,81,41
1484,customer-125401,0,49,2,9,22,37,83,89,60
1485,customer-125400,0,49,16,11,22,37,89,89,53
1486,customer-16956,0,49,17,18,22,65,91,84,45
1487,customer-16955,0,49,11,14,22,66,87,86,52
1488,customer-16954,0,49,98,8,22,66,83,91,62
1489,customer-16953,0,49,12,3,22,66,87,92,59
1490,customer-16952,0,49,29,6,22,67,89,92,56
1491,customer-125037,0,49,8,21,22,36,84,83,51
1492,customer-125036,0,49,8,18,22,36,85,84,52
1493,customer-125035,0,49,9,12,22,36,86,88,55
1494,customer-125402,0,49,92,14,22,37,78,90,67
1495,customer-17617,0,49,98,15,22,64,80,88,63
1496,customer-32176,0,49,98,15,22,53,80,88,63
1497,customer-126136,0,49,2,15,22,38,82,87,59
1498,customer-32175,0,49,3,11,22,53,84,89,59
1499,customer-83051,0,49,25,8,22,57,89,91,55
1500,customer-125403,0,49,99,17,22,37,79,87,61
1501,customer-17385,0,49,8,9,22,69,86,89,57
1502,customer-125766,0,49,1,11,22,38,83,89,60
1503,customer-125767,0,49,6,14,22,38,84,87,56
1504,customer-278581,0,49,24,14,22,33,92,89,48
1505,customer-457915,0,49,0,0,22,8,86,94,61
1506,customer-457916,0,49,62,14,22,10,82,98,69
1507,customer-458262,0,49,12,2,22,9,86,93,60
1508,customer-279122,0,49,24,12,22,33,92,89,50
1509,customer-279123,0,49,14,11,22,33,88,89,54
1510,customer-131570,0,49,26,20,22,38,94,87,43
1511,customer-156986,0,49,3,6,22,20,85,91,60
1512,customer-459251,0,49,12,11,22,9,87,89,54
1513,customer-459577,0,49,0,3,22,9,85,92,61
1514,customer-278044,0,49,31,14,22,33,93,91,50
1515,customer-50539,0,49,5,15,22,44,83,86,57
1516,customer-458594,0,49,79,5,22,9,83,94,65
1517,customer-458595,0,49,60,15,22,9,83,98,69
1518,customer-458921,0,49,8,3,22,9,86,92,60
1519,customer-458922,0,49,60,17,22,9,82,99,69
1520,customer-132628,0,49,21,12,22,40,91,89,51
1521,customer-280516,0,49,6,3,22,34,86,93,61
1522,customer-280517,0,49,96,6,22,34,83,91,63
1523,customer-456014,0,49,16,17,22,5,90,85,47
1524,customer-456015,0,49,6,18,22,5,84,85,54
1525,customer-456016,0,49,2,18,22,5,81,85,57
1526,customer-456017,0,49,7,15,22,6,85,86,55
1527,customer-68829,0,49,99,14,22,40,81,88,61
1528,customer-68828,0,49,1,11,22,41,83,89,60
1529,customer-455224,0,49,75,2,22,6,85,94,63
1530,customer-68827,0,49,10,6,22,41,86,91,58
1531,customer-279592,0,49,25,8,22,33,89,91,55
1532,customer-279593,0,49,14,9,22,34,88,89,55
1533,customer-457184,0,49,12,23,22,7,88,81,44
1534,customer-131925,0,49,14,21,22,39,89,83,45
1535,customer-156738,0,49,2,9,22,20,84,90,60
1536,customer-456399,0,49,10,17,22,4,86,85,51
1537,customer-456400,0,49,5,21,22,5,82,83,54
1538,customer-280062,0,49,8,5,22,34,86,91,59
1539,customer-280061,0,49,25,2,22,34,87,93,59
1540,customer-392498,0,49,31,14,22,30,93,91,50
1541,customer-156739,0,49,7,9,22,20,85,89,57
1542,customer-50220,0,49,4,15,22,43,83,86,57
1543,customer-132277,0,49,14,18,22,39,89,84,47
1544,customer-132276,0,49,16,18,22,39,90,85,46
1545,customer-275348,0,49,89,30,22,36,65,85,75
1546,customer-463305,0,49,14,17,22,9,88,85,49
1547,customer-19184,0,49,91,15,22,68,77,90,68
1548,customer-462765,0,49,14,24,22,9,89,80,42
1549,customer-201792,0,49,19,48,22,5,92,63,13
1550,customer-464140,0,49,6,14,22,10,84,87,56
1551,customer-274797,0,49,89,29,22,36,66,86,75
1552,customer-274796,0,49,89,27,22,36,68,87,73
1553,customer-82463,0,49,30,17,22,58,94,90,47
1554,customer-82464,0,49,50,11,22,57,88,96,61
1555,customer-18960,0,49,85,20,22,67,72,91,75
1556,customer-18959,0,49,97,3,22,68,85,93,62
1557,customer-463579,0,49,13,29,22,9,88,77,39
1558,customer-463580,0,49,12,11,22,9,87,89,54
1559,customer-463856,0,49,12,27,22,9,87,78,41
1560,customer-463857,0,49,9,12,22,10,86,88,56
1561,customer-157750,0,49,1,12,22,20,83,89,60
1562,customer-157751,0,49,2,12,22,20,83,89,59
1563,customer-68518,0,49,7,12,22,40,85,88,57
1564,customer-68517,0,49,11,6,22,40,87,91,58
1565,customer-157238,0,49,2,6,22,20,84,91,61
1566,customer-459888,0,49,8,3,22,9,86,92,60
1567,customer-459889,0,49,56,20,22,9,84,99,67
1568,customer-157237,0,49,1,8,22,20,84,91,61
1569,customer-460187,0,49,16,8,22,8,88,90,55
1570,customer-31425,0,49,38,3,22,52,87,94,59
1571,customer-31426,0,49,16,6,22,52,88,91,56
1572,customer-31427,0,49,12,15,22,52,88,86,51
1573,customer-31424,0,49,34,6,22,53,89,93,57
1574,customer-461942,0,49,10,11,22,9,87,89,56
1575,customer-461370,0,49,14,14,22,9,88,87,52
1576,customer-461371,0,49,82,3,22,9,84,94,64
1577,customer-157492,0,49,2,9,22,20,84,90,60
1578,customer-461660,0,49,88,5,22,9,83,93,65
1579,customer-461080,0,49,12,21,22,9,87,83,47
1580,customer-19409,0,49,89,21,22,68,72,89,72
1581,customer-19408,0,49,11,14,22,68,87,87,53
1582,customer-120631,0,49,99,17,22,36,80,87,61
1583,customer-120630,0,49,16,2,22,36,87,93,60
1584,customer-376692,0,49,89,26,22,38,69,87,73
1585,customer-84162,0,49,10,14,22,56,87,87,53
1586,customer-262837,0,49,19,15,22,18,91,87,48
1587,customer-120522,0,49,3,11,22,71,84,89,59
1588,customer-120163,0,49,41,18,22,71,93,94,51
1589,customer-120269,0,49,25,12,22,35,92,89,50
1590,customer-120521,0,49,22,8,22,71,89,91,54
1591,customer-120520,0,49,31,20,22,72,95,89,44
1592,customer-120270,0,49,6,14,22,35,85,87,56
1593,customer-54307,0,49,12,11,22,41,87,89,55
1594,customer-121612,0,49,32,17,22,73,94,90,47
1595,customer-121611,0,49,34,33,22,73,99,85,31
1596,customer-486713,0,49,83,8,22,19,81,94,68
1597,customer-487246,0,49,83,9,22,19,80,94,68
1598,customer-33250,0,49,85,30,22,76,64,89,80
1599,customer-485635,0,49,77,9,22,18,80,95,70
1600,customer-485636,0,49,0,0,22,19,86,94,61
1601,customer-485637,0,49,71,3,22,18,84,94,64
1602,customer-263806,0,49,13,17,22,18,88,85,49
1603,customer-263805,0,49,15,18,22,18,89,84,46
1604,customer-263804,0,49,16,21,22,18,90,83,44
1605,customer-263889,0,49,75,30,22,26,65,96,85
1606,customer-486178,0,49,83,8,22,19,81,94,67
1607,customer-486179,0,49,81,9,22,19,80,94,69
1608,customer-120999,0,49,92,27,22,36,69,85,70
1609,customer-488858,0,49,11,14,22,20,87,87,53
1610,customer-488859,0,49,95,17,22,20,78,88,65
1611,customer-489403,0,49,2,11,22,20,83,89,60
1612,customer-120886,0,49,39,8,22,72,90,94,57
1613,customer-120885,0,49,36,27,22,72,97,89,41
1614,customer-121249,0,49,38,14,22,72,92,93,52
1615,customer-121248,0,49,36,32,22,73,98,87,36
1616,customer-487782,0,49,83,11,22,20,80,93,69
1617,customer-263315,0,49,15,14,22,18,89,87,51
1618,customer-263314,0,49,19,14,22,18,91,87,49
1619,customer-488317,0,49,97,6,22,20,84,92,62
1620,customer-488318,0,49,86,14,22,20,77,92,70
1621,customer-207252,0,49,20,48,22,4,93,63,11
1622,customer-496617,0,49,69,21,22,35,75,98,77
1623,customer-496616,0,49,69,17,22,34,77,98,75
1624,customer-496615,0,49,70,14,22,34,79,97,72
1625,customer-496614,0,49,71,11,22,34,80,96,71
1626,customer-13129,0,49,51,17,22,29,88,98,62
1627,customer-54902,0,49,12,12,22,41,87,88,54
1628,customer-119910,0,49,19,12,22,35,90,88,50
1629,customer-376139,0,49,94,32,22,37,67,80,67
1630,customer-376140,0,49,90,27,22,38,69,86,72
1631,customer-376141,0,49,84,26,22,38,68,90,78
1632,customer-496135,0,49,62,17,22,33,81,99,71
1633,customer-33624,0,49,89,23,22,77,71,89,72
1634,customer-33625,0,49,85,36,22,76,58,86,82
1635,customer-84437,0,49,16,23,22,55,91,82,42
1636,customer-54604,0,49,9,11,22,41,86,89,56
1637,customer-84432,0,49,22,15,22,57,92,87,47
1638,customer-84433,0,49,11,11,22,57,87,88,54
1639,customer-84434,0,49,95,15,22,56,79,89,64
1640,customer-84435,0,49,94,18,22,56,76,87,66
1641,customer-84436,0,49,9,20,22,56,85,83,50
1642,customer-126864,0,50,34,5,22,40,88,93,58
1643,customer-158501,0,50,2,15,22,20,82,86,58
1644,customer-126865,0,50,90,3,22,40,84,93,63
1645,customer-126739,0,50,21,14,22,77,91,88,50
1646,customer-183911,0,50,14,24,22,7,89,80,41
1647,customer-158253,0,50,3,15,22,20,83,87,58
1648,customer-468388,0,50,45,5,22,14,87,94,60
1649,customer-127100,0,50,14,14,22,77,89,87,51
1650,customer-158254,0,50,2,15,22,20,82,87,59
1651,customer-158746,0,50,3,11,22,20,84,89,59
1652,customer-158745,0,50,8,11,22,20,85,88,56
1653,customer-126371,0,50,92,5,22,76,83,93,63
1654,customer-17824,0,50,9,17,22,70,86,85,52
1655,customer-17823,0,50,11,17,22,71,87,85,50
1656,customer-126370,0,50,25,15,22,77,93,88,47
1657,customer-126498,0,50,24,8,22,39,89,91,55
1658,customer-126499,0,50,6,8,22,39,85,90,58
1659,customer-464691,0,50,18,20,22,11,91,84,44
1660,customer-127821,0,50,27,15,22,78,93,89,47
1661,customer-464961,0,50,73,11,22,12,80,96,71
1662,customer-127948,0,50,19,11,22,41,90,89,52
1663,customer-467756,0,50,92,9,22,13,81,91,65
1664,customer-127227,0,50,25,3,22,40,87,93,59
1665,customer-127226,0,50,16,5,22,41,87,92,58
1666,customer-468074,0,50,18,15,22,13,91,87,48
1667,customer-127586,0,50,29,6,22,41,89,92,56
1668,customer-51496,0,50,8,23,22,44,84,81,49
1669,customer-466765,0,50,12,11,22,12,87,89,55
1670,customer-466438,0,50,15,15,22,12,89,86,50
1671,customer-127462,0,50,17,11,22,77,89,89,53
1672,customer-467100,0,50,1,6,22,13,85,91,61
1673,customer-17170,0,50,27,8,22,69,90,92,54
1674,customer-125266,0,50,25,20,22,76,94,86,42
1675,customer-183642,0,50,13,21,22,6,88,82,46
1676,customer-125009,0,50,20,11,22,42,90,89,52
1677,customer-125010,0,50,91,5,22,42,84,93,63
1678,customer-124899,0,50,18,6,22,75,88,91,56
1679,customer-124898,0,50,22,18,22,76,93,85,44
1680,customer-183641,0,50,14,24,22,7,89,81,42
1681,customer-269046,0,50,5,8,22,24,85,91,59
1682,customer-126005,0,50,4,12,22,76,84,88,58
1683,customer-126004,0,50,20,20,22,76,93,84,43
1684,customer-17605,0,50,9,8,22,69,86,90,57
1685,customer-17604,0,50,18,9,22,70,89,89,53
1686,customer-17603,0,50,20,11,22,70,90,89,52
1687,customer-158989,0,50,12,9,22,20,87,89,56
1688,customer-42330,0,50,88,8,22,58,81,93,66
1689,customer-42329,0,50,24,8,22,58,90,91,54
1690,customer-126135,0,50,2,20,22,38,81,84,57
1691,customer-126134,0,50,2,18,22,38,81,85,57
1692,customer-126133,0,50,3,11,22,39,84,89,59
1693,customer-126132,0,50,19,8,22,39,89,91,55
1694,customer-271104,0,50,81,11,22,13,79,94,70
1695,customer-271103,0,50,37,12,22,12,92,93,53
1696,customer-83050,0,50,18,18,22,57,91,85,45
1697,customer-125634,0,50,21,21,22,76,93,83,41
1698,customer-270041,0,50,44,3,22,12,87,94,61
1699,customer-17384,0,50,16,8,22,69,88,90,56
1700,customer-17383,0,50,24,9,22,69,91,90,52
1701,customer-270575,0,50,62,5,22,13,85,95,64
1702,customer-81873,0,50,47,6,22,58,88,95,61
1703,customer-81872,0,50,24,8,22,58,90,91,54
1704,customer-391828,0,50,28,14,22,31,93,90,49
1705,customer-391827,0,50,24,12,22,31,91,89,50
1706,customer-20112,0,50,91,15,22,69,77,90,68
1707,customer-20111,0,50,88,5,22,70,83,93,65
1708,customer-50540,0,50,2,15,22,43,82,87,59
1709,customer-391151,0,50,28,11,22,31,91,91,52
1710,customer-391150,0,50,28,9,22,31,91,91,53
1711,customer-391149,0,50,28,9,22,31,91,91,53
1712,customer-19876,0,50,0,12,22,69,82,89,61
1713,customer-19875,0,50,12,2,22,69,86,93,61
1714,customer-132975,0,50,12,12,22,40,87,88,54
1715,customer-132974,0,50,16,17,22,40,89,86,48
1716,customer-20591,0,50,12,11,22,71,87,89,54
1717,customer-456791,0,50,19,27,22,3,93,79,35
1718,customer-456792,0,50,9,26,22,3,85,79,46
1719,customer-456397,0,50,20,23,22,4,93,83,40
1720,customer-456398,0,50,12,15,22,4,87,86,51
1721,customer-392497,0,50,29,17,22,30,94,89,46
1722,customer-20352,0,50,90,20,22,70,74,89,70
1723,customer-20351,0,50,8,12,22,70,85,88,56
1724,customer-20350,0,50,21,18,22,71,93,86,44
1725,customer-129025,0,50,9,15,22,42,86,86,54
1726,customer-275890,0,50,89,32,22,37,65,85,74
1727,customer-201791,0,50,18,42,22,6,91,67,21
1728,customer-42706,0,50,4,9,22,58,84,89,59
1729,customer-128309,0,50,4,8,22,42,85,91,60
1730,customer-128308,0,50,14,24,22,42,89,80,43
1731,customer-128181,0,50,23,18,22,78,93,87,44
1732,customer-128667,0,50,6,18,22,42,83,84,54
1733,customer-51179,0,50,9,21,22,44,85,82,49
1734,customer-19638,0,50,18,11,22,69,89,89,52
1735,customer-50857,0,50,11,21,22,44,87,82,48
1736,customer-50858,0,50,4,17,22,44,83,85,56
1737,customer-82169,0,50,36,12,22,58,92,93,53
1738,customer-276441,0,50,90,30,22,37,65,84,73
1739,customer-41568,0,50,0,12,22,56,82,89,61
1740,customer-41567,0,50,5,14,22,57,84,87,57
1741,customer-489931,0,50,32,5,22,20,88,93,58
1742,customer-489932,0,50,0,5,22,20,85,92,61
1743,customer-41473,0,50,21,9,22,89,90,90,53
1744,customer-323000,0,50,28,32,22,2,98,81,29
1745,customer-322999,0,50,26,32,22,2,98,80,29
1746,customer-377797,0,50,91,24,22,39,71,87,71
1747,customer-121361,0,50,90,33,22,37,63,83,75
1748,customer-377796,0,50,98,24,22,38,74,83,62
1749,customer-263803,0,50,17,23,22,18,91,81,41
1750,customer-121727,0,50,87,26,22,37,68,89,76
1751,customer-121726,0,50,88,27,22,37,67,88,75
1752,customer-33304,0,50,0,21,22,56,78,84,59
1753,customer-489402,0,50,18,8,22,20,89,90,55
1754,customer-377243,0,50,92,20,22,38,74,88,69
1755,customer-33303,0,50,6,17,22,56,84,85,55
1756,customer-33301,0,50,23,6,22,57,89,92,56
1757,customer-33302,0,50,10,9,22,56,87,89,56
1758,customer-263311,0,50,24,21,22,17,94,85,41
1759,customer-263310,0,50,25,21,22,17,94,85,41
1760,customer-497094,0,50,79,17,22,36,75,94,75
1761,customer-497095,0,50,76,17,22,36,74,96,76
1762,customer-260434,0,50,8,20,22,3,85,83,52
1763,customer-260433,0,50,9,18,22,3,86,84,51
1764,customer-260886,0,50,1,27,22,2,76,80,57
1765,customer-496619,0,50,66,20,22,35,77,99,76
1766,customer-496618,0,50,67,21,22,35,76,98,76
1767,customer-207544,0,50,20,48,22,4,93,63,12
1768,customer-207543,0,50,19,47,22,5,93,64,14
1769,customer-376145,0,50,86,21,22,38,72,91,74
1770,customer-376144,0,50,87,20,22,38,73,91,73
1771,customer-376143,0,50,85,23,22,39,70,91,76
1772,customer-376142,0,50,83,26,22,38,67,91,79
1773,customer-323713,0,50,24,35,22,2,97,76,25
1774,customer-33673,0,50,16,9,22,58,88,90,54
1775,customer-33674,0,50,5,12,22,57,85,88,57
1776,customer-33675,0,50,0,17,22,57,80,87,60
1777,customer-123920,0,50,3,20,22,40,81,84,57
1778,customer-123799,0,50,36,24,22,78,96,90,43
1779,customer-123800,0,50,39,5,22,78,89,94,59
1780,customer-126847,0,51,5,18,22,44,83,85,55
1781,customer-126846,0,51,9,11,22,45,86,89,56
1782,customer-469016,0,51,98,23,22,15,77,84,61
1783,customer-469017,0,51,99,21,22,16,78,84,61
1784,customer-126716,0,51,0,8,22,72,83,91,61
1785,customer-18048,0,51,10,21,22,72,86,82,48
1786,customer-18047,0,51,1,15,22,72,81,87,59
1787,customer-469335,0,51,6,32,22,15,80,75,47
1788,customer-469336,0,51,97,29,22,15,71,80,62
1789,customer-469337,0,51,0,29,22,15,74,79,57
1790,customer-469346,0,51,9,8,22,19,86,90,57
1791,customer-18046,0,51,4,11,22,72,84,89,59
1792,customer-127077,0,51,92,5,22,72,83,93,63
1793,customer-18045,0,51,24,12,22,73,91,89,50
1794,customer-471182,0,51,5,21,22,22,82,83,54
1795,customer-470791,0,51,6,29,22,21,81,78,49
1796,customer-17822,0,51,16,21,22,71,91,83,44
1797,customer-17821,0,51,16,17,22,72,90,85,48
1798,customer-183905,0,51,50,0,22,9,86,94,62
1799,customer-183904,0,51,44,8,22,9,89,95,59
1800,customer-183906,0,51,92,6,22,9,83,93,64
1801,customer-126479,0,51,14,9,22,44,88,89,55
1802,customer-271679,0,51,10,8,22,25,87,90,57
1803,customer-183909,0,51,10,23,22,7,86,81,48
1804,customer-271678,0,51,15,6,22,25,87,91,57
1805,customer-51811,0,51,10,20,22,45,86,83,49
1806,customer-469688,0,51,11,29,22,19,86,77,41
1807,customer-470034,0,51,13,27,22,20,88,78,40
1808,customer-470402,0,51,11,20,22,20,87,83,48
1809,customer-318302,0,51,15,9,22,25,88,89,55
1810,customer-183910,0,51,13,24,22,7,88,80,43
1811,customer-127799,0,51,87,9,22,71,80,93,67
1812,customer-184160,0,51,28,12,22,11,92,90,50
1813,customer-42614,0,51,0,2,22,87,85,93,61
1814,customer-184164,0,51,92,5,22,10,83,93,63
1815,customer-184163,0,51,17,3,22,10,87,92,59
1816,customer-184162,0,51,25,8,22,10,89,91,55
1817,customer-127207,0,51,34,6,22,45,89,93,57
1818,customer-127567,0,51,99,9,22,46,83,90,61
1819,customer-51495,0,51,10,24,22,45,85,80,46
1820,customer-317596,0,51,96,5,22,25,84,92,63
1821,customer-317595,0,51,24,9,22,25,91,90,52
1822,customer-127461,0,51,22,15,22,78,92,87,46
1823,customer-127439,0,51,88,5,22,72,83,93,65
1824,customer-125241,0,51,61,9,22,71,84,97,66
1825,customer-125255,0,51,97,26,22,77,74,82,63
1826,customer-125254,0,51,3,18,22,76,81,85,57
1827,customer-125253,0,51,11,8,22,76,87,90,57
1828,customer-125252,0,51,34,11,22,76,91,92,53
1829,customer-125250,0,51,47,23,22,75,91,96,56
1830,customer-125251,0,51,43,15,22,75,91,95,55
1831,customer-159471,0,51,16,12,22,20,89,88,52
1832,customer-159470,0,51,19,12,22,21,90,89,51
1833,customer-42237,0,51,96,9,22,88,82,91,63
1834,customer-125377,0,51,12,15,22,43,88,85,50
1835,customer-269583,0,51,98,8,22,25,83,91,62
1836,customer-269582,0,51,7,8,22,24,85,91,59
1837,customer-269581,0,51,16,8,22,24,88,90,55
1838,customer-159935,0,51,11,8,22,21,87,90,56
1839,customer-159936,0,51,11,9,22,21,87,89,56
1840,customer-183637,0,51,4,11,22,8,84,89,59
1841,customer-159702,0,51,15,9,22,21,88,89,54
1842,customer-183639,0,51,11,20,22,7,87,83,48
1843,customer-183638,0,51,8,17,22,8,85,85,54
1844,customer-183636,0,51,11,5,22,9,87,91,59
1845,customer-473879,0,51,12,3,22,28,86,93,60
1846,customer-125984,0,51,2,12,22,73,83,88,59
1847,customer-126114,0,51,31,11,22,43,91,92,52
1848,customer-126113,0,51,39,11,22,44,91,94,56
1849,customer-125983,0,51,88,11,22,73,80,92,67
1850,customer-125982,0,51,78,6,22,73,82,94,67
1851,customer-270631,0,51,9,11,22,25,86,89,56
1852,customer-125981,0,51,28,3,22,72,88,93,58
1853,customer-472332,0,51,4,23,22,25,80,81,54
1854,customer-472333,0,51,99,11,22,25,82,89,61
1855,customer-126348,0,51,88,17,22,72,75,91,70
1856,customer-126347,0,51,6,9,22,72,85,89,58
1857,customer-471943,0,51,13,20,22,24,88,83,47
1858,customer-472710,0,51,3,11,22,26,84,89,59
