ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology
23050,product-306532,6,31,62,4
23051,product-286818,6,11,65,26
23052,product-306436,6,31,63,18
23053,product-84799,6,18,42,2
23054,product-84710,6,31,53,30
23055,product-287336,6,25,76,40
23056,product-287335,6,25,76,41
23057,product-306391,6,8,62,0
23058,product-84720,6,24,52,36
23059,product-84751,6,25,48,14
23060,product-84752,6,28,47,15
23061,product-306435,6,29,63,20
23062,product-73390,6,12,65,37
23063,product-287224,6,12,61,35
23064,product-287213,6,71,60,28
23065,product-84782,6,16,45,15
23066,product-306413,6,27,69,38
23067,product-306414,6,29,69,40
23068,product-73350,6,11,44,12
23069,product-287036,6,66,64,15
23070,product-287225,6,28,61,33
23071,product-72973,6,88,65,20
23072,product-306655,6,83,63,46
23073,product-84826,6,19,34,17
23074,product-286612,6,12,46,5
23075,product-286610,6,10,46,4
23076,product-84980,6,17,52,39
23077,product-73030,6,24,58,27
23078,product-286521,6,50,58,0
23079,product-73028,6,90,58,30
23080,product-286460,6,31,76,38
23081,product-307045,6,52,63,49
23082,product-73023,6,81,58,38
23083,product-286454,6,90,76,29
23084,product-307066,6,56,62,18
23085,product-286422,6,9,70,9
23086,product-85021,6,8,45,9
23087,product-286419,6,92,70,15
23088,product-73001,6,22,53,21
23089,product-72997,6,88,54,29
23090,product-84985,6,85,52,31
23091,product-286800,6,82,63,20
23092,product-306982,6,67,61,41
23093,product-84970,6,97,54,23
23094,product-73217,6,16,53,16
23095,product-73213,6,34,53,26
23096,product-73195,6,36,59,14
23097,product-286793,6,59,61,35
23098,product-84850,6,28,57,0
23099,product-306810,6,29,69,41
23100,product-306923,6,39,64,6
23101,product-306975,6,11,59,58
23102,product-306928,6,33,63,9
23103,product-306935,6,17,62,5
23104,product-306938,6,32,62,5
23105,product-73149,6,56,41,28
23106,product-73133,6,90,44,7
23107,product-306939,6,42,62,4
23108,product-306940,6,49,62,4
23109,product-84955,6,89,57,11
23110,product-73177,6,29,65,34
23111,product-72136,6,18,55,33
23112,product-285669,6,67,59,0
23113,product-308169,6,42,61,21
23114,product-284971,6,25,60,38
23115,product-85773,6,16,52,32
23116,product-71295,6,29,40,23
23117,product-85776,6,10,51,27
23118,product-85777,6,10,51,26
23119,product-85807,6,19,45,5
23120,product-284886,6,60,39,0
23121,product-308903,6,40,64,13
23122,product-284821,6,62,46,2
23123,product-309068,6,92,66,12
23124,product-85828,6,19,46,17
23125,product-71193,6,9,56,21
23126,product-309084,6,83,69,23
23127,product-71181,6,31,55,29
23128,product-85851,6,92,44,6
23129,product-71168,6,89,54,22
23130,product-85813,6,66,45,4
23131,product-85867,6,24,41,14
23132,product-308891,6,36,65,11
23133,product-85739,6,85,57,9
23134,product-71488,6,29,40,23
23135,product-85608,6,26,37,29
23136,product-85616,6,42,34,7
23137,product-308732,6,36,67,0
23138,product-85619,6,26,34,11
23139,product-308787,6,18,65,19
23140,product-71471,6,18,44,13
23141,product-71350,6,53,53,29
23142,product-308815,6,33,60,6
23143,product-71388,6,62,56,24
23144,product-285090,6,89,76,26
23145,product-285028,6,60,67,30
23146,product-85651,6,72,59,0
23147,product-308820,6,39,59,7
23148,product-308884,6,44,65,26
23149,product-308885,6,43,65,24
23150,product-308816,6,31,60,6
23151,product-285096,6,25,76,37
23152,product-71162,6,69,54,34
23153,product-309120,6,11,67,2
23154,product-85933,6,29,53,0
23155,product-85934,6,9,53,0
23156,product-70906,6,10,40,11
23157,product-284559,6,85,68,15
23158,product-284558,6,82,68,16
23159,product-284550,6,59,67,29
23160,product-309338,6,25,59,54
23161,product-284613,6,89,76,27
23162,product-70900,6,17,41,30
23163,product-70891,6,15,43,15
23164,product-309377,6,15,48,6
23165,product-86047,6,10,52,24
23166,product-70816,6,23,51,0
23167,product-284500,6,69,60,44
23168,product-86053,6,11,50,5
23169,product-284496,6,58,60,40
23170,product-86045,6,12,52,29
23171,product-309109,6,59,74,8
23172,product-309311,6,42,60,23
23173,product-70952,6,19,57,2
23174,product-284652,6,8,65,0
23175,product-284618,6,21,76,37
23176,product-85875,6,69,36,22
23177,product-71105,6,62,40,13
23178,product-85877,6,77,37,18
23179,product-85880,6,21,37,14
23180,product-85884,6,31,34,9
23181,product-309309,6,39,60,20
23182,product-284614,6,86,76,29
23183,product-309200,6,32,60,0
23184,product-309209,6,40,59,4
23185,product-71023,6,40,50,0
23186,product-70992,6,23,56,33
23187,product-309288,6,92,64,3
23188,product-85897,6,33,67,33
23189,product-309308,6,31,60,19
23190,product-309176,6,40,65,18
23191,product-285100,6,25,75,28
23192,product-71538,6,50,54,36
23193,product-85593,6,62,42,4
23194,product-308397,6,21,65,18
23195,product-285568,6,29,76,37
23196,product-308421,6,32,60,9
23197,product-285563,6,90,76,27
23198,product-85354,6,83,34,6
23199,product-71926,6,59,53,38
23200,product-71925,6,48,53,36
23201,product-71938,6,75,55,35
23202,product-308422,6,32,60,9
23203,product-85361,6,16,34,14
23204,product-71921,6,90,53,41
23205,product-71915,6,16,56,23
23206,product-308426,6,42,59,9
23207,product-85373,6,47,59,3
23208,product-85374,6,56,59,2
23209,product-85389,6,34,53,0
23210,product-85359,6,33,34,17
23211,product-85393,6,35,52,0
23212,product-85344,6,97,40,14
23213,product-285572,6,23,75,29
23214,product-285667,6,50,58,3
23215,product-308193,6,88,48,6
23216,product-308194,6,99,48,6
23217,product-72088,6,32,38,28
23218,product-72079,6,77,40,24
23219,product-308257,6,56,62,7
23220,product-72062,6,83,44,15
23221,product-308396,6,18,65,19
23222,product-308258,6,60,62,6
23223,product-72059,6,76,43,9
23224,product-72054,6,49,45,12
23225,product-285597,6,18,65,3
23226,product-71957,6,21,57,26
23227,product-71955,6,40,57,28
23228,product-285574,6,45,77,40
23229,product-71954,6,46,57,29
23230,product-85329,6,33,42,5
23231,product-71870,6,14,40,21
23232,product-308496,6,34,65,11
23233,product-308504,6,90,64,13
23234,product-71670,6,50,44,15
23235,product-285205,6,66,59,0
23236,product-71599,6,91,52,9
23237,product-308665,6,91,64,0
23238,product-308680,6,69,67,14
23239,product-71551,6,86,55,30
23240,product-308717,6,53,74,9
23241,product-71682,6,12,40,19
23242,product-85525,6,16,48,0
23243,product-85547,6,35,45,4
23244,product-285203,6,46,59,2
23245,product-85549,6,81,45,6
23246,product-71543,6,22,53,32
23247,product-71540,6,41,54,38
23248,product-308729,6,30,67,2
23249,product-71539,6,50,54,38
23250,product-71545,6,96,54,38
23251,product-285353,6,95,40,0
23252,product-85508,6,40,51,29
23253,product-308633,6,72,61,32
23254,product-308522,6,14,60,20
23255,product-85415,6,55,57,35
23256,product-285448,6,54,60,35
23257,product-85480,6,8,52,2
23258,product-71857,6,94,43,2
23259,product-85491,6,94,54,20
23260,product-71798,6,35,52,11
23261,product-285445,6,69,59,32
23262,product-308542,6,35,56,17
23263,product-285394,6,61,76,32
23264,product-71792,6,26,52,11
23265,product-71744,6,86,55,30
23266,product-308548,6,22,60,56
23267,product-85505,6,29,52,34
23268,product-285360,6,21,39,2
23269,product-308590,6,17,48,3
23270,product-71728,6,54,53,40
23271,product-73411,6,18,63,2
23272,product-84697,6,17,51,2
23273,product-73426,6,18,56,45
23274,product-84603,6,34,56,8
23275,product-303342,6,36,56,29
23276,product-289593,6,78,61,29
23277,product-75037,6,92,48,24
23278,product-75036,6,96,48,27
23279,product-303412,6,72,65,32
23280,product-303426,6,36,65,22
23281,product-289509,6,35,72,2
23282,product-83728,6,62,42,4
23283,product-83765,6,32,34,0
23284,product-74895,6,34,66,24
23285,product-74889,6,21,67,45
23286,product-289480,6,54,42,0
23287,product-289340,6,19,62,3
23288,product-83772,6,39,34,21
23289,product-83801,6,25,61,20
23290,product-303665,6,40,65,36
23291,product-303572,6,38,64,9
23292,product-289337,6,12,76,47
23293,product-83727,6,46,42,3
23294,product-303328,6,74,64,11
23295,product-290302,6,56,57,8
23296,product-83665,6,94,51,32
23297,product-75116,6,42,64,0
23298,product-290196,6,96,43,5
23299,product-75114,6,38,64,2
23300,product-290067,6,12,76,44
23301,product-75108,6,28,65,15
23302,product-289595,6,90,61,33
23303,product-83699,6,88,45,8
23304,product-289838,6,25,42,0
23305,product-75083,6,92,37,2
23306,product-289831,6,40,43,2
23307,product-303322,6,70,63,11
23308,product-289703,6,12,76,46
23309,product-75081,6,92,37,2
23310,product-303327,6,39,64,11
23311,product-289960,6,72,61,32
23312,product-290324,6,78,63,38
23313,product-83812,6,53,59,9
23314,product-303754,6,94,75,14
23315,product-83969,6,17,45,12
23316,product-288963,6,14,76,46
23317,product-83980,6,50,45,6
23318,product-304140,6,34,65,19
23319,product-74636,6,11,42,14
23320,product-288961,6,16,76,42
23321,product-304242,6,55,65,42
23322,product-83965,6,26,46,20
23323,product-288933,6,81,71,0
23324,product-84001,6,60,42,0
23325,product-84003,6,53,42,2
23326,product-304288,6,69,67,22
23327,product-304302,6,34,67,12
23328,product-84004,6,60,42,2
23329,product-74525,6,69,56,34
23330,product-304437,6,31,67,27
23331,product-74546,6,21,54,0
23332,product-303700,6,75,67,24
23333,product-74642,6,31,40,6
23334,product-83930,6,38,51,34
23335,product-74829,6,90,48,26
23336,product-289335,6,15,76,45
23337,product-303788,6,94,69,33
23338,product-303832,6,21,67,35
23339,product-74724,6,91,53,6
23340,product-74710,6,12,58,45
23341,product-303850,6,41,64,10
23342,product-74643,6,44,40,6
23343,product-303948,6,42,65,38
23344,product-303953,6,60,64,37
23345,product-304073,6,89,69,32
23346,product-83915,6,31,53,21
23347,product-289304,6,92,71,3
23348,product-289231,6,71,61,38
23349,product-304130,6,29,67,29
23350,product-83927,6,35,52,37
23351,product-74683,6,28,65,16
23352,product-75140,6,91,55,28
23353,product-303317,6,36,63,9
23354,product-303156,6,40,65,30
23355,product-75611,6,14,56,6
23356,product-83375,6,14,53,23
23357,product-291138,6,49,77,30
23358,product-302596,6,75,63,16
23359,product-75577,6,12,53,0
23360,product-291073,6,22,68,35
23361,product-302607,6,97,56,36
23362,product-291139,6,35,77,32
23363,product-75561,6,9,64,11
23364,product-75558,6,16,64,6
23365,product-75556,6,11,64,4
23366,product-290942,6,93,45,29
23367,product-83388,6,82,51,31
23368,product-302808,6,27,65,23
23369,product-83392,6,26,51,23
23370,product-83413,6,93,46,11
23371,product-83380,6,54,53,29
23372,product-83414,6,19,46,13
23373,product-291143,6,22,77,38
23374,product-83354,6,40,52,0
23375,product-302338,6,9,59,2
23376,product-75736,6,22,67,39
23377,product-302388,6,88,56,30
23378,product-83188,6,54,43,10
23379,product-75718,6,86,38,8
23380,product-291485,6,40,77,30
23381,product-291435,6,85,70,56
23382,product-291158,6,22,59,2
23383,product-291432,6,78,70,56
23384,product-302547,6,16,59,3
23385,product-83229,6,94,34,20
23386,product-83343,6,86,56,24
23387,product-83344,6,83,56,26
23388,product-83347,6,79,56,23
23389,product-291284,6,94,45,30
23390,product-291278,6,84,45,22
23391,product-83225,6,40,34,12
23392,product-302810,6,32,65,20
23393,product-290805,6,38,59,4
23394,product-75507,6,29,39,0
23395,product-290416,6,28,77,35
23396,product-75312,6,76,40,20
23397,product-75296,6,97,37,0
23398,product-303067,6,79,63,13
23399,product-75294,6,36,37,0
23400,product-290395,6,81,72,0
23401,product-303069,6,81,64,13
23402,product-290420,6,21,76,41
23403,product-290349,6,98,68,29
23404,product-83624,6,89,56,24
23405,product-83628,6,90,56,20
23406,product-303077,6,88,57,37
23407,product-75248,6,99,48,23
23408,product-303078,6,82,57,37
23409,product-303091,6,46,57,24
23410,product-75182,6,21,56,9
23411,product-83623,6,85,56,23
23412,product-303063,6,15,63,11
23413,product-75336,6,25,64,3
23414,product-75337,6,28,64,2
23415,product-302827,6,89,64,15
23416,product-290786,6,21,77,40
23417,product-290784,6,30,77,33
23418,product-302903,6,62,65,29
23419,product-83444,6,21,43,2
23420,product-83451,6,39,42,0
23421,product-290783,6,38,77,32
23422,product-75365,6,84,53,18
23423,product-75363,6,28,55,24
23424,product-302914,6,89,66,28
23425,product-290577,6,94,44,18
23426,product-290561,6,97,43,3
23427,product-75356,6,29,56,38
23428,product-75347,6,16,64,15
23429,product-83502,6,90,34,19
23430,product-302915,6,19,66,27
23431,product-302972,6,57,71,2
23432,product-288899,6,85,69,50
23433,product-309466,6,86,66,13
23434,product-84035,6,54,34,0
23435,product-74518,6,91,56,50
23436,product-84472,6,21,52,27
23437,product-84505,6,14,46,18
23438,product-305634,6,36,75,24
23439,product-305680,6,21,69,38
23440,product-287954,6,84,45,33
23441,product-305783,6,19,62,2
23442,product-84507,6,33,46,15
23443,product-73881,6,58,54,48
23444,product-287922,6,46,42,0
23445,product-84519,6,26,45,6
23446,product-73842,6,29,62,0
23447,product-73834,6,38,65,13
23448,product-84523,6,78,44,0
23449,product-84536,6,97,43,3
23450,product-305850,6,61,48,2
23451,product-73831,6,75,65,17
23452,product-305791,6,42,62,2
23453,product-73813,6,82,37,3
23454,product-84469,6,99,51,33
23455,product-305607,6,75,69,9
23456,product-73993,6,17,46,11
23457,product-305446,6,35,62,2
23458,product-84352,6,9,56,8
23459,product-84429,6,64,55,16
23460,product-84436,6,92,56,14
23461,product-73990,6,68,46,4
23462,product-73988,6,99,46,0
23463,product-288043,6,66,59,23
23464,product-73986,6,92,46,6
23465,product-305450,6,64,62,0
23466,product-73980,6,8,47,23
23467,product-73958,6,95,42,0
23468,product-305588,6,57,66,10
23469,product-73890,6,49,56,44
23470,product-288045,6,68,59,25
23471,product-288044,6,51,59,24
23472,product-73984,6,18,47,19
23473,product-305369,6,50,61,22
23474,product-305851,6,51,48,3
23475,product-305897,6,38,63,47
23476,product-287338,6,19,76,36
23477,product-73596,6,88,37,6
23478,product-306146,6,36,62,2
23479,product-84560,6,35,34,11
23480,product-73593,6,22,36,0
23481,product-287337,6,23,76,38
23482,product-306172,6,56,59,28
23483,product-73611,6,84,65,17
23484,product-84565,6,34,34,18
23485,product-73550,6,95,46,7
23486,product-306173,6,33,59,27
23487,product-84602,6,47,56,6
23488,product-73521,6,84,42,0
23489,product-73450,6,53,56,46
23490,product-306201,6,39,61,21
23491,product-306264,6,62,63,48
23492,product-73551,6,16,46,9
23493,product-287751,6,22,76,40
23494,product-306139,6,14,63,5
23495,product-73637,6,17,54,34
23496,product-305944,6,39,66,5
23497,product-80251,6,42,56,39
23498,product-73792,6,19,43,30
23499,product-305963,6,81,71,16
23500,product-73773,6,17,46,11
23501,product-84542,6,36,42,0
23502,product-73771,6,16,46,12
23503,product-306138,6,17,63,7
23504,product-306137,6,21,63,9
23505,product-287659,6,7,64,4
23506,product-287657,6,90,64,6
23507,product-287642,6,96,61,41
23508,product-73760,6,19,47,17
23509,product-73759,6,31,47,19
23510,product-73643,6,84,53,30
23511,product-73642,6,94,53,11
23512,product-287745,6,8,76,34
23513,product-288157,6,25,76,41
23514,product-305357,6,16,69,37
23515,product-288158,6,26,76,43
23516,product-84190,6,25,53,22
23517,product-74426,6,34,40,8
23518,product-84192,6,10,53,25
23519,product-288566,6,12,76,39
23520,product-74424,6,99,40,9
23521,product-304959,6,71,76,24
23522,product-304962,6,71,76,25
23523,product-304905,6,50,67,19
23524,product-304963,6,71,76,26
23525,product-74419,6,25,42,16
23526,product-74400,6,15,45,2
23527,product-74298,6,88,56,40
23528,product-288514,6,79,70,37
23529,product-84203,6,23,52,38
23530,product-305037,6,92,62,25
23531,product-84205,6,35,51,34
23532,product-305017,6,11,69,35
23533,product-74281,6,9,54,34
23534,product-288567,6,16,76,40
23535,product-288568,6,18,76,41
23536,product-288852,6,58,62,39
23537,product-288849,6,64,61,34
23538,product-74468,6,8,63,0
23539,product-304461,6,56,63,2
23540,product-288848,6,58,61,32
23541,product-74450,6,17,67,43
23542,product-288575,6,40,62,0
23543,product-74433,6,54,37,0
23544,product-288574,6,28,62,2
23545,product-84042,6,23,34,15
23546,product-288573,6,19,62,2
23547,product-304648,6,75,76,23
23548,product-84071,6,35,61,20
23549,product-304694,6,15,69,35
23550,product-84166,6,69,55,17
23551,product-84179,6,10,55,6
23552,product-304598,6,57,67,20
23553,product-305039,6,80,62,27
23554,product-74262,6,32,58,32
23555,product-288468,6,80,62,27
23556,product-74094,6,79,56,41
23557,product-84297,6,59,34,0
23558,product-84298,6,65,34,2
23559,product-305105,6,38,63,3
23560,product-305161,6,81,47,2
23561,product-288307,6,65,43,2
23562,product-288305,6,23,43,0
23563,product-74156,6,36,43,0
23564,product-74044,6,47,65,14
23565,product-305249,6,53,67,17
23566,product-288293,6,66,64,16
23567,product-84306,6,30,34,19
23568,product-288163,6,18,62,0
23569,product-305306,6,69,76,28
23570,product-84313,6,45,66,40
23571,product-288160,6,17,76,41
23572,product-288302,6,12,44,2
23573,product-74185,6,99,47,24
23574,product-288331,6,56,42,0
23575,product-288332,6,69,42,0
23576,product-74259,6,12,63,11
23577,product-84207,6,84,51,30
23578,product-84238,6,33,46,21
23579,product-288449,6,86,59,22
23580,product-305045,6,39,77,17
23581,product-74233,6,78,38,9
23582,product-305046,6,49,77,18
23583,product-305047,6,49,77,19
23584,product-305048,6,39,77,20
23585,product-74222,6,89,40,12
23586,product-288359,6,11,72,2
23587,product-84272,6,52,42,0
23588,product-74220,6,99,42,18
23589,product-74190,6,92,46,7
23590,product-84277,6,47,42,2
23591,product-74189,6,91,46,5
23592,product-288333,6,77,42,0
23593,product-84037,6,58,34,4
23594,product-145312,6,99,72,9
23595,product-330398,6,90,61,21
23596,product-315329,6,26,63,6
23597,product-367089,6,49,63,40
23598,product-367109,6,25,58,33
23599,product-367110,6,11,58,32
23600,product-43905,6,12,55,23
23601,product-43903,6,28,55,21
23602,product-367259,6,16,79,10
23603,product-367261,6,14,79,13
23604,product-367268,6,12,78,22
23605,product-367269,6,18,78,23
23606,product-43806,6,47,65,6
23607,product-43795,6,28,66,10
23608,product-43974,6,17,72,47
23609,product-43783,6,84,71,43
23610,product-43758,6,29,50,19
23611,product-43737,6,31,53,13
23612,product-43736,6,24,53,13
23613,product-43733,6,12,54,27
23614,product-43732,6,94,55,29
23615,product-43721,6,78,54,23
23616,product-43708,6,11,56,8
23617,product-367329,6,25,66,2
23618,product-367393,6,19,58,31
23619,product-43688,6,53,59,48
23620,product-367532,6,97,79,9
23621,product-367312,6,64,70,22
23622,product-367540,6,10,78,20
23623,product-43977,6,42,71,42
23624,product-43992,6,38,66,5
23625,product-44286,6,53,59,47
23626,product-44285,6,59,59,49
23627,product-44258,6,67,52,17
23628,product-366822,6,23,54,6
23629,product-366823,6,19,54,4
23630,product-44215,6,34,65,2
23631,product-44208,6,38,66,6
23632,product-366957,6,96,76,17
23633,product-366978,6,25,78,18
23634,product-366981,6,14,78,22
23635,product-44154,6,85,48,0
23636,product-43986,6,28,69,28
23637,product-367037,6,29,66,8
23638,product-44135,6,85,53,30
23639,product-44116,6,99,55,20
23640,product-44107,6,9,55,26
23641,product-44100,6,32,55,24
23642,product-44096,6,9,56,17
23643,product-44095,6,91,56,15
23644,product-367040,6,34,66,3
23645,product-367056,6,61,65,30
23646,product-44089,6,16,56,11
23647,product-367059,6,32,65,31
23648,product-43997,6,41,65,3
23649,product-44152,6,29,48,3
23650,product-43575,6,27,50,18
23651,product-43568,6,21,52,42
23652,product-43545,6,19,55,26
23653,product-368259,6,62,78,15
23654,product-368305,6,36,67,6
23655,product-43262,6,29,57,17
23656,product-368341,6,40,62,38
23657,product-43248,6,41,65,13
23658,product-368557,6,44,62,36
23659,product-43233,6,42,66,12
23660,product-43229,6,28,67,17
23661,product-43221,6,9,70,49
23662,product-43220,6,16,71,50
23663,product-43218,6,38,40,15
23664,product-43303,6,72,59,47
23665,product-368753,6,9,67,21
23666,product-43216,6,11,40,17
23667,product-368777,6,61,62,32
23668,product-368804,6,18,57,17
23669,product-43178,6,93,51,13
23670,product-43177,6,16,51,12
23671,product-43165,6,16,53,14
23672,product-43164,6,22,54,16
23673,product-43163,6,18,54,18
23674,product-43160,6,9,54,27
23675,product-368941,6,72,81,52
23676,product-43157,6,8,54,27
23677,product-368776,6,65,62,33
23678,product-368256,6,39,78,12
23679,product-43323,6,28,55,5
23680,product-368147,6,38,56,5
23681,product-43544,6,81,54,28
23682,product-367601,6,32,66,2
23683,product-367627,6,44,63,46
23684,product-43524,6,92,56,8
23685,product-43519,6,17,56,10
23686,product-367648,6,15,60,34
23687,product-367660,6,38,57,23
23688,product-367675,6,25,55,4
23689,product-43450,6,68,65,11
23690,product-43449,6,40,65,11
23691,product-367796,6,14,78,15
23692,product-367797,6,81,78,17
23693,product-43427,6,16,67,17
23694,product-43415,6,35,40,14
23695,product-43410,6,14,40,17
23696,product-43391,6,10,47,0
23697,product-43387,6,21,50,17
23698,product-43361,6,15,54,19
23699,product-367847,6,14,67,7
23700,product-43341,6,73,54,19
23701,product-368030,6,90,78,15
23702,product-368111,6,43,62,41
23703,product-43330,6,75,56,9
23704,product-368144,6,52,56,11
23705,product-368145,6,35,56,9
23706,product-366821,6,24,55,8
23707,product-368963,6,98,67,23
23708,product-366748,6,65,65,32
23709,product-366747,6,50,65,32
23710,product-44985,6,82,53,26
23711,product-365057,6,38,65,40
23712,product-44969,6,14,55,34
23713,product-365115,6,55,57,27
23714,product-365139,6,38,68,4
23715,product-365140,6,40,68,4
23716,product-365141,6,38,67,4
23717,product-44967,6,36,55,36
23718,product-44964,6,18,55,41
23719,product-365143,6,36,67,4
23720,product-365145,6,32,67,4
23721,product-364962,6,83,68,9
23722,product-44958,6,14,56,38
23723,product-365297,6,12,79,23
23724,product-365302,6,15,78,28
23725,product-44937,6,12,57,20
23726,product-44922,6,18,58,51
23727,product-365485,6,29,67,2
23728,product-44892,6,17,55,11
23729,product-44886,6,16,55,0
23730,product-365488,6,31,67,2
23731,product-44837,6,25,66,5
23732,product-365639,6,38,78,20
23733,product-365642,6,10,78,25
23734,product-365289,6,16,84,20
23735,product-365648,6,88,68,0
23736,product-45009,6,38,48,5
23737,product-364951,6,12,78,29
23738,product-45207,6,32,55,32
23739,product-364265,6,22,77,52
23740,product-364327,6,49,66,37
23741,product-45199,6,24,56,43
23742,product-45193,6,16,57,40
23743,product-364396,6,34,57,33
23744,product-45191,6,83,57,38
23745,product-45180,6,97,56,22
23746,product-45173,6,97,57,27
23747,product-364551,6,76,71,40
23748,product-45163,6,32,59,52
23749,product-364953,6,34,78,31
23750,product-45162,6,57,59,54
23751,product-45124,6,18,55,0
23752,product-364601,6,35,68,5
23753,product-45077,6,9,68,13
23754,product-364603,6,16,68,2
23755,product-364604,6,88,68,2
23756,product-364680,6,46,64,0
23757,product-45056,6,99,41,2
23758,product-45055,6,91,41,2
23759,product-364681,6,42,63,0
23760,product-45027,6,44,47,32
23761,product-364754,6,99,57,32
23762,product-45141,6,28,52,21
23763,product-44796,6,44,48,21
23764,product-44786,6,71,48,0
23765,product-44771,6,96,53,24
23766,product-44479,6,71,53,19
23767,product-44478,6,66,52,17
23768,product-44423,6,17,66,2
23769,product-366427,6,40,65,35
23770,product-44403,6,28,40,4
23771,product-44381,6,28,48,30
23772,product-44380,6,15,48,26
23773,product-44377,6,27,48,20
23774,product-366499,6,24,55,6
23775,product-44373,6,60,48,12
23776,product-44372,6,46,48,10
23777,product-44505,6,55,59,50
23778,product-366510,6,14,67,4
23779,product-366512,6,19,67,4
23780,product-366660,6,25,78,20
23781,product-366663,6,19,78,24
23782,product-44353,6,11,53,33
23783,product-44344,6,18,53,20
23784,product-44332,6,88,55,23
23785,product-366666,6,17,78,27
23786,product-366671,6,15,68,0
23787,product-44328,6,22,55,30
23788,product-366673,6,92,68,3
23789,product-366731,6,34,65,0
23790,product-366511,6,14,67,4
23791,product-366343,6,10,68,0
23792,product-44520,6,12,56,15
23793,product-366336,6,8,78,27
23794,product-365649,6,98,68,2
23795,product-365807,6,23,54,0
23796,product-365821,6,22,67,0
23797,product-365823,6,24,67,0
23798,product-44732,6,29,56,20
23799,product-365994,6,99,68,2
23800,product-44723,6,92,57,27
23801,product-365995,6,14,68,4
23802,product-44711,6,41,58,50
23803,product-44702,6,73,57,51
23804,product-366024,6,19,78,53
23805,product-366085,6,54,64,40
23806,product-44612,6,31,41,5
23807,product-44597,6,28,47,32
23808,product-44596,6,22,48,28
23809,product-44580,6,91,48,4
23810,product-44579,6,9,48,5
23811,product-44565,6,98,53,22
23812,product-366144,6,50,58,20
23813,product-366167,6,19,67,2
23814,product-366319,6,85,84,19
23815,product-366332,6,14,78,21
23816,product-44546,6,31,55,39
23817,product-44541,6,10,56,34
23818,product-366334,6,12,78,24
23819,product-44307,6,72,56,15
23820,product-45209,6,39,55,30
23821,product-368966,6,34,66,24
23822,product-369010,6,32,57,15
23823,product-42092,6,26,54,24
23824,product-373370,6,88,75,43
23825,product-373375,6,10,71,57
23826,product-373377,6,11,70,58
23827,product-42085,6,28,54,14
23828,product-42084,6,29,54,12
23829,product-373581,6,88,72,28
23830,product-42081,6,78,54,8
23831,product-373624,6,90,84,32
23832,product-42077,6,94,54,3
23833,product-42076,6,74,54,2
23834,product-373227,6,11,70,60
23835,product-373636,6,26,75,44
23836,product-373730,6,99,84,33
23837,product-42068,6,58,55,0
23838,product-42062,6,22,56,6
23839,product-373829,6,31,71,48
23840,product-373902,6,26,75,45
23841,product-42047,6,16,59,37
23842,product-42046,6,97,59,38
23843,product-42045,6,97,59,40
23844,product-42031,6,62,57,49
23845,product-373903,6,16,75,47
23846,product-41981,6,84,65,28
23847,product-42073,6,16,55,4
23848,product-41975,6,29,66,28
23849,product-373224,6,86,71,59
23850,product-373050,6,88,75,33
23851,product-42313,6,15,50,24
23852,product-372585,6,32,59,15
23853,product-42300,6,15,51,16
23854,product-42299,6,8,51,14
23855,product-42289,6,16,53,5
23856,product-42285,6,7,54,16
23857,product-372591,6,17,59,14
23858,product-42276,6,47,54,12
23859,product-42275,6,72,54,11
23860,product-372727,6,90,75,30
23861,product-42272,6,92,54,8
23862,product-373064,6,7,71,61
23863,product-372730,6,31,75,37
23864,product-372739,6,14,70,64
23865,product-42168,6,91,65,26
23866,product-372859,6,78,83,33
23867,product-42164,6,22,65,26
23868,product-372881,6,91,72,2
23869,product-42159,6,18,66,24
23870,product-42158,6,12,66,24
23871,product-42151,6,15,67,27
23872,product-42126,6,17,47,0
23873,product-42121,6,16,50,33
23874,product-373037,6,21,72,9
23875,product-42218,6,58,57,48
23876,product-41974,6,43,66,27
23877,product-41973,6,54,66,27
23878,product-373904,6,97,75,51
23879,product-374451,6,15,74,32
23880,product-374689,6,25,65,9
23881,product-41735,6,8,50,2
23882,product-374690,6,22,65,9
23883,product-41726,6,22,52,10
23884,product-374691,6,19,65,7
23885,product-41714,6,38,54,23
23886,product-41713,6,58,54,21
23887,product-41712,6,33,54,20
23888,product-374692,6,15,65,5
23889,product-374759,6,16,76,38
23890,product-41743,6,52,51,19
23891,product-374801,6,25,65,8
23892,product-374803,6,21,65,6
23893,product-41703,6,88,54,5
23894,product-41702,6,98,54,3
23895,product-41694,6,27,54,0
23896,product-41693,6,17,54,0
23897,product-374863,6,61,73,52
23898,product-374917,6,21,65,4
23899,product-375031,6,18,65,5
23900,product-375032,6,20,65,3
23901,product-375033,6,21,65,2
23902,product-41592,6,46,66,30
23903,product-374802,6,22,65,7
23904,product-374450,6,25,74,32
23905,product-374448,6,17,74,33
23906,product-41776,6,71,67,35
23907,product-373905,6,14,75,52
23908,product-373907,6,12,75,50
23909,product-373986,6,10,75,45
23910,product-41941,6,40,47,0
23911,product-41933,6,18,51,24
23912,product-373987,6,11,75,47
23913,product-373988,6,14,75,50
23914,product-374064,6,26,71,35
23915,product-374066,6,12,71,34
23916,product-374074,6,16,75,49
23917,product-374153,6,50,71,38
23918,product-41894,6,10,54,11
23919,product-374174,6,8,71,40
23920,product-41891,6,93,54,6
23921,product-41887,6,17,54,2
