ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope
9892,customer-49248,0,48,16,8
9893,customer-81053,0,37,12,9
9894,customer-81054,0,36,7,12
9895,customer-448428,0,75,82,14
9896,customer-81055,0,36,2,14
9897,customer-81056,0,36,4,14
9898,customer-448466,0,69,30,9
9899,customer-155804,0,57,94,6
9900,customer-136436,0,61,96,5
9901,customer-69250,0,65,15,27
9902,customer-69251,0,65,15,21
9903,customer-285371,0,50,18,8
9904,customer-313013,0,31,82,5
9905,customer-313014,0,31,92,12
9906,customer-285368,0,51,23,17
9907,customer-285367,0,51,22,17
9908,customer-285366,0,52,22,17
9909,customer-285365,0,52,23,18
9910,customer-69255,0,63,5,12
9911,customer-136488,0,57,6,8
9912,customer-136487,0,57,99,8
9913,customer-448154,0,58,0,14
9914,customer-49230,0,51,21,12
9915,customer-21881,0,44,32,18
9916,customer-49231,0,51,17,15
9917,customer-155792,0,57,82,3
9918,customer-448260,0,53,57,24
9919,customer-69254,0,64,20,18
9920,customer-185351,0,62,76,35
9921,customer-69253,0,64,18,14
9922,customer-448276,0,57,61,21
9923,customer-448277,0,57,64,23
9924,customer-69252,0,64,16,14
9925,customer-21882,0,43,22,6
9926,customer-448467,0,69,28,12
9927,customer-397325,0,48,39,5
9928,customer-285770,0,55,26,11
9929,customer-137095,0,53,41,5
9930,customer-312766,0,50,4,15
9931,customer-286015,0,26,1,23
9932,customer-397597,0,62,78,18
9933,customer-197902,0,69,75,6
9934,customer-197903,0,69,0,3
9935,customer-285998,0,32,4,9
9936,customer-285997,0,32,14,9
9937,customer-447475,0,67,25,20
9938,customer-447476,0,66,18,14
9939,customer-447477,0,66,2,11
9940,customer-197904,0,69,9,5
9941,customer-71745,0,51,86,5
9942,customer-155690,0,51,21,15
9943,customer-397532,0,45,74,24
9944,customer-447586,0,63,32,5
9945,customer-447587,0,63,35,3
9946,customer-447588,0,63,25,2
9947,customer-397531,0,44,74,8
9948,customer-397530,0,44,36,14
9949,customer-197984,0,61,88,9
9950,customer-197901,0,69,64,6
9951,customer-447429,0,74,13,38
9952,customer-312765,0,50,19,18
9953,customer-22050,0,51,89,8
9954,customer-447408,0,76,58,12
9955,customer-312730,0,56,19,12
9956,customer-137146,0,61,10,11
9957,customer-286117,0,59,0,35
9958,customer-286116,0,59,1,38
9959,customer-22069,0,47,92,18
9960,customer-22068,0,47,2,6
9961,customer-137145,0,61,7,9
9962,customer-197876,0,69,82,53
9963,customer-71742,0,51,25,2
9964,customer-397529,0,45,39,24
9965,customer-71743,0,51,15,8
9966,customer-447416,0,75,34,12
9967,customer-30512,0,63,57,27
9968,customer-80956,0,50,24,18
9969,customer-80957,0,50,51,6
9970,customer-71744,0,51,6,5
9971,customer-155679,0,54,97,11
9972,customer-447428,0,74,13,30
9973,customer-286038,0,24,95,27
9974,customer-286037,0,24,11,26
9975,customer-22051,0,51,89,20
9976,customer-447415,0,75,34,11
9977,customer-285671,0,58,1,36
9978,customer-285918,0,23,86,21
9979,customer-447614,0,57,18,6
9980,customer-136843,0,57,6,8
9981,customer-285810,0,52,20,21
9982,customer-447691,0,60,79,6
9983,customer-285809,0,53,21,24
9984,customer-136842,0,57,0,6
9985,customer-136841,0,57,96,8
9986,customer-312952,0,25,44,20
9987,customer-447739,0,48,18,36
9988,customer-155739,0,49,11,15
9989,customer-155740,0,49,14,14
9990,customer-155741,0,49,16,12
9991,customer-447762,0,53,54,24
9992,customer-285799,0,55,20,8
9993,customer-136791,0,61,3,3
9994,customer-312953,0,25,52,18
9995,customer-312954,0,25,53,27
9996,customer-447779,0,57,61,27
9997,customer-447780,0,58,61,30
9998,customer-447781,0,58,61,32
9999,customer-198071,0,64,4,18
10000,customer-312955,0,25,54,38
10001,customer-285811,0,52,19,18
10002,customer-397416,0,39,93,5
10003,customer-447658,0,58,98,14
10004,customer-447657,0,58,94,15
10005,customer-447615,0,57,89,5
10006,customer-447616,0,57,9,5
10007,customer-447617,0,57,19,6
10008,customer-312810,0,46,4,11
10009,customer-312811,0,46,98,12
10010,customer-22012,0,58,4,14
10011,customer-22011,0,58,10,11
10012,customer-22010,0,58,13,9
10013,customer-285909,0,21,37,26
10014,customer-136976,0,42,14,12
10015,customer-447613,0,57,22,14
10016,customer-155691,0,51,83,9
10017,customer-136902,0,49,9,6
10018,customer-447634,0,55,94,12
10019,customer-285820,0,51,81,24
10020,customer-136901,0,49,16,12
10021,customer-285819,0,51,85,18
10022,customer-285817,0,50,7,11
10023,customer-136861,0,55,8,9
10024,customer-198019,0,62,99,5
10025,customer-447655,0,58,90,17
10026,customer-447656,0,58,92,17
10027,customer-198018,0,62,8,11
10028,customer-448468,0,68,25,11
10029,customer-448469,0,68,22,14
10030,customer-185350,0,62,0,0
10031,customer-313354,0,65,11,30
10032,customer-313355,0,64,8,32
10033,customer-396159,0,44,69,9
10034,customer-284667,0,32,22,3
10035,customer-396158,0,45,25,20
10036,customer-198401,0,57,5,20
10037,customer-449274,0,56,67,15
10038,customer-449275,0,56,70,14
10039,customer-77287,0,42,41,18
10040,customer-135773,0,56,19,26
10041,customer-135772,0,57,17,18
10042,customer-77286,0,42,38,11
10043,customer-449414,0,74,56,15
10044,customer-449415,0,74,58,14
10045,customer-71800,0,45,91,2
10046,customer-135771,0,57,12,11
10047,customer-396084,0,72,1,15
10048,customer-449423,0,76,10,9
10049,customer-77285,0,42,33,6
10050,customer-135770,0,57,3,9
10051,customer-284585,0,23,92,15
10052,customer-284685,0,25,31,17
10053,customer-313353,0,65,10,20
10054,customer-198354,0,64,4,17
10055,customer-396227,0,62,92,11
10056,customer-198266,0,62,86,11
10057,customer-313155,0,67,11,23
10058,customer-81118,0,56,76,18
10059,customer-284781,0,57,1,15
10060,customer-449130,0,55,76,12
10061,customer-313156,0,67,11,21
10062,customer-155935,0,51,83,11
10063,customer-135830,0,49,16,11
10064,customer-284776,0,57,23,18
10065,customer-284775,0,58,29,23
10066,customer-284584,0,23,2,12
10067,customer-449159,0,59,5,11
10068,customer-449161,0,58,2,11
10069,customer-198302,0,62,7,8
10070,customer-185216,0,52,86,8
10071,customer-284734,0,25,86,27
10072,customer-135788,0,55,6,12
10073,customer-185215,0,52,25,12
10074,customer-198303,0,62,0,3
10075,customer-449238,0,48,19,12
10076,customer-449259,0,52,59,21
10077,customer-449260,0,52,65,20
10078,customer-449160,0,58,2,11
10079,customer-449083,0,63,33,8
10080,customer-449462,0,69,22,5
10081,customer-77284,0,42,25,11
10082,customer-198509,0,68,39,8
10083,customer-198510,0,68,46,6
10084,customer-30668,0,48,7,24
10085,customer-313406,0,58,24,11
10086,customer-198547,0,62,86,14
10087,customer-313407,0,58,22,12
10088,customer-449753,0,52,60,24
10089,customer-449754,0,52,61,23
10090,customer-284444,0,55,88,12
10091,customer-284443,0,55,85,8
10092,customer-135546,0,42,37,9
10093,customer-155981,0,50,14,20
10094,customer-449760,0,54,61,23
10095,customer-449761,0,54,57,20
10096,customer-449762,0,54,62,18
10097,customer-449763,0,54,68,18
10098,customer-449764,0,54,73,17
10099,customer-449765,0,55,76,24
10100,customer-449766,0,55,78,18
10101,customer-449767,0,55,79,12
10102,customer-449768,0,56,78,15
10103,customer-198508,0,68,36,6
10104,customer-30667,0,48,9,23
10105,customer-449658,0,59,5,12
10106,customer-449657,0,59,4,14
10107,customer-77283,0,43,23,14
10108,customer-198463,0,69,0,0
10109,customer-198464,0,69,0,0
10110,customer-135720,0,60,99,12
10111,customer-71801,0,45,20,2
10112,customer-449472,0,68,0,18
10113,customer-449473,0,68,98,23
10114,customer-49376,0,65,18,17
10115,customer-449583,0,63,33,12
10116,customer-396041,0,39,82,2
10117,customer-449463,0,69,16,5
10118,customer-155980,0,50,18,15
10119,customer-135669,0,53,25,8
10120,customer-198507,0,68,35,6
10121,customer-284493,0,50,83,14
10122,customer-135641,0,53,1,12
10123,customer-284491,0,50,18,12
10124,customer-21637,0,43,90,9
10125,customer-21636,0,43,28,18
10126,customer-30666,0,48,4,14
10127,customer-135640,0,53,25,14
10128,customer-449656,0,59,2,14
10129,customer-135670,0,53,78,6
10130,customer-81117,0,56,38,3
10131,customer-284883,0,55,18,2
10132,customer-448977,0,67,98,26
10133,customer-396732,0,39,35,6
10134,customer-185280,0,66,0,6
10135,customer-136357,0,53,6,6
10136,customer-30601,0,48,62,2
10137,customer-285129,0,25,2,15
10138,customer-136266,0,41,15,8
10139,customer-313065,0,62,99,12
10140,customer-69236,0,33,20,11
10141,customer-285113,0,32,16,5
10142,customer-285112,0,32,25,14
10143,customer-21794,0,51,91,15
10144,customer-21793,0,51,86,6
10145,customer-69235,0,33,21,11
10146,customer-136191,0,49,10,6
10147,customer-448656,0,58,3,12
10148,customer-448657,0,58,4,12
10149,customer-448658,0,58,4,11
10150,customer-185276,0,66,6,5
10151,customer-69234,0,34,22,17
10152,customer-69233,0,34,24,8
10153,customer-285033,0,23,85,9
10154,customer-198184,0,69,75,8
10155,customer-313058,0,62,9,17
10156,customer-21811,0,47,1,5
10157,customer-21812,0,47,90,17
10158,customer-396848,0,44,56,11
10159,customer-285323,0,55,91,3
10160,customer-285322,0,55,26,12
10161,customer-396847,0,45,34,21
10162,customer-185349,0,62,0,0
10163,customer-448476,0,67,1,21
10164,customer-81057,0,36,4,11
10165,customer-285222,0,57,2,26
10166,customer-21828,0,46,1,21
10167,customer-21827,0,46,4,27
10168,customer-136149,0,55,9,6
10169,customer-21826,0,46,7,35
10170,customer-77324,0,34,99,24
10171,customer-198183,0,69,38,3
10172,customer-81058,0,36,4,12
10173,customer-81059,0,36,5,14
10174,customer-77323,0,34,4,18
10175,customer-448585,0,63,58,6
10176,customer-49268,0,45,31,6
10177,customer-49269,0,45,34,9
10178,customer-77322,0,34,19,9
10179,customer-21813,0,47,90,27
10180,customer-21825,0,47,9,41
10181,customer-155807,0,57,38,2
10182,customer-448738,0,48,18,27
10183,customer-155808,0,57,59,5
10184,customer-284931,0,51,23,15
10185,customer-448913,0,75,57,15
10186,customer-448914,0,75,64,20
10187,customer-284930,0,51,22,17
10188,customer-284929,0,51,21,17
10189,customer-448921,0,76,24,6
10190,customer-448922,0,75,12,3
10191,customer-136001,0,53,1,5
10192,customer-136000,0,53,40,6
10193,customer-396506,0,65,39,15
10194,customer-284932,0,50,21,11
10195,customer-185274,0,67,25,6
10196,customer-448967,0,69,25,9
10197,customer-155919,0,54,7,8
10198,customer-155920,0,54,95,14
10199,customer-185273,0,67,26,11
10200,customer-396470,0,60,53,17
10201,customer-396469,0,60,53,14
10202,customer-135905,0,41,33,8
10203,customer-396468,0,60,51,11
10204,customer-284884,0,55,80,9
10205,customer-448976,0,67,2,20
10206,customer-448966,0,69,28,6
10207,customer-197837,0,56,4,18
10208,customer-313079,0,66,90,26
10209,customer-313078,0,65,88,29
10210,customer-155809,0,57,62,9
10211,customer-43371,0,51,82,12
10212,customer-448761,0,53,61,20
10213,customer-49297,0,41,94,3
10214,customer-136134,0,57,19,26
10215,customer-136133,0,57,17,17
10216,customer-136132,0,57,12,11
10217,customer-136131,0,57,5,8
10218,customer-136130,0,57,98,9
10219,customer-49298,0,41,95,14
10220,customer-284934,0,50,83,15
10221,customer-49299,0,42,91,21
10222,customer-136079,0,61,11,6
10223,customer-43370,0,51,10,18
10224,customer-155888,0,57,6,17
10225,customer-448776,0,56,60,17
10226,customer-448777,0,56,63,20
10227,customer-136029,0,53,89,6
10228,customer-285023,0,21,27,26
10229,customer-396634,0,48,47,8
10230,customer-21755,0,58,4,21
10231,customer-21754,0,58,8,21
10232,customer-136080,0,61,96,9
10233,customer-312729,0,56,23,15
10234,customer-77370,0,54,34,21
10235,customer-286216,0,55,25,8
10236,customer-155444,0,51,21,15
10237,customer-287342,0,26,15,9
10238,customer-138011,0,42,20,17
10239,customer-398520,0,59,52,9
10240,customer-196898,0,62,6,17
10241,customer-196899,0,62,0,9
10242,customer-446145,0,56,0,6
10243,customer-446146,0,56,94,14
10244,customer-398519,0,59,43,9
10245,customer-312357,0,68,44,20
10246,customer-155445,0,51,84,9
10247,customer-446159,0,54,59,8
10248,customer-43522,0,44,9,12
10249,customer-196949,0,63,5,14
10250,customer-43521,0,44,17,11
10251,customer-287267,0,25,11,27
10252,customer-287266,0,26,28,33
10253,customer-446168,0,55,80,9
10254,customer-446169,0,56,72,9
10255,customer-446170,0,56,69,11
10256,customer-446171,0,56,70,14
10257,customer-287379,0,58,32,8
10258,customer-138103,0,54,90,11
10259,customer-138104,0,54,82,9
10260,customer-287380,0,58,55,2
10261,customer-71710,0,54,36,8
10262,customer-138217,0,58,92,6
10263,customer-138216,0,58,92,6
10264,customer-48863,0,53,6,9
10265,customer-446005,0,65,2,11
10266,customer-446006,0,65,92,15
10267,customer-138215,0,58,93,8
10268,customer-138214,0,58,92,8
10269,customer-138180,0,61,59,2
10270,customer-138179,0,61,71,3
10271,customer-446172,0,56,69,12
10272,customer-312330,0,31,2,12
10273,customer-287483,0,55,33,21
10274,customer-196869,0,61,91,11
10275,customer-30375,0,37,10,17
10276,customer-22410,0,44,1,12
10277,customer-22409,0,44,20,15
10278,customer-30376,0,37,9,23
10279,customer-138129,0,54,18,6
10280,customer-287391,0,60,2,30
10281,customer-446129,0,58,39,6
10282,customer-30377,0,37,1,20
10283,customer-287484,0,55,36,8
10284,customer-312311,0,30,99,9
10285,customer-446173,0,56,72,9
10286,customer-155497,0,49,25,11
10287,customer-22336,0,47,92,20
10288,customer-22335,0,47,97,6
10289,customer-22334,0,47,36,12
10290,customer-287136,0,51,87,20
10291,customer-287135,0,51,92,14
10292,customer-197071,0,69,55,2
10293,customer-446320,0,61,63,17
10294,customer-446321,0,61,51,12
10295,customer-446322,0,61,60,12
10296,customer-446323,0,61,68,12
10297,customer-398345,0,68,1,21
10298,customer-43504,0,45,6,15
10299,customer-287124,0,54,1,9
10300,customer-287123,0,54,99,5
10301,customer-43503,0,46,8,11
10302,customer-22318,0,51,85,18
10303,customer-22317,0,51,83,8
10304,customer-48944,0,45,6,15
10305,customer-197143,0,61,96,6
10306,customer-197144,0,61,88,11
10307,customer-398288,0,63,71,17
10308,customer-312379,0,62,99,12
10309,customer-287140,0,53,77,33
10310,customer-312378,0,62,0,12
10311,customer-48926,0,48,12,14
10312,customer-155498,0,48,24,12
10313,customer-196997,0,56,28,11
10314,customer-196998,0,56,17,6
10315,customer-446212,0,60,7,15
10316,customer-446213,0,60,92,9
10317,customer-48907,0,50,29,20
10318,customer-48908,0,50,21,11
10319,customer-48909,0,50,0,8
10320,customer-446261,0,48,13,21
10321,customer-398358,0,72,63,12
10322,customer-155496,0,49,24,9
10323,customer-287243,0,25,92,27
10324,customer-398357,0,72,64,12
10325,customer-446288,0,54,57,15
10326,customer-446289,0,55,68,15
10327,customer-398356,0,71,64,11
10328,customer-80816,0,56,79,11
10329,customer-312372,0,62,12,17
10330,customer-312373,0,62,8,15
10331,customer-197040,0,69,62,11
10332,customer-48924,0,48,35,11
10333,customer-48925,0,48,24,8
10334,customer-287242,0,25,97,32
10335,customer-71709,0,54,16,8
10336,customer-398557,0,64,36,9
10337,customer-398558,0,64,56,8
10338,customer-445653,0,56,2,11
10339,customer-287779,0,60,96,30
10340,customer-287778,0,60,1,32
10341,customer-138322,0,46,46,12
10342,customer-138321,0,46,42,18
10343,customer-196721,0,56,14,8
10344,customer-398779,0,39,21,17
10345,customer-196722,0,56,9,11
10346,customer-445672,0,56,48,6
10347,customer-445673,0,55,41,6
10348,customer-445674,0,55,54,9
10349,customer-445675,0,55,63,14
10350,customer-287767,0,58,75,2
10351,customer-196723,0,56,7,12
10352,customer-43551,0,41,44,6
10353,customer-43550,0,41,39,5
10354,customer-30343,0,41,26,17
10355,customer-30344,0,41,11,12
10356,customer-43549,0,41,56,3
10357,customer-155431,0,54,12,5
10358,customer-196768,0,69,38,9
10359,customer-445652,0,56,8,3
10360,customer-138323,0,46,39,5
10361,customer-138324,0,46,88,3
10362,customer-138325,0,46,81,11
10363,customer-287906,0,54,41,5
10364,customer-398892,0,45,0,18
10365,customer-287903,0,54,40,15
10366,customer-398891,0,45,96,20
10367,customer-398890,0,44,100,18
10368,customer-398889,0,44,4,11
10369,customer-22533,0,62,17,6
10370,customer-22532,0,62,21,9
10371,customer-398888,0,44,16,2
10372,customer-287876,0,55,73,6
10373,customer-196769,0,69,67,26
10374,customer-398887,0,44,43,15
10375,customer-445624,0,62,2,9
10376,customer-287874,0,55,41,3
10377,customer-287873,0,55,34,15
10378,customer-71708,0,54,12,15
10379,customer-138328,0,46,15,18
10380,customer-445632,0,58,38,9
10381,customer-155400,0,56,5,21
10382,customer-196720,0,56,23,9
10383,customer-138327,0,46,12,12
10384,customer-138326,0,46,94,6
10385,customer-445623,0,62,4,6
10386,customer-445718,0,60,0,15
10387,customer-43548,0,41,57,3
10388,customer-398697,0,47,56,6
10389,customer-43542,0,42,6,9
10390,customer-287538,0,54,76,41
10391,customer-445828,0,61,58,9
10392,customer-445829,0,61,70,11
10393,customer-445830,0,62,72,15
10394,customer-445831,0,62,69,12
10395,customer-445832,0,62,67,8
10396,customer-287537,0,53,80,29
10397,customer-43541,0,42,2,8
10398,customer-69438,0,49,98,11
10399,customer-69439,0,49,0,14
10400,customer-69437,0,49,0,8
10401,customer-138238,0,56,8,17
10402,customer-43540,0,42,11,6
10403,customer-445932,0,77,58,18
10404,customer-155432,0,54,94,9
10405,customer-138237,0,56,12,15
10406,customer-445941,0,76,44,12
10407,customer-445942,0,75,38,12
10408,customer-445943,0,75,32,9
10409,customer-287521,0,54,89,8
10410,customer-287520,0,54,18,2
10411,customer-287533,0,51,88,11
10412,customer-137931,0,50,79,14
10413,customer-69440,0,49,100,15
10414,customer-138275,0,50,98,9
10415,customer-398696,0,47,50,0
10416,customer-43547,0,42,41,5
10417,customer-43546,0,42,54,3
10418,customer-80754,0,36,51,18
10419,customer-80755,0,36,46,20
10420,customer-398693,0,47,39,5
10421,customer-445767,0,48,10,8
10422,customer-398692,0,47,41,5
10423,customer-80756,0,36,40,15
10424,customer-80757,0,36,30,11
10425,customer-138274,0,50,17,15
10426,customer-196800,0,69,40,3
10427,customer-445796,0,55,78,14
10428,customer-398691,0,47,33,8
10429,customer-287642,0,26,83,26
10430,customer-80758,0,36,11,5
10431,customer-80759,0,36,98,11
10432,customer-287641,0,26,92,29
10433,customer-287640,0,26,98,35
10434,customer-43545,0,41,20,3
10435,customer-43544,0,42,16,8
10436,customer-43543,0,42,10,9
10437,customer-445795,0,55,56,9
10438,customer-449769,0,56,79,17
10439,customer-398287,0,62,74,14
10440,customer-446430,0,76,62,17
10441,customer-447116,0,57,26,15
10442,customer-447117,0,57,33,14
10443,customer-397686,0,73,74,9
10444,customer-397685,0,73,77,9
10445,customer-286441,0,32,23,3
10446,customer-447121,0,57,32,8
10447,customer-447122,0,57,22,8
10448,customer-447123,0,57,14,11
10449,customer-447124,0,56,7,12
10450,customer-447125,0,56,99,14
10451,customer-286440,0,33,30,12
10452,customer-71740,0,51,44,6
10453,customer-286397,0,24,11,18
10454,customer-22142,0,44,18,9
10455,customer-397681,0,72,67,8
10456,customer-397680,0,72,62,8
10457,customer-137417,0,53,22,9
10458,customer-447140,0,54,91,17
10459,customer-197624,0,69,9,5
10460,customer-197625,0,69,96,5
10461,customer-137326,0,42,16,12
10462,customer-447115,0,58,23,11
10463,customer-447114,0,58,26,12
10464,customer-447113,0,58,24,15
10465,customer-155563,0,57,59,2
10466,customer-312669,0,64,11,27
10467,customer-137533,0,58,1,6
10468,customer-137532,0,58,99,6
10469,customer-137531,0,58,96,8
10470,customer-312670,0,64,97,23
10471,customer-197596,0,69,81,38
10472,customer-155560,0,57,90,8
10473,customer-397879,0,64,38,8
10474,customer-137497,0,61,6,15
10475,customer-137496,0,61,97,8
10476,customer-397679,0,72,63,11
10477,customer-286479,0,24,6,27
10478,customer-446982,0,66,24,8
10479,customer-446983,0,66,9,9
10480,customer-446984,0,66,6,15
10481,customer-446985,0,66,2,18
10482,customer-49049,0,65,26,11
10483,customer-71738,0,51,52,3
10484,customer-137445,0,53,8,6
10485,customer-397841,0,59,46,9
10486,customer-71739,0,51,38,5
10487,customer-286457,0,26,1,24
10488,customer-155562,0,57,22,6
10489,customer-197559,0,56,7,9
10490,customer-286371,0,24,82,29
10491,customer-155564,0,57,64,6
10492,customer-447288,0,59,62,30
10493,customer-447289,0,59,62,27
10494,customer-447290,0,59,61,21
10495,customer-447291,0,59,57,15
10496,customer-447292,0,59,51,9
10497,customer-447293,0,59,71,5
10498,customer-447294,0,59,83,9
10499,customer-447295,0,60,80,17
10500,customer-447296,0,60,80,18
10501,customer-286254,0,54,16,11
10502,customer-155678,0,54,6,6
10503,customer-312725,0,57,33,20
10504,customer-137191,0,58,6,6
10505,customer-312726,0,57,32,15
10506,customer-312727,0,57,27,12
10507,customer-312728,0,57,24,17
10508,customer-137190,0,58,0,6
10509,customer-197789,0,64,4,18
10510,customer-77372,0,54,30,12
10511,customer-77371,0,54,33,14
10512,customer-137189,0,58,97,6
10513,customer-286255,0,54,16,17
10514,customer-286256,0,53,17,23
10515,customer-286257,0,53,16,26
10516,customer-447270,0,54,62,21
10517,customer-197702,0,61,93,8
10518,customer-286359,0,21,28,17
10519,customer-447158,0,57,88,14
10520,customer-447159,0,57,89,15
10521,customer-447160,0,57,90,15
10522,customer-155565,0,57,66,9
10523,customer-197703,0,61,92,11
10524,customer-71741,0,51,52,6
10525,customer-137248,0,50,9,20
10526,customer-286270,0,52,78,33
10527,customer-137249,0,49,11,18
10528,customer-286269,0,52,80,29
10529,customer-447196,0,60,82,9
10530,customer-286268,0,51,83,23
10531,customer-155646,0,57,12,20
10532,customer-286266,0,51,93,15
10533,customer-155647,0,57,7,23
10534,customer-43459,0,51,54,5
10535,customer-137209,0,55,2,11
10536,customer-197737,0,62,1,8
10537,customer-43458,0,51,42,11
10538,customer-447269,0,54,52,18
10539,customer-447195,0,60,9,8
10540,customer-398007,0,48,30,6
10541,customer-446921,0,75,38,12
10542,customer-286554,0,59,4,38
10543,customer-398217,0,44,24,8
10544,customer-137874,0,58,96,6
10545,customer-137873,0,58,92,8
10546,customer-398216,0,44,40,11
10547,customer-48975,0,41,92,14
10548,customer-398215,0,44,46,18
10549,customer-197317,0,69,88,17
10550,customer-398214,0,45,49,23
10551,customer-398213,0,45,53,24
10552,customer-286888,0,27,1,26
10553,customer-137838,0,61,4,6
10554,customer-286869,0,32,26,8
10555,customer-286868,0,33,31,8
10556,customer-197347,0,69,80,2
10557,customer-446632,0,56,11,6
10558,customer-197348,0,69,84,3
10559,customer-446633,0,56,97,12
10560,customer-446634,0,56,94,20
10561,customer-312468,0,66,12,20
10562,customer-446648,0,54,78,6
10563,customer-155511,0,47,12,11
10564,customer-398218,0,44,98,11
10565,customer-22278,0,58,19,5
10566,customer-22279,0,59,4,6
10567,customer-398220,0,45,88,23
10568,customer-197175,0,62,8,12
10569,customer-137930,0,50,12,0
10570,customer-446435,0,75,40,14
10571,customer-446436,0,75,46,12
10572,customer-446437,0,75,46,11
10573,customer-197176,0,62,94,6
10574,customer-287086,0,55,26,11
10575,customer-287085,0,55,29,24
10576,customer-155509,0,47,12,12
10577,customer-137893,0,56,10,20
10578,customer-137786,0,53,7,11
10579,customer-155510,0,47,13,11
10580,customer-286989,0,60,11,33
10581,customer-197230,0,63,6,14
10582,customer-30422,0,66,32,9
10583,customer-30423,0,66,33,14
10584,customer-446498,0,66,7,12
10585,customer-446499,0,66,98,14
10586,customer-312391,0,65,87,30
10587,customer-312392,0,65,88,29
10588,customer-398221,0,45,80,21
10589,customer-197278,0,56,26,6
10590,customer-286990,0,59,2,21
10591,customer-398103,0,39,93,17
10592,customer-286805,0,24,90,24
10593,customer-185459,0,56,18,17
10594,customer-197457,0,62,3,9
10595,customer-197458,0,62,89,6
10596,customer-398014,0,47,42,11
10597,customer-446801,0,60,71,14
10598,customer-446802,0,60,90,3
10599,customer-446803,0,60,85,11
10600,customer-446804,0,60,83,15
10601,customer-446805,0,61,86,9
10602,customer-446806,0,61,77,14
10603,customer-446807,0,61,65,9
10604,customer-398015,0,47,39,5
10605,customer-197511,0,63,6,15
10606,customer-286652,0,55,11,6
10607,customer-286651,0,55,24,15
10608,customer-398011,0,47,36,17
10609,customer-137552,0,55,99,15
10610,customer-137551,0,55,13,20
10611,customer-398010,0,48,35,15
10612,customer-398009,0,48,41,11
10613,customer-446914,0,76,61,14
10614,customer-398008,0,48,44,8
10615,customer-286555,0,59,7,26
10616,customer-398012,0,47,42,14
10617,customer-446429,0,76,56,15
10618,customer-286690,0,54,8,11
10619,customer-312644,0,56,4,3
10620,customer-30446,0,61,22,29
10621,customer-446661,0,56,84,14
10622,customer-446662,0,57,87,11
10623,customer-446663,0,57,88,9
10624,customer-446664,0,57,88,11
10625,customer-446665,0,57,86,12
10626,customer-286794,0,21,16,27
10627,customer-30447,0,60,29,20
10628,customer-137760,0,54,87,12
10629,customer-137759,0,53,8,8
10630,customer-398016,0,47,48,3
10631,customer-197424,0,61,94,8
10632,customer-446701,0,60,5,5
10633,customer-286707,0,53,76,36
10634,customer-137669,0,42,21,15
10635,customer-286706,0,52,79,30
10636,customer-398102,0,39,15,14
10637,customer-286703,0,51,88,18
10638,customer-286702,0,51,93,15
10639,customer-137591,0,50,9,21
10640,customer-137590,0,50,97,17
10641,customer-137589,0,50,88,8
10642,customer-185458,0,56,19,20
10643,customer-287907,0,54,81,5
10644,customer-396040,0,39,36,17
10645,customer-284342,0,57,98,15
10646,customer-184931,0,56,32,17
10647,customer-281974,0,21,90,11
10648,customer-281973,0,21,73,14
10649,customer-453636,0,64,69,20
10650,customer-453637,0,65,72,24
10651,customer-68961,0,62,51,14
10652,customer-393966,0,38,48,9
10653,customer-133881,0,53,83,18
10654,customer-133880,0,53,13,14
10655,customer-393965,0,38,40,6
10656,customer-281958,0,21,97,20
10657,customer-453688,0,71,51,18
10658,customer-281957,0,21,39,35
10659,customer-393964,0,38,26,14
10660,customer-453745,0,74,16,32
10661,customer-453746,0,74,12,27
10662,customer-68960,0,62,38,11
10663,customer-133855,0,52,52,5
10664,customer-133854,0,52,23,3
10665,customer-68959,0,62,26,9
10666,customer-453765,0,70,3,14
10667,customer-133932,0,60,19,6
10668,customer-314139,0,50,0,5
10669,customer-453574,0,49,9,9
10670,customer-281978,0,22,95,20
10671,customer-77171,0,55,93,18
10672,customer-282051,0,22,7,20
10673,customer-77170,0,55,90,23
10674,customer-133988,0,53,9,17
10675,customer-184933,0,55,28,14
10676,customer-199867,0,67,11,6
10677,customer-199868,0,67,7,5
10678,customer-199869,0,67,8,3
10679,customer-394010,0,71,4,17
10680,customer-282028,0,31,6,14
10681,customer-281900,0,54,95,8
10682,customer-453432,0,59,10,6
10683,customer-199870,0,67,9,2
10684,customer-199871,0,67,5,2
10685,customer-133987,0,53,14,14
10686,customer-184932,0,56,30,14
10687,customer-314138,0,51,30,15
10688,customer-393971,0,37,95,9
10689,customer-453492,0,60,17,8
10690,customer-281996,0,29,36,9
10691,customer-393970,0,37,16,5
10692,customer-393969,0,38,29,9
10693,customer-453433,0,59,97,9
10694,customer-453415,0,61,38,9
10695,customer-393961,0,39,0,11
10696,customer-133795,0,60,12,8
10697,customer-393864,0,49,51,11
10698,customer-20920,0,43,2,18
10699,customer-20919,0,43,93,11
10700,customer-20918,0,43,32,6
10701,customer-20917,0,43,36,20
10702,customer-43168,0,42,50,15
10703,customer-453877,0,59,6,12
10704,customer-453878,0,59,3,12
10705,customer-43167,0,42,46,12
10706,customer-133670,0,50,11,12
10707,customer-133669,0,50,21,12
10708,customer-281714,0,56,85,6
10709,customer-281713,0,56,20,11
10710,customer-156432,0,52,88,12
10711,customer-453939,0,60,15,6
10712,customer-133639,0,53,99,23
