ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
1243,product-317822,2,25,63,0,22,14,87,93,60
1244,product-21976,2,25,57,24,21,89,87,93,59
1245,product-71924,2,25,53,32,23,69,87,93,59
1246,product-121382,2,25,59,8,22,40,87,93,60
1247,product-29446,2,25,68,50,28,57,87,93,59
1248,product-312548,2,25,71,2,22,61,87,93,60
1249,product-123024,2,25,64,21,22,53,87,93,60
1250,product-225512,2,25,63,45,29,33,87,93,59
1251,product-123054,2,25,59,0,22,41,87,93,59
1252,product-22390,2,25,66,5,22,67,87,93,59
1253,product-123227,2,25,64,21,22,53,87,93,60
1254,product-311534,2,25,73,9,22,25,87,93,60
1255,product-122576,2,25,64,3,22,56,87,93,60
1256,product-311116,2,25,69,26,35,34,87,93,59
1257,product-29568,2,25,57,43,33,73,87,93,59
1258,product-122349,2,25,64,5,22,56,87,93,60
1259,product-67768,2,25,56,31,30,76,87,93,59
1260,product-122350,2,25,64,6,22,56,87,93,60
1261,product-122809,2,25,64,24,22,53,87,93,60
1262,product-122808,2,25,64,21,22,53,87,93,60
1263,product-22776,2,25,60,32,27,91,87,93,59
1264,product-22773,2,25,61,34,19,91,87,93,59
1265,product-123866,2,25,59,0,22,44,87,93,60
1266,product-121884,2,25,67,6,23,77,87,93,60
1267,product-315722,2,25,57,10,25,6,87,93,59
1268,product-61716,2,25,53,13,23,58,87,93,59
1269,product-70311,2,25,40,20,23,6,87,93,60
1270,product-29817,2,25,57,50,44,75,87,93,59
1271,product-203183,2,25,58,35,33,40,87,93,60
1272,product-129379,2,25,68,36,25,67,87,93,60
1273,product-55453,2,25,56,9,24,46,87,93,59
1274,product-128957,2,25,68,30,26,82,87,93,60
1275,product-128958,2,25,68,28,26,82,87,93,60
1276,product-333378,2,25,57,24,26,25,87,93,60
1277,product-53743,2,25,53,6,23,54,87,93,59
1278,product-31682,2,25,70,56,32,60,87,93,59
1279,product-52674,2,25,60,30,31,81,87,93,59
1280,product-197797,2,25,49,0,22,34,87,93,59
1281,product-52265,2,25,57,2,22,74,87,93,59
1282,product-131044,2,25,59,11,27,43,87,93,60
1283,product-52547,2,25,46,8,22,38,87,93,59
1284,product-20148,2,25,63,15,24,93,87,93,59
1285,product-341458,2,25,64,0,22,21,87,93,60
1286,product-130978,2,25,67,20,25,77,87,93,60
1287,product-52429,2,25,54,0,22,52,87,93,59
1288,product-201545,2,25,55,7,25,18,87,93,59
1289,product-201230,2,25,55,10,24,26,87,93,60
1290,product-53125,2,25,56,2,22,75,87,93,59
1291,product-53177,2,25,52,17,23,54,87,93,59
1292,product-130060,2,25,54,0,22,14,87,93,60
1293,product-59257,2,25,57,20,24,45,87,93,59
1294,product-59029,2,25,57,20,25,45,87,93,59
1295,product-21330,2,25,62,24,22,91,87,93,59
1296,product-126937,2,25,62,13,21,59,87,93,60
1297,product-126938,2,25,62,12,23,59,87,93,60
1298,product-12142,2,25,40,4,23,18,87,93,60
1299,product-210323,2,25,76,24,36,30,87,93,60
1300,product-127296,2,25,68,32,27,80,87,93,60
1301,product-209970,2,25,76,24,36,30,87,93,60
1302,product-58742,2,25,37,0,22,22,87,93,59
1303,product-60886,2,25,53,24,24,66,87,93,59
1304,product-322697,2,25,60,2,22,10,87,93,59
1305,product-126757,2,25,62,11,21,59,87,93,60
1306,product-12526,2,25,51,21,37,55,87,93,59
1307,product-56311,2,25,53,15,22,57,87,93,60
1308,product-55883,2,25,53,19,22,57,87,93,59
1309,product-128115,2,25,69,43,30,64,87,93,60
1310,product-128116,2,25,69,44,30,65,87,93,60
1311,product-128117,2,25,69,46,30,65,87,93,60
1312,product-127809,2,25,59,15,26,40,87,93,60
1313,product-12363,2,25,49,2,22,66,87,93,59
1314,product-127432,2,25,55,5,23,17,87,93,60
1315,product-57232,2,25,53,9,22,57,87,93,60
1316,product-57281,2,25,57,22,27,75,87,93,59
1317,product-57284,2,25,57,16,26,74,87,93,59
1318,product-207865,2,25,59,20,23,43,87,93,59
1319,product-279698,2,25,76,33,26,15,87,93,60
1320,product-254309,2,25,60,19,20,14,87,93,60
1321,product-279318,2,25,72,24,36,47,87,93,59
1322,product-277641,2,25,64,11,25,21,87,93,60
1323,product-103764,2,25,47,12,23,34,87,93,60
1324,product-247742,2,25,40,0,22,28,87,93,60
1325,product-285566,2,25,76,35,27,20,87,93,60
1326,product-27663,2,25,52,28,26,58,87,93,59
1327,product-8798,2,25,30,0,22,0,87,93,59
1328,product-250797,2,25,59,18,32,12,87,93,60
1329,product-251954,2,25,53,27,34,17,87,93,59
1330,product-107649,2,25,62,11,23,73,87,93,59
1331,product-91297,2,25,52,14,23,68,87,93,59
1332,product-97005,2,25,45,15,23,27,87,93,59
1333,product-100147,2,25,58,2,22,59,87,93,60
1334,product-100863,2,25,58,2,22,61,87,93,60
1335,product-101112,2,25,58,3,22,61,87,93,60
1336,product-99060,2,25,65,26,30,38,87,93,59
1337,product-266857,2,25,71,40,29,7,87,93,60
1338,product-266056,2,25,66,11,22,28,87,93,59
1339,product-99906,2,25,58,3,22,58,87,93,60
1340,product-100022,2,25,66,32,35,42,87,93,59
1341,product-265690,2,25,69,43,34,9,87,93,59
1342,product-265501,2,25,66,8,22,29,87,93,60
1343,product-7535,2,25,65,12,25,80,87,93,59
1344,product-276111,2,25,61,8,23,26,87,93,60
1345,product-93008,2,25,57,20,28,57,87,93,59
1346,product-102461,2,25,55,21,24,69,87,93,60
1347,product-91414,2,25,50,2,22,41,87,93,60
1348,product-109036,2,25,55,6,22,65,87,93,59
1349,product-101622,2,25,58,3,22,61,87,93,60
1350,product-101703,2,25,45,3,22,25,87,93,59
1351,product-94808,2,25,46,35,24,24,87,93,59
1352,product-101865,2,25,58,4,23,63,87,93,60
1353,product-101618,2,25,58,2,22,62,87,93,59
1354,product-102104,2,25,58,3,22,63,87,93,60
1355,product-102107,2,25,58,2,22,62,87,93,60
1356,product-101869,2,25,58,3,22,62,87,93,60
1357,product-259405,2,25,70,13,27,27,87,93,60
1358,product-259316,2,25,35,39,24,15,87,93,60
1359,product-121002,2,25,59,12,22,40,87,93,60
1360,product-235267,2,25,64,56,32,25,87,93,60
1361,product-76850,2,25,65,20,23,46,87,93,59
1362,product-77418,2,25,65,33,24,48,87,93,59
1363,product-302176,2,25,56,32,31,27,87,93,59
1364,product-300447,2,25,71,2,22,16,87,93,59
1365,product-234081,2,25,63,23,27,23,87,93,60
1366,product-76136,2,25,57,44,34,78,87,93,59
1367,product-115130,2,25,56,2,22,37,87,93,60
1368,product-115131,2,25,56,2,22,37,87,93,60
1369,product-115323,2,25,56,0,22,37,87,93,60
1370,product-115324,2,25,56,0,22,37,87,93,60
1371,product-237288,2,25,30,0,22,1,87,93,59
1372,product-73553,2,25,46,13,26,24,87,93,59
1373,product-120435,2,25,59,20,22,36,87,93,60
1374,product-119386,2,25,70,36,32,78,87,93,60
1375,product-302395,2,25,56,34,31,27,87,93,59
1376,product-75145,2,25,53,6,23,69,87,93,59
1377,product-28983,2,25,57,48,34,81,87,93,59
1378,product-10424,2,25,37,9,22,7,87,93,60
1379,product-231678,2,25,63,38,30,29,87,93,59
1380,product-74449,2,25,67,43,31,38,87,93,59
1381,product-119571,2,25,70,37,32,79,87,93,59
1382,product-23267,2,25,66,10,24,66,87,93,59
1383,product-244047,2,25,67,56,25,15,87,93,59
1384,product-244230,2,25,53,47,58,11,87,93,60
1385,product-110522,2,25,57,4,23,75,87,93,60
1386,product-244590,2,25,63,5,23,34,87,93,60
1387,product-27917,2,25,58,40,45,74,87,93,59
1388,product-28063,2,25,69,41,31,58,87,93,59
1389,product-111299,2,25,56,32,37,38,87,93,60
1390,product-287955,2,25,72,0,22,21,87,93,60
1391,product-245552,2,25,63,11,23,32,87,93,60
1392,product-240042,2,25,63,24,23,29,87,93,60
1393,product-23990,2,25,59,32,23,92,87,93,59
1394,product-239692,2,25,67,40,35,22,87,93,59
1395,product-295268,2,25,46,15,26,12,87,93,60
1396,product-114579,2,25,56,11,23,39,87,93,60
1397,product-296745,2,25,54,16,25,25,87,93,59
1398,product-114222,2,25,56,14,23,39,87,93,60
1399,product-114400,2,25,56,13,23,39,87,93,60
1400,product-242588,2,25,39,0,22,20,87,93,59
1401,product-81379,2,25,34,20,21,4,87,93,60
1402,product-81977,2,25,36,11,21,3,87,93,59
1403,product-126758,2,25,62,11,22,58,87,93,60
1404,product-179379,2,25,68,2,22,56,87,93,60
1405,product-44362,2,25,48,3,22,32,87,93,60
1406,product-49439,2,25,57,26,26,75,87,93,59
1407,product-16153,2,25,51,26,36,52,87,93,59
1408,product-16154,2,25,51,27,35,52,87,93,59
1409,product-38990,2,25,56,30,26,61,87,93,59
1410,product-390480,2,25,42,13,24,20,87,93,60
1411,product-187106,2,25,54,7,24,17,87,93,60
1412,product-40370,2,25,50,16,24,40,87,93,59
1413,product-356105,2,25,54,2,23,29,87,93,59
1414,product-41515,2,25,54,12,25,55,87,93,60
1415,product-33169,2,25,53,0,22,72,87,93,59
1416,product-40286,2,25,58,39,29,78,87,93,59
1417,product-139752,2,25,71,20,24,70,87,93,60
1418,product-43706,2,25,56,11,23,71,87,93,59
1419,product-143972,2,25,69,2,22,87,87,93,59
1420,product-367041,2,25,66,2,22,22,87,93,59
1421,product-40297,2,25,57,14,26,73,87,93,59
1422,product-329,2,25,42,0,22,24,87,93,59
1423,product-356791,2,25,54,2,23,29,87,93,60
1424,product-40296,2,25,57,16,26,73,87,93,59
1425,product-40629,2,25,69,15,25,51,87,93,59
1426,product-38383,2,25,56,37,26,61,87,93,59
1427,product-32569,2,25,52,0,22,62,87,93,59
1428,product-38690,2,25,67,3,22,55,87,93,59
1429,product-183284,2,25,66,2,22,48,87,93,60
1430,product-183285,2,25,66,2,22,47,87,93,60
1431,product-148396,2,25,70,0,22,84,87,93,60
1432,product-14191,2,25,46,24,28,39,87,93,59
1433,product-45384,2,25,54,20,24,63,87,93,59
1434,product-134094,2,25,58,2,22,48,87,93,60
1435,product-38584,2,25,56,21,27,64,87,93,59
1436,product-142394,2,25,71,33,26,85,87,93,60
1437,product-134023,2,25,68,23,23,82,87,93,60
1438,product-33763,2,25,56,33,30,70,87,93,59
1439,product-351998,2,25,67,23,27,7,87,93,59
1440,product-136449,2,25,60,0,22,57,87,93,60
1441,product-33028,2,25,57,43,34,71,87,93,59
1442,product-44946,2,25,56,24,24,68,87,93,59
1443,product-47481,2,25,56,26,22,67,87,93,59
1444,product-19329,2,25,58,0,22,92,87,93,59
1445,product-352020,2,25,71,42,36,8,87,93,60
1446,product-133695,2,25,68,28,23,82,87,93,60
1447,product-38780,2,25,55,19,25,64,87,93,59
1448,product-351735,2,25,72,40,36,7,87,93,59
1449,product-38182,2,25,56,37,26,61,87,93,59
1450,product-151918,2,25,60,2,22,22,87,93,60
1451,product-152120,2,25,60,0,22,23,87,93,60
1452,product-376506,2,25,71,4,22,20,87,93,59
1453,product-148196,2,25,70,0,22,84,87,93,60
1454,product-344374,2,25,68,27,27,7,87,93,60
1455,product-33343,2,25,42,12,26,22,87,93,59
1456,product-344688,2,25,67,16,23,3,87,93,60
1457,product-39947,2,25,56,19,27,62,87,93,59
1458,product-18853,2,25,46,11,25,37,87,93,60
1459,product-373827,2,25,71,48,20,25,87,93,60
1460,product-46474,2,25,57,32,26,71,87,93,59
1461,product-35613,2,25,57,47,32,75,87,93,59
1462,product-396728,2,25,31,2,22,23,87,93,60
1463,product-131894,2,25,58,6,22,41,87,93,60
1464,product-42936,2,25,59,43,33,77,87,93,59
1465,product-51471,2,25,51,0,22,53,87,93,60
1466,product-359637,2,25,70,29,28,15,87,93,60
1467,product-359877,2,25,63,9,22,7,87,93,59
1468,product-13455,2,25,47,27,34,43,87,93,59
1469,product-197116,2,25,52,14,23,30,87,93,60
1470,product-20052,2,25,32,19,24,13,87,93,60
1471,product-16669,2,25,43,13,25,27,87,93,59
1472,product-380807,2,25,51,41,45,50,87,93,59
1473,product-35019,2,25,67,26,24,58,87,93,59
1474,product-155729,2,25,57,53,35,20,87,93,59
1475,product-15728,2,25,47,30,29,42,87,93,59
1476,product-144508,2,25,68,2,22,74,87,93,60
1477,product-14398,2,25,46,31,28,40,87,93,59
1478,product-142072,2,25,67,0,22,77,87,93,60
1479,product-144161,2,25,68,0,22,83,87,93,60
1480,product-43130,2,25,55,2,23,70,87,93,59
1481,product-139581,2,25,71,21,27,69,87,93,60
1482,product-39558,2,25,58,56,28,81,87,93,59
1483,product-347839,2,25,68,11,26,0,87,93,59
1484,product-16832,2,25,51,31,37,52,87,93,59
1485,product-192921,2,25,71,0,22,55,87,93,60
1486,product-144313,2,25,70,2,22,89,87,93,60
1487,product-46209,2,25,56,30,25,71,87,93,59
1488,product-132283,2,25,58,4,22,42,87,93,60
1489,product-43132,2,25,55,0,22,69,87,93,59
1490,product-39355,2,25,58,60,28,81,87,93,59
1491,product-218639,2,28,58,21,23,20,87,93,60
1492,product-124507,2,28,56,11,25,28,87,93,60
1493,product-218312,2,28,61,25,26,42,87,93,60
1494,product-317750,2,28,75,3,22,64,87,93,60
1495,product-123025,2,28,64,24,22,53,87,93,60
1496,product-311930,2,28,64,13,22,17,87,93,60
1497,product-315692,2,28,62,2,22,16,87,93,60
1498,product-124170,2,28,63,0,22,77,87,93,60
1499,product-121904,2,28,67,33,25,66,87,93,60
1500,product-66492,2,28,51,26,27,41,87,93,60
1501,product-66491,2,28,51,24,27,41,87,93,60
1502,product-70492,2,28,42,27,22,12,87,93,60
1503,product-128622,2,28,59,15,26,43,87,93,60
1504,product-54770,2,28,42,17,25,23,87,93,60
1505,product-198896,2,28,58,40,37,36,87,93,60
1506,product-199543,2,28,54,0,22,18,87,93,60
1507,product-211097,2,28,59,9,21,44,87,93,60
1508,product-58775,2,28,32,6,22,2,87,93,60
1509,product-126572,2,28,62,9,22,58,87,93,60
1510,product-207060,2,28,54,4,23,26,87,93,60
1511,product-207059,2,28,54,5,23,25,87,93,60
1512,product-206043,2,28,59,28,22,44,87,93,60
1513,product-25275,2,28,33,27,26,9,87,93,60
1514,product-105591,2,28,47,0,22,35,87,93,60
1515,product-86127,2,28,42,6,23,13,87,93,60
1516,product-86115,2,28,44,11,24,17,87,93,60
1517,product-86095,2,28,46,17,28,26,87,93,60
1518,product-86308,2,28,52,24,28,39,87,93,60
1519,product-263941,2,28,66,2,22,30,87,93,60
1520,product-98283,2,28,46,4,22,31,87,93,60
1521,product-93082,2,28,48,9,25,35,87,93,60
1522,product-258288,2,28,70,4,22,40,87,93,60
1523,product-101362,2,28,58,4,22,61,87,93,60
1524,product-115860,2,28,56,5,22,35,87,93,60
1525,product-77185,2,28,38,2,23,12,87,93,60
1526,product-77570,2,28,39,2,22,13,87,93,60
1527,product-115514,2,28,56,3,22,35,87,93,60
1528,product-300198,2,28,58,0,22,43,87,93,60
1529,product-28855,2,28,43,17,23,32,87,93,60
1530,product-115322,2,28,56,0,22,38,87,93,60
1531,product-10005,2,28,36,15,21,5,87,93,60
1532,product-115132,2,28,56,2,22,36,87,93,60
1533,product-304074,2,28,69,34,50,39,87,93,60
1534,product-245263,2,28,62,4,22,24,87,93,60
1535,product-81054,2,28,44,13,26,21,87,93,60
1536,product-79882,2,28,43,26,23,14,87,93,60
1537,product-114578,2,28,56,11,22,40,87,93,60
1538,product-114749,2,28,56,9,23,39,87,93,60
1539,product-79828,2,28,50,35,34,29,87,93,60
1540,product-79772,2,28,57,41,34,47,87,93,60
1541,product-114243,2,28,55,13,25,31,87,93,60
1542,product-293554,2,28,53,3,22,32,87,93,60
1543,product-111689,2,28,58,4,24,74,87,93,60
1544,product-112033,2,28,58,4,23,73,87,93,60
1545,product-163451,2,28,47,22,39,19,87,93,60
1546,product-152785,2,28,61,0,22,26,87,93,60
1547,product-41516,2,28,54,14,25,54,87,93,60
1548,product-140609,2,28,68,4,23,84,87,93,60
1549,product-362428,2,28,67,37,20,8,87,93,60
1550,product-920,2,28,67,4,23,69,87,93,60
1551,product-351545,2,28,71,59,42,11,87,93,60
1552,product-180903,2,28,54,35,28,21,87,93,60
1553,product-151917,2,28,60,0,22,23,87,93,60
1554,product-133737,2,28,66,17,24,62,87,93,60
1555,product-139432,2,28,69,2,22,79,87,93,60
1556,product-144664,2,28,68,0,22,75,87,93,60
1557,product-398746,2,28,27,3,22,21,87,93,60
1558,product-343274,2,28,48,2,22,14,87,93,60
1559,product-46295,2,28,48,6,24,34,87,93,60
1560,product-397908,2,28,39,15,26,24,87,93,60
1561,product-132671,2,28,58,16,24,48,87,93,60
1562,product-149497,2,28,72,11,27,86,87,93,60
1563,product-14437,2,28,41,29,23,23,87,93,60
1564,product-144141,2,28,70,3,22,89,87,93,60
1565,product-139635,2,28,69,23,26,77,87,93,60
1566,product-358635,2,28,63,0,22,6,87,93,60
1567,product-121340,2,30,67,31,28,66,87,93,61
1568,product-216041,2,30,39,0,22,0,87,93,61
1569,product-123055,2,30,59,0,22,41,87,93,61
1570,product-29635,2,30,42,14,24,28,87,93,61
1571,product-121988,2,30,54,21,26,23,87,93,61
1572,product-224617,2,30,63,43,30,34,87,93,61
1573,product-122553,2,30,67,30,25,67,87,93,61
1574,product-313458,2,30,59,17,21,10,87,93,61
1575,product-123968,2,30,63,2,22,77,87,93,61
1576,product-215105,2,30,56,0,22,15,87,93,61
1577,product-336231,2,30,60,23,26,10,87,93,61
1578,product-54965,2,30,45,20,25,34,87,93,61
1579,product-204295,2,30,55,5,22,17,87,93,61
1580,product-337080,2,30,56,11,22,1,87,93,61
1581,product-214519,2,30,61,0,22,50,87,93,61
1582,product-56420,2,30,45,7,23,40,87,93,61
1583,product-127899,2,30,69,40,30,64,87,93,61
1584,product-128015,2,30,61,29,26,46,87,93,61
1585,product-55751,2,30,52,17,25,58,87,93,61
1586,product-128118,2,30,69,47,30,66,87,93,61
1587,product-58214,2,30,52,35,30,51,87,93,61
1588,product-89363,2,30,51,2,23,41,87,93,61
1589,product-90919,2,30,47,7,24,29,87,93,61
1590,product-104260,2,30,65,29,29,77,87,93,61
1591,product-246960,2,30,61,34,16,33,87,93,61
1592,product-282554,2,30,66,26,25,23,87,93,61
1593,product-87796,2,30,57,14,25,55,87,93,61
1594,product-275692,2,30,75,27,27,12,87,93,61
1595,product-235467,2,30,39,17,21,13,87,93,61
1596,product-298364,2,30,60,9,24,39,87,93,61
1597,product-298528,2,30,70,6,23,12,87,93,61
1598,product-120080,2,30,60,12,23,41,87,93,61
1599,product-72719,2,30,41,31,25,13,87,93,61
1600,product-120661,2,30,53,0,22,18,87,93,61
1601,product-110521,2,30,57,6,23,74,87,93,61
1602,product-240173,2,30,37,0,22,30,87,93,61
1603,product-114398,2,30,56,13,22,40,87,93,61
1604,product-162977,2,30,49,24,25,12,87,93,61
1605,product-134186,2,30,68,22,23,82,87,93,61
1606,product-182011,2,30,57,19,25,16,87,93,61
1607,product-133928,2,30,58,3,22,47,87,93,61
1608,product-14228,2,30,41,30,25,23,87,93,61
1609,product-388117,2,30,43,32,26,8,87,93,61
1610,product-374075,2,30,75,49,31,30,87,93,61
1611,product-395678,2,30,35,9,24,28,87,93,61
1612,product-176769,2,30,46,2,21,3,87,93,61
1613,product-150448,2,30,71,9,25,79,87,93,61
1614,product-41706,2,30,54,12,25,56,87,93,61
1615,product-135621,2,30,68,3,22,82,87,93,61
1616,product-766,2,30,56,2,22,78,87,93,61
1617,product-154539,2,30,44,11,22,3,87,93,61
1618,product-4938,2,32,35,30,26,15,87,93,60
1619,product-228163,2,32,62,14,24,36,87,93,60
1620,product-29636,2,32,42,14,24,27,87,93,60
1621,product-122102,2,32,67,32,25,66,87,93,60
1622,product-122324,2,32,67,31,25,66,87,93,60
1623,product-226988,2,32,48,15,25,15,87,93,60
1624,product-309920,2,32,65,2,22,61,87,93,60
1625,product-123660,2,32,59,2,22,43,87,93,60
1626,product-205370,2,32,56,14,26,11,87,93,60
1627,product-204207,2,32,58,2,22,34,87,93,60
1628,product-59821,2,32,59,23,29,73,87,93,60
1629,product-127901,2,32,69,43,30,65,87,93,60
1630,product-127900,2,32,69,41,30,65,87,93,60
1631,product-208587,2,32,59,14,22,47,87,93,60
1632,product-127512,2,32,68,35,27,81,87,93,60
1633,product-104718,2,32,59,45,33,63,87,93,60
1634,product-104716,2,32,59,42,26,64,87,93,60
1635,product-104050,2,32,65,33,29,77,87,93,60
1636,product-103800,2,32,55,22,22,70,87,93,60
1637,product-108833,2,32,62,5,23,77,87,93,60
1638,product-85548,2,32,44,5,22,27,87,93,60
1639,product-98549,2,32,44,5,22,26,87,93,60
1640,product-265500,2,32,66,7,22,29,87,93,60
1641,product-92609,2,32,45,44,25,20,87,93,60
1642,product-101358,2,32,58,2,22,61,87,93,60
1643,product-101361,2,32,58,2,22,61,87,93,60
1644,product-101868,2,32,58,2,22,62,87,93,60
1645,product-275273,2,32,68,26,34,38,87,93,60
1646,product-77256,2,32,54,20,23,70,87,93,60
1647,product-115692,2,32,56,3,22,35,87,93,60
1648,product-115693,2,32,56,2,22,34,87,93,60
1649,product-234086,2,32,63,14,26,22,87,93,60
1650,product-114944,2,32,56,2,22,36,87,93,60
1651,product-114943,2,32,56,3,22,36,87,93,60
1652,product-114941,2,32,56,4,22,37,87,93,60
1653,product-114942,2,32,56,4,22,37,87,93,60
1654,product-78061,2,32,59,22,29,72,87,93,60
1655,product-298497,2,32,57,2,22,40,87,93,60
1656,product-119970,2,32,53,7,22,17,87,93,60
1657,product-72934,2,32,41,30,21,13,87,93,60
1658,product-197430,2,32,54,2,22,24,87,93,60
1659,product-28019,2,32,43,16,23,29,87,93,60
1660,product-287241,2,32,64,2,22,33,87,93,60
1661,product-244934,2,32,62,3,22,24,87,93,60
1662,product-83771,2,32,34,19,21,5,87,93,60
1663,product-114577,2,32,56,11,22,40,87,93,60
1664,product-237651,2,32,40,33,36,9,87,93,60
1665,product-81885,2,32,50,22,28,31,87,93,60
1666,product-162484,2,32,54,17,25,29,87,93,60
1667,product-361745,2,32,70,24,28,29,87,93,60
1668,product-187851,2,32,54,15,24,17,87,93,60
1669,product-187852,2,32,54,13,24,17,87,93,60
1670,product-141630,2,32,67,0,22,78,87,93,60
1671,product-147728,2,32,67,0,22,32,87,93,60
1672,product-367266,2,32,78,20,28,13,87,93,60
1673,product-136974,2,32,71,32,29,77,87,93,60
1674,product-188797,2,32,56,2,22,26,87,93,60
1675,product-15572,2,32,39,11,23,17,87,93,60
1676,product-133859,2,32,68,26,23,82,87,93,60
1677,product-45202,2,32,55,38,28,56,87,93,60
1678,product-183053,2,32,53,21,27,22,87,93,60
1679,product-17352,2,32,40,2,22,22,87,93,60
1680,product-133929,2,32,58,2,22,47,87,93,60
1681,product-134022,2,32,68,24,23,82,87,93,60
1682,product-147998,2,32,70,2,22,84,87,93,60
1683,product-40808,2,32,36,6,21,14,87,93,60
1684,product-184263,2,32,26,27,50,20,87,93,60
1685,product-381966,2,32,54,23,35,30,87,93,60
1686,product-19935,2,32,52,36,28,58,87,93,60
1687,product-344037,2,32,68,23,26,6,87,93,60
1688,product-145150,2,32,68,0,22,82,87,93,60
1689,product-172336,2,32,71,39,29,61,87,93,60
1690,product-51893,2,32,51,12,25,48,87,93,60
1691,product-395502,2,32,43,20,36,36,87,93,60
1692,product-395312,2,32,27,9,22,9,87,93,60
1693,product-71109,2,34,40,13,22,10,87,93,60
1694,product-217047,2,34,57,16,24,29,87,93,60
1695,product-122998,2,34,67,30,25,66,87,93,60
1696,product-122798,2,34,64,5,22,58,87,93,60
1697,product-4481,2,34,79,2,22,45,87,93,60
1698,product-66490,2,34,51,22,27,41,87,93,60
1699,product-335082,2,34,74,29,37,23,87,93,60
1700,product-203410,2,34,55,9,23,17,87,93,60
1701,product-129143,2,34,68,38,25,67,87,93,60
1702,product-128422,2,34,59,15,25,42,87,93,60
1703,product-203907,2,34,58,2,22,33,87,93,60
1704,product-198470,2,34,54,2,22,19,87,93,60
1705,product-198469,2,34,54,3,22,19,87,93,60
1706,product-126571,2,34,62,9,21,59,87,93,60
1707,product-329158,2,34,56,18,17,17,87,93,60
1708,product-127825,2,34,56,0,22,35,87,93,60
1709,product-207107,2,34,59,23,22,47,87,93,60
1710,product-55790,2,34,44,0,22,39,87,93,60
1711,product-88648,2,34,46,14,25,31,87,93,60
1712,product-280096,2,34,65,21,26,23,87,93,60
1713,product-247024,2,34,67,27,23,14,87,93,60
1714,product-109008,2,34,64,20,23,81,87,93,60
1715,product-252209,2,34,67,67,35,43,87,93,60
1716,product-6663,2,34,78,17,28,14,87,93,60
1717,product-252068,2,34,69,23,25,4,87,93,60
1718,product-100387,2,34,58,2,22,59,87,93,60
1719,product-96002,2,34,51,32,32,31,87,93,60
1720,product-266638,2,34,66,12,21,28,87,93,60
1721,product-101114,2,34,58,0,22,61,87,93,60
1722,product-257934,2,34,60,14,22,24,87,93,60
1723,product-92721,2,34,60,38,44,73,87,93,60
1724,product-256799,2,34,35,37,26,13,87,93,60
1725,product-91759,2,34,52,0,22,71,87,93,60
1726,product-101620,2,34,58,0,22,62,87,93,60
1727,product-101619,2,34,58,0,22,62,87,93,60
1728,product-93455,2,34,52,6,23,70,87,93,60
1729,product-115861,2,34,56,4,22,34,87,93,60
1730,product-236896,2,34,40,28,36,8,87,93,60
1731,product-28576,2,34,43,18,22,29,87,93,60
1732,product-115321,2,34,56,0,22,38,87,93,60
1733,product-298873,2,34,63,24,34,36,87,93,60
1734,product-28577,2,34,43,17,22,28,87,93,60
1735,product-115133,2,34,56,0,22,36,87,93,60
1736,product-306433,2,34,63,23,29,19,87,93,60
1737,product-306534,2,34,62,2,22,10,87,93,60
1738,product-303427,2,34,65,22,29,33,87,93,60
1739,product-246464,2,34,67,31,24,15,87,93,60
1740,product-109872,2,34,52,22,26,30,87,93,60
1741,product-114046,2,34,56,16,23,39,87,93,60
1742,product-82413,2,34,47,0,22,62,87,93,60
1743,product-82287,2,34,36,15,21,4,87,93,60
1744,product-81980,2,34,36,13,25,4,87,93,60
1745,product-294854,2,34,59,0,22,43,87,93,60
1746,product-350511,2,34,56,20,36,35,87,93,60
1747,product-350001,2,34,65,4,23,9,87,93,60
1748,product-133422,2,34,58,2,22,45,87,93,60
1749,product-49156,2,34,54,23,26,55,87,93,60
1750,product-377841,2,34,70,11,22,16,87,93,60
1751,product-348130,2,34,70,21,29,5,87,93,60
1752,product-137021,2,34,60,3,22,59,87,93,60
1753,product-361678,2,34,67,27,20,9,87,93,60
1754,product-48103,2,34,47,28,24,30,87,93,60
1755,product-151725,2,34,60,0,22,22,87,93,60
1756,product-183280,2,34,66,0,22,49,87,93,60
1757,product-165975,2,34,13,0,22,6,87,93,60
1758,product-133588,2,34,58,11,22,48,87,93,60
1759,product-143029,2,34,64,7,23,29,87,93,60
1760,product-15526,2,34,45,4,24,37,87,93,60
1761,product-39670,2,34,37,5,22,14,87,93,60
1762,product-156345,2,34,58,47,36,23,87,93,60
1763,product-191722,2,34,70,3,22,50,87,93,60
1764,product-149383,2,34,68,0,22,45,87,93,60
1765,product-132565,2,34,67,2,22,69,87,93,60
1766,product-149549,2,34,68,0,22,46,87,93,60
1767,product-358306,2,34,64,0,22,7,87,93,60
1768,product-1062,2,34,68,2,22,42,87,93,60
1769,product-22022,2,38,53,41,27,64,87,94,60
1770,product-63754,2,38,42,39,20,14,87,94,60
1771,product-316889,2,38,56,6,24,17,87,94,60
1772,product-218653,2,38,57,24,25,27,87,94,61
1773,product-124409,2,38,66,19,23,69,87,94,61
1774,product-227442,2,38,48,13,25,15,87,94,61
1775,product-64131,2,38,42,30,21,17,87,94,60
1776,product-72119,2,38,59,9,24,57,87,94,61
