ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
531,customer-68214,0,49,88,15,22,38,77,91,70
532,customer-18735,0,49,78,6,22,67,82,94,67
533,customer-18736,0,49,88,17,22,67,75,91,71
534,customer-464959,0,49,22,15,22,11,92,88,48
535,customer-31800,0,49,12,5,22,53,87,91,59
536,customer-18512,0,49,88,20,22,66,72,90,72
537,customer-18511,0,49,95,8,22,67,83,91,63
538,customer-17178,0,49,28,18,22,65,94,87,43
539,customer-17174,0,49,5,15,22,67,83,86,57
540,customer-17173,0,49,5,15,22,67,84,86,56
541,customer-17172,0,49,7,14,22,68,85,87,56
542,customer-17171,0,49,16,8,22,68,88,90,55
543,customer-183643,0,49,14,21,22,6,89,82,44
544,customer-183644,0,49,16,23,22,5,91,81,41
545,customer-125401,0,49,2,9,22,37,83,89,60
546,customer-125400,0,49,16,11,22,37,89,89,53
547,customer-16956,0,49,17,18,22,65,91,84,45
548,customer-16955,0,49,11,14,22,66,87,86,52
549,customer-16954,0,49,98,8,22,66,83,91,62
550,customer-16953,0,49,12,3,22,66,87,92,59
551,customer-16952,0,49,29,6,22,67,89,92,56
552,customer-125037,0,49,8,21,22,36,84,83,51
553,customer-125036,0,49,8,18,22,36,85,84,52
554,customer-125035,0,49,9,12,22,36,86,88,55
555,customer-125402,0,49,92,14,22,37,78,90,67
556,customer-17617,0,49,98,15,22,64,80,88,63
557,customer-32176,0,49,98,15,22,53,80,88,63
558,customer-126136,0,49,2,15,22,38,82,87,59
559,customer-32175,0,49,3,11,22,53,84,89,59
560,customer-83051,0,49,25,8,22,57,89,91,55
561,customer-125403,0,49,99,17,22,37,79,87,61
562,customer-17385,0,49,8,9,22,69,86,89,57
563,customer-125766,0,49,1,11,22,38,83,89,60
564,customer-125767,0,49,6,14,22,38,84,87,56
565,customer-278581,0,49,24,14,22,33,92,89,48
566,customer-457915,0,49,0,0,22,8,86,94,61
567,customer-457916,0,49,62,14,22,10,82,98,69
568,customer-458262,0,49,12,2,22,9,86,93,60
569,customer-279122,0,49,24,12,22,33,92,89,50
570,customer-279123,0,49,14,11,22,33,88,89,54
571,customer-131570,0,49,26,20,22,38,94,87,43
572,customer-156986,0,49,3,6,22,20,85,91,60
573,customer-459251,0,49,12,11,22,9,87,89,54
574,customer-459577,0,49,0,3,22,9,85,92,61
575,customer-278044,0,49,31,14,22,33,93,91,50
576,customer-50539,0,49,5,15,22,44,83,86,57
577,customer-458594,0,49,79,5,22,9,83,94,65
578,customer-458595,0,49,60,15,22,9,83,98,69
579,customer-126864,0,50,34,5,22,40,88,93,58
580,customer-158501,0,50,2,15,22,20,82,86,58
581,customer-126865,0,50,90,3,22,40,84,93,63
582,customer-126739,0,50,21,14,22,77,91,88,50
583,customer-183911,0,50,14,24,22,7,89,80,41
584,customer-158253,0,50,3,15,22,20,83,87,58
585,customer-468388,0,50,45,5,22,14,87,94,60
586,customer-127100,0,50,14,14,22,77,89,87,51
587,customer-158254,0,50,2,15,22,20,82,87,59
588,customer-158746,0,50,3,11,22,20,84,89,59
589,customer-158745,0,50,8,11,22,20,85,88,56
590,customer-126371,0,50,92,5,22,76,83,93,63
591,customer-17824,0,50,9,17,22,70,86,85,52
592,customer-17823,0,50,11,17,22,71,87,85,50
593,customer-126370,0,50,25,15,22,77,93,88,47
594,customer-126498,0,50,24,8,22,39,89,91,55
595,customer-126499,0,50,6,8,22,39,85,90,58
596,customer-464691,0,50,18,20,22,11,91,84,44
597,customer-127821,0,50,27,15,22,78,93,89,47
598,customer-464961,0,50,73,11,22,12,80,96,71
599,customer-127948,0,50,19,11,22,41,90,89,52
600,customer-467756,0,50,92,9,22,13,81,91,65
601,customer-127227,0,50,25,3,22,40,87,93,59
602,customer-127226,0,50,16,5,22,41,87,92,58
603,customer-468074,0,50,18,15,22,13,91,87,48
604,customer-127586,0,50,29,6,22,41,89,92,56
605,customer-51496,0,50,8,23,22,44,84,81,49
606,customer-466765,0,50,12,11,22,12,87,89,55
607,customer-466438,0,50,15,15,22,12,89,86,50
608,customer-127462,0,50,17,11,22,77,89,89,53
609,customer-467100,0,50,1,6,22,13,85,91,61
610,customer-17170,0,50,27,8,22,69,90,92,54
611,customer-125266,0,50,25,20,22,76,94,86,42
612,customer-183642,0,50,13,21,22,6,88,82,46
613,customer-125009,0,50,20,11,22,42,90,89,52
614,customer-125010,0,50,91,5,22,42,84,93,63
615,customer-124899,0,50,18,6,22,75,88,91,56
616,customer-124898,0,50,22,18,22,76,93,85,44
617,customer-183641,0,50,14,24,22,7,89,81,42
618,customer-269046,0,50,5,8,22,24,85,91,59
619,customer-126005,0,50,4,12,22,76,84,88,58
620,customer-126004,0,50,20,20,22,76,93,84,43
621,customer-17605,0,50,9,8,22,69,86,90,57
622,customer-17604,0,50,18,9,22,70,89,89,53
623,customer-17603,0,50,20,11,22,70,90,89,52
624,customer-158989,0,50,12,9,22,20,87,89,56
625,customer-42330,0,50,88,8,22,58,81,93,66
626,customer-42329,0,50,24,8,22,58,90,91,54
627,customer-126135,0,50,2,20,22,38,81,84,57
628,customer-126134,0,50,2,18,22,38,81,85,57
629,customer-126133,0,50,3,11,22,39,84,89,59
630,customer-126132,0,50,19,8,22,39,89,91,55
631,customer-271104,0,50,81,11,22,13,79,94,70
632,customer-271103,0,50,37,12,22,12,92,93,53
633,customer-83050,0,50,18,18,22,57,91,85,45
634,customer-125634,0,50,21,21,22,76,93,83,41
635,customer-270041,0,50,44,3,22,12,87,94,61
636,customer-17384,0,50,16,8,22,69,88,90,56
637,customer-17383,0,50,24,9,22,69,91,90,52
638,customer-270575,0,50,62,5,22,13,85,95,64
639,customer-81873,0,50,47,6,22,58,88,95,61
640,customer-81872,0,50,24,8,22,58,90,91,54
641,customer-391828,0,50,28,14,22,31,93,90,49
642,customer-391827,0,50,24,12,22,31,91,89,50
643,customer-20112,0,50,91,15,22,69,77,90,68
644,customer-20111,0,50,88,5,22,70,83,93,65
645,customer-50540,0,50,2,15,22,43,82,87,59
646,customer-391151,0,50,28,11,22,31,91,91,52
647,customer-391150,0,50,28,9,22,31,91,91,53
648,customer-391149,0,50,28,9,22,31,91,91,53
649,customer-126847,0,51,5,18,22,44,83,85,55
650,customer-126846,0,51,9,11,22,45,86,89,56
651,customer-469016,0,51,98,23,22,15,77,84,61
652,customer-469017,0,51,99,21,22,16,78,84,61
653,customer-126716,0,51,0,8,22,72,83,91,61
654,customer-18048,0,51,10,21,22,72,86,82,48
655,customer-18047,0,51,1,15,22,72,81,87,59
656,customer-469335,0,51,6,32,22,15,80,75,47
657,customer-469336,0,51,97,29,22,15,71,80,62
658,customer-469337,0,51,0,29,22,15,74,79,57
659,customer-469346,0,51,9,8,22,19,86,90,57
660,customer-18046,0,51,4,11,22,72,84,89,59
661,customer-127077,0,51,92,5,22,72,83,93,63
662,customer-18045,0,51,24,12,22,73,91,89,50
663,customer-471182,0,51,5,21,22,22,82,83,54
664,customer-470791,0,51,6,29,22,21,81,78,49
665,customer-17822,0,51,16,21,22,71,91,83,44
666,customer-17821,0,51,16,17,22,72,90,85,48
667,customer-183905,0,51,50,0,22,9,86,94,62
668,customer-183904,0,51,44,8,22,9,89,95,59
669,customer-183906,0,51,92,6,22,9,83,93,64
670,customer-126479,0,51,14,9,22,44,88,89,55
671,customer-271679,0,51,10,8,22,25,87,90,57
672,customer-183909,0,51,10,23,22,7,86,81,48
673,customer-271678,0,51,15,6,22,25,87,91,57
674,customer-51811,0,51,10,20,22,45,86,83,49
675,customer-469688,0,51,11,29,22,19,86,77,41
676,customer-470034,0,51,13,27,22,20,88,78,40
677,customer-470402,0,51,11,20,22,20,87,83,48
678,customer-318302,0,51,15,9,22,25,88,89,55
679,customer-183910,0,51,13,24,22,7,88,80,43
680,customer-127799,0,51,87,9,22,71,80,93,67
681,customer-184160,0,51,28,12,22,11,92,90,50
682,customer-42614,0,51,0,2,22,87,85,93,61
683,customer-184164,0,51,92,5,22,10,83,93,63
684,customer-184163,0,51,17,3,22,10,87,92,59
685,customer-184162,0,51,25,8,22,10,89,91,55
686,customer-127207,0,51,34,6,22,45,89,93,57
687,customer-127567,0,51,99,9,22,46,83,90,61
688,customer-51495,0,51,10,24,22,45,85,80,46
689,customer-317596,0,51,96,5,22,25,84,92,63
690,customer-317595,0,51,24,9,22,25,91,90,52
691,customer-127461,0,51,22,15,22,78,92,87,46
692,customer-127439,0,51,88,5,22,72,83,93,65
693,customer-125241,0,51,61,9,22,71,84,97,66
694,customer-125255,0,51,97,26,22,77,74,82,63
695,customer-125254,0,51,3,18,22,76,81,85,57
696,customer-125253,0,51,11,8,22,76,87,90,57
697,customer-125252,0,51,34,11,22,76,91,92,53
698,customer-125250,0,51,47,23,22,75,91,96,56
699,customer-125251,0,51,43,15,22,75,91,95,55
700,customer-159471,0,51,16,12,22,20,89,88,52
701,customer-159470,0,51,19,12,22,21,90,89,51
702,customer-42237,0,51,96,9,22,88,82,91,63
703,customer-125377,0,51,12,15,22,43,88,85,50
704,customer-269583,0,51,98,8,22,25,83,91,62
705,customer-269582,0,51,7,8,22,24,85,91,59
706,customer-269581,0,51,16,8,22,24,88,90,55
707,customer-159935,0,51,11,8,22,21,87,90,56
708,customer-159936,0,51,11,9,22,21,87,89,56
709,customer-183637,0,51,4,11,22,8,84,89,59
710,customer-159702,0,51,15,9,22,21,88,89,54
711,customer-183639,0,51,11,20,22,7,87,83,48
712,customer-183638,0,51,8,17,22,8,85,85,54
713,customer-183636,0,51,11,5,22,9,87,91,59
714,customer-473879,0,51,12,3,22,28,86,93,60
715,customer-125984,0,51,2,12,22,73,83,88,59
716,customer-126114,0,51,31,11,22,43,91,92,52
717,customer-126113,0,51,39,11,22,44,91,94,56
718,customer-125983,0,51,88,11,22,73,80,92,67
719,customer-125982,0,51,78,6,22,73,82,94,67
720,customer-270631,0,51,9,11,22,25,86,89,56
721,customer-125981,0,51,28,3,22,72,88,93,58
722,customer-472332,0,51,4,23,22,25,80,81,54
723,customer-472333,0,51,99,11,22,25,82,89,61
724,customer-126348,0,51,88,17,22,72,75,91,70
725,customer-126347,0,51,6,9,22,72,85,89,58
726,customer-471943,0,51,13,20,22,24,88,83,47
727,customer-472710,0,51,3,11,22,26,84,89,59
728,customer-271161,0,51,7,8,22,25,86,90,58
729,customer-271160,0,51,14,8,22,25,88,90,56
730,customer-319013,0,51,29,14,22,26,93,90,48
731,customer-125611,0,51,51,15,22,72,87,97,62
732,customer-270097,0,51,6,12,22,25,85,88,57
733,customer-125613,0,51,51,14,22,73,88,97,62
734,customer-125614,0,51,42,11,22,73,90,94,57
735,customer-270096,0,51,14,12,22,24,88,88,52
736,customer-125617,0,51,79,5,22,75,83,94,65
737,customer-125616,0,51,42,6,22,74,89,94,59
738,customer-125615,0,51,38,11,22,74,91,93,54
739,customer-125610,0,51,53,8,22,72,87,96,63
740,customer-125608,0,51,0,3,22,71,85,92,61
741,customer-125609,0,51,53,2,22,71,86,94,62
742,customer-159231,0,51,13,9,22,20,88,89,55
743,customer-159230,0,51,17,14,22,21,89,87,50
744,customer-270574,0,51,36,15,22,12,93,93,51
745,customer-125744,0,51,16,12,22,43,89,88,51
746,customer-125743,0,51,21,15,22,43,92,87,47
747,customer-131387,0,51,81,9,22,68,80,94,69
748,customer-131386,0,51,21,12,22,68,91,89,50
749,customer-457541,0,51,13,21,22,2,88,83,46
750,customer-156966,0,51,11,20,22,28,87,83,48
751,customer-130820,0,51,0,5,22,44,85,92,61
752,customer-130819,0,51,21,8,22,45,89,91,54
753,customer-277529,0,51,91,21,22,38,73,88,69
754,customer-391145,0,51,14,6,22,31,87,91,57
755,customer-391144,0,51,12,6,22,31,87,91,57
756,customer-391143,0,51,14,8,22,31,87,90,56
757,customer-391146,0,51,19,8,22,31,89,91,55
758,customer-391148,0,51,26,12,22,31,91,90,51
759,customer-50522,0,51,16,18,22,51,90,85,46
760,customer-50523,0,51,5,12,22,50,84,88,57
761,customer-391147,0,51,23,9,22,31,90,90,52
762,customer-315520,0,51,34,14,22,24,93,92,50
763,customer-126845,0,52,26,14,22,45,92,89,49
764,customer-469676,0,52,13,27,22,14,88,78,41
765,customer-18270,0,52,8,8,22,73,86,90,58
766,customer-18269,0,52,23,17,22,73,93,87,45
767,customer-18268,0,52,22,15,22,74,92,87,46
768,customer-18267,0,52,16,6,22,74,88,91,56
769,customer-18266,0,52,12,3,22,75,87,92,59
770,customer-18265,0,52,18,9,22,75,89,90,54
771,customer-272722,0,52,9,5,22,26,86,92,59
772,customer-471558,0,52,4,21,22,23,82,83,54
773,customer-51794,0,52,19,8,22,52,89,91,55
774,customer-272201,0,52,7,6,22,25,86,91,59
775,customer-272200,0,52,18,6,22,25,88,91,56
776,customer-470020,0,52,16,23,22,14,91,81,42
777,customer-470021,0,52,3,26,22,15,79,80,54
778,customer-469677,0,52,5,29,22,15,80,78,50
779,customer-318301,0,52,24,20,22,25,94,86,43
780,customer-184159,0,52,29,15,22,12,94,89,47
781,customer-184158,0,52,29,21,22,12,96,87,42
782,customer-51386,0,52,84,23,22,80,70,92,77
783,customer-127928,0,52,8,12,22,46,85,87,56
784,customer-127927,0,52,9,2,22,46,86,93,61
785,customer-127925,0,52,42,20,22,47,93,94,52
786,customer-127924,0,52,42,23,22,47,93,94,50
787,customer-127566,0,52,21,14,22,46,91,88,50
788,customer-51478,0,52,32,11,22,52,91,92,53
789,customer-51479,0,52,32,6,22,51,89,93,57
790,customer-125236,0,52,35,12,22,66,92,93,52
791,customer-125235,0,52,42,12,22,66,91,94,56
792,customer-125234,0,52,36,21,22,65,95,91,46
793,customer-52428,0,52,78,8,22,52,81,94,68
794,customer-52429,0,52,78,17,22,52,74,95,76
795,customer-473478,0,52,14,8,22,28,87,90,56
796,customer-125963,0,52,35,11,22,65,91,93,54
797,customer-125962,0,52,32,20,22,65,95,89,44
798,customer-183898,0,52,31,20,22,12,95,89,44
799,customer-183897,0,52,29,15,22,12,94,89,47
800,customer-126328,0,52,19,12,22,64,90,88,50
801,customer-126327,0,52,28,18,22,64,94,89,45
802,customer-473092,0,52,3,11,22,27,84,89,59
803,customer-474668,0,52,17,20,22,29,91,83,44
804,customer-52112,0,52,97,6,22,52,83,92,62
805,customer-125597,0,52,39,18,22,65,94,93,50
806,customer-131414,0,52,5,12,22,80,84,88,57
807,customer-131388,0,52,75,21,22,69,72,96,78
808,customer-278610,0,52,96,21,22,39,76,86,64
809,customer-131415,0,52,81,23,22,80,69,93,79
810,customer-131176,0,52,11,14,22,45,87,87,53
811,customer-131747,0,52,78,17,22,69,75,95,75
812,customer-184690,0,52,5,8,22,12,85,91,59
813,customer-156964,0,52,18,17,22,29,91,85,46
814,customer-184691,0,52,3,14,22,11,83,87,58
815,customer-279154,0,52,95,21,22,39,75,86,66
816,customer-184692,0,52,4,20,22,11,82,84,55
817,customer-131774,0,52,86,14,22,80,76,92,71
818,customer-156927,0,52,6,12,22,44,85,88,57
819,customer-131536,0,52,28,6,22,46,89,92,57
820,customer-131537,0,52,5,8,22,45,85,90,59
821,customer-156965,0,52,16,20,22,28,90,83,44
822,customer-131175,0,52,14,12,22,45,89,87,52
823,customer-130696,0,52,99,5,22,79,84,92,62
824,customer-130695,0,52,14,12,22,80,88,88,52
825,customer-130668,0,52,78,15,22,69,76,95,74
826,customer-130667,0,52,51,6,22,69,87,95,62
827,customer-157177,0,52,16,14,22,44,89,87,51
828,customer-130666,0,52,37,17,22,68,94,93,49
829,customer-157178,0,52,1,12,22,44,82,88,61
830,customer-157214,0,52,11,9,22,29,87,89,56
831,customer-157215,0,52,13,12,22,29,88,88,53
832,customer-278070,0,52,93,17,22,39,76,89,67
833,customer-278069,0,52,95,20,22,38,76,86,65
834,customer-131053,0,52,30,3,22,80,87,93,59
835,customer-18264,0,53,17,15,22,75,90,86,48
836,customer-18263,0,53,12,17,22,76,88,85,50
837,customer-18262,0,53,5,14,22,76,84,87,56
838,customer-471163,0,53,89,23,22,14,71,88,72
839,customer-470775,0,53,93,14,22,14,78,90,66
840,customer-271533,0,53,5,5,22,19,85,92,60
841,customer-271532,0,53,18,6,22,19,88,91,56
842,customer-126692,0,53,31,23,22,62,96,87,40
843,customer-126693,0,53,29,17,22,63,94,89,46
844,customer-18037,0,53,21,5,22,76,88,92,58
845,customer-18036,0,53,16,6,22,77,88,91,56
846,customer-18035,0,53,18,15,22,77,90,87,48
847,customer-18034,0,53,12,15,22,78,88,86,51
848,customer-18033,0,53,5,15,22,78,84,86,56
849,customer-126695,0,53,19,9,22,63,89,90,54
850,customer-126694,0,53,25,3,22,63,87,93,59
851,customer-18031,0,53,4,15,22,79,83,86,57
852,customer-470387,0,53,10,11,22,14,87,89,56
853,customer-470388,0,53,4,23,22,14,81,81,54
854,customer-272055,0,53,11,6,22,20,87,91,58
855,customer-272054,0,53,19,8,22,20,89,91,55
856,customer-157979,0,53,8,20,22,30,85,83,51
857,customer-184150,0,53,24,6,22,15,89,92,56
858,customer-157980,0,53,5,23,22,30,81,82,53
859,customer-157942,0,53,9,18,22,46,86,84,52
860,customer-157943,0,53,0,15,22,46,81,87,60
861,customer-158191,0,53,8,17,22,46,85,85,54
862,customer-269434,0,53,21,6,22,17,89,91,56
863,customer-269436,0,53,9,5,22,17,86,91,59
864,customer-269435,0,53,16,5,22,17,87,91,57
865,customer-72299,0,53,11,8,22,64,87,90,56
866,customer-72300,0,53,22,11,22,63,90,90,52
867,customer-72301,0,53,29,8,22,63,90,92,54
868,customer-72302,0,53,32,8,22,63,90,93,56
869,customer-72298,0,53,12,15,22,64,87,86,52
870,customer-268897,0,53,16,5,22,16,87,91,57
871,customer-183890,0,53,18,2,22,15,87,93,60
872,customer-183889,0,53,15,9,22,15,88,89,55
873,customer-474510,0,53,35,20,22,11,95,91,46
874,customer-126326,0,53,36,15,22,64,93,92,50
875,customer-271014,0,53,14,6,22,18,87,91,57
876,customer-271013,0,53,18,5,22,19,87,92,58
877,customer-72219,0,53,22,6,22,54,89,91,56
878,customer-72220,0,53,94,5,22,55,84,93,63
879,customer-475332,0,53,23,11,22,11,91,90,52
880,customer-269949,0,53,17,6,22,18,88,91,57
881,customer-474919,0,53,30,11,22,11,92,91,52
882,customer-474920,0,53,29,12,22,11,92,91,51
883,customer-474921,0,53,28,15,22,11,94,89,47
884,customer-270482,0,53,14,5,22,18,87,91,58
885,customer-270481,0,53,18,6,22,18,88,91,56
886,customer-131506,0,53,4,15,22,53,83,86,56
887,customer-72001,0,53,26,8,22,64,90,91,54
888,customer-130789,0,53,85,14,22,52,77,93,71
889,customer-130788,0,53,94,5,22,52,83,92,63
890,customer-131144,0,53,17,9,22,53,89,90,54
891,customer-158477,0,54,99,14,22,30,81,88,61
892,customer-272577,0,54,16,5,22,20,87,91,57
893,customer-158476,0,54,0,9,22,31,83,90,61
894,customer-51756,0,54,76,12,22,68,78,96,72
895,customer-51755,0,54,12,9,22,68,87,89,55
896,customer-18252,0,54,10,11,22,80,87,88,55
897,customer-18251,0,54,12,6,22,81,87,91,57
898,customer-18250,0,54,27,3,22,81,87,93,59
899,customer-18249,0,54,33,8,22,82,90,93,55
900,customer-127050,0,54,34,20,22,61,95,90,44
901,customer-158439,0,54,6,15,22,46,84,86,56
902,customer-127049,0,54,32,23,22,61,96,89,42
903,customer-127051,0,54,35,11,22,61,92,93,53
904,customer-126690,0,54,36,23,22,62,96,91,44
905,customer-126691,0,54,34,18,22,62,94,91,46
906,customer-18032,0,54,0,17,22,78,80,87,60
907,customer-18030,0,54,12,18,22,79,88,84,48
908,customer-18029,0,54,12,14,22,80,88,87,52
909,customer-18028,0,54,12,8,22,80,87,90,56
910,customer-18027,0,54,20,11,22,80,90,89,52
911,customer-158683,0,54,2,20,22,46,80,84,57
912,customer-184145,0,54,20,8,22,18,89,91,54
913,customer-388465,0,54,42,6,22,29,89,94,59
914,customer-388464,0,54,38,12,22,29,92,93,53
915,customer-51439,0,54,50,0,22,68,86,94,62
916,customer-184144,0,54,21,5,22,18,88,92,57
917,customer-76818,0,54,40,15,22,50,92,94,53
918,customer-274108,0,54,18,15,22,22,91,86,48
919,customer-202292,0,54,9,6,22,10,86,91,58
920,customer-127410,0,54,25,9,22,60,91,91,53
921,customer-273091,0,54,5,3,22,20,85,92,61
922,customer-273090,0,54,22,6,22,21,89,91,56
923,customer-158229,0,54,5,14,22,30,84,87,57
924,customer-158230,0,54,5,18,22,30,83,84,55
925,customer-273604,0,54,14,8,22,21,87,90,56
926,customer-273603,0,54,21,15,22,21,92,87,46
927,customer-18475,0,54,8,11,22,82,86,88,56
928,customer-184143,0,54,23,8,22,18,89,91,55
929,customer-184142,0,54,24,11,22,19,91,90,51
930,customer-269425,0,54,23,12,22,21,91,89,50
931,customer-269424,0,54,22,9,22,21,90,90,53
932,customer-269423,0,54,22,8,22,22,89,91,55
933,customer-269421,0,54,26,11,22,22,91,91,52
934,customer-269422,0,54,25,6,22,22,89,92,56
935,customer-52391,0,54,98,8,22,68,83,91,62
936,customer-124964,0,54,28,9,22,56,91,91,53
937,customer-268886,0,54,29,14,22,21,93,90,49
938,customer-268887,0,54,27,12,22,20,92,90,51
939,customer-76542,0,54,41,15,22,51,92,94,53
940,customer-76543,0,54,40,11,22,51,91,94,55
941,customer-76615,0,54,97,14,22,67,80,89,63
942,customer-76616,0,54,9,17,22,67,86,85,53
943,customer-183888,0,54,12,9,22,16,87,89,56
944,customer-183885,0,54,20,8,22,17,89,91,55
945,customer-183884,0,54,23,9,22,17,90,91,54
946,customer-52074,0,54,92,12,22,68,80,91,66
947,customer-158927,0,54,99,24,22,46,76,83,60
948,customer-475331,0,54,23,15,22,12,92,88,48
949,customer-475330,0,54,24,18,22,12,94,87,44
950,customer-475743,0,54,20,18,22,12,92,85,44
951,customer-475742,0,54,21,20,22,13,93,85,43
952,customer-50481,0,54,99,14,22,68,81,88,62
953,customer-279083,0,54,45,17,22,22,91,96,56
954,customer-131505,0,54,14,17,22,53,89,85,49
955,customer-72000,0,54,22,14,22,64,92,88,48
956,customer-126799,0,55,11,20,22,59,87,83,48
957,customer-387823,0,55,29,17,22,29,94,89,46
958,customer-202818,0,55,24,11,22,11,91,90,51
959,customer-202819,0,55,15,8,22,11,88,90,56
960,customer-127048,0,55,35,24,22,60,96,90,42
961,customer-158421,0,55,93,8,22,54,82,92,64
962,customer-158422,0,55,90,12,22,53,78,91,68
963,customer-126432,0,55,3,15,22,58,83,87,57
964,customer-126431,0,55,11,18,22,59,87,83,49
965,customer-158664,0,55,8,12,22,54,86,88,56
966,customer-158665,0,55,92,12,22,53,79,90,66
967,customer-203090,0,55,16,9,22,11,88,90,54
968,customer-388462,0,55,26,26,22,29,96,83,35
969,customer-388463,0,55,30,30,22,29,98,84,33
970,customer-127768,0,55,26,8,22,59,90,91,54
971,customer-127767,0,55,44,9,22,59,89,95,58
972,customer-127766,0,55,41,15,22,58,92,94,54
973,customer-127765,0,55,42,15,22,58,91,95,55
974,customer-128126,0,55,16,9,22,58,88,90,54
975,customer-128125,0,55,22,12,22,57,91,89,50
976,customer-128124,0,55,31,8,22,57,91,92,54
977,customer-128123,0,55,52,8,22,57,87,96,63
978,customer-127884,0,55,94,12,22,60,80,90,65
979,customer-18699,0,55,7,23,22,82,83,81,50
980,customer-18698,0,55,10,17,22,83,86,85,52
981,customer-18697,0,55,18,11,22,83,89,89,53
982,customer-157926,0,55,96,14,22,53,80,89,63
983,customer-157927,0,55,94,18,22,52,76,87,66
984,customer-202291,0,55,24,12,22,10,91,89,50
985,customer-127409,0,55,35,18,22,60,94,91,47
986,customer-202555,0,55,18,9,22,10,89,89,53
987,customer-127408,0,55,39,20,22,59,94,93,48
988,customer-127161,0,55,21,12,22,59,91,89,51
989,customer-158174,0,55,94,11,22,53,81,91,64
990,customer-158175,0,55,92,15,22,53,77,90,67
991,customer-18474,0,55,16,15,22,82,90,86,48
992,customer-42532,0,55,14,29,22,72,88,77,39
993,customer-202554,0,55,24,9,22,11,91,90,52
994,customer-127522,0,55,96,8,22,59,82,91,63
995,customer-127521,0,55,18,6,22,60,88,91,56
996,customer-125331,0,55,17,8,22,56,88,91,56
997,customer-125330,0,55,32,14,22,57,93,91,50
998,customer-159640,0,55,97,12,22,47,81,89,63
999,customer-476567,0,55,21,21,22,14,93,84,42
1000,customer-159641,0,55,92,17,22,46,77,89,67
1001,customer-476290,0,55,0,5,22,19,85,92,61
1002,customer-476291,0,55,93,9,22,19,81,91,65
1003,customer-159409,0,55,96,20,22,46,77,86,64
1004,customer-159410,0,55,94,26,22,46,71,85,67
1005,customer-475874,0,55,18,5,22,18,87,92,57
1006,customer-476149,0,55,22,24,22,13,94,83,38
1007,customer-476150,0,55,20,23,22,13,93,83,41
1008,customer-159874,0,55,92,9,22,47,81,91,65
1009,customer-124963,0,55,33,15,22,56,94,91,48
1010,customer-268882,0,55,39,15,22,22,93,93,52
1011,customer-268881,0,55,38,15,22,23,93,93,52
1012,customer-268880,0,55,36,11,22,23,92,93,54
1013,customer-268879,0,55,34,6,22,23,90,93,56
1014,customer-268878,0,55,29,6,22,24,89,92,56
1015,customer-268877,0,55,27,8,22,24,90,92,55
1016,customer-42155,0,55,11,14,22,73,87,87,52
1017,customer-42154,0,55,18,21,22,73,91,83,43
1018,customer-268876,0,55,27,6,22,25,89,92,56
1019,customer-476719,0,55,85,9,22,19,80,93,69
1020,customer-319469,0,55,25,24,22,6,96,84,37
1021,customer-476718,0,55,97,12,22,19,81,89,63
1022,customer-319468,0,55,24,33,22,6,96,78,28
1023,customer-126067,0,55,23,3,22,58,87,93,59
1024,customer-126066,0,55,34,8,22,58,90,93,55
1025,customer-159169,0,55,96,24,22,46,74,84,64
1026,customer-203355,0,55,6,9,22,11,85,89,58
1027,customer-203354,0,55,17,9,22,11,89,89,54
1028,customer-475462,0,55,19,3,22,18,87,93,59
1029,customer-475463,0,55,35,6,22,18,89,93,57
1030,customer-475741,0,55,22,23,22,13,94,83,39
1031,customer-203627,0,55,8,9,22,11,86,89,57
1032,customer-318765,0,55,29,32,22,6,98,82,30
1033,customer-125696,0,55,39,15,22,57,93,93,52
1034,customer-125697,0,55,36,6,22,57,89,93,57
1035,customer-475052,0,55,61,8,22,17,84,96,66
1036,customer-475051,0,55,95,2,22,17,85,93,62
1037,customer-184671,0,55,23,11,22,19,91,89,51
1038,customer-184670,0,55,26,17,22,20,93,88,46
1039,customer-184669,0,55,27,18,22,20,94,88,44
1040,customer-387822,0,56,22,11,22,29,91,89,51
1041,customer-387821,0,56,23,20,22,29,94,86,43
1042,customer-387820,0,56,23,21,22,29,94,85,41
1043,customer-387176,0,56,24,20,22,29,94,85,42
1044,customer-72198,0,56,40,20,22,48,94,93,49
1045,customer-72197,0,56,30,20,22,47,95,89,43
1046,customer-42531,0,56,14,35,22,72,89,73,33
1047,customer-42530,0,56,16,36,22,72,91,72,28
1048,customer-385556,0,56,86,20,22,35,72,91,74
1049,customer-385555,0,56,91,23,22,36,72,87,70
1050,customer-72276,0,56,19,8,22,74,89,90,54
1051,customer-476565,0,56,30,15,22,14,94,90,48
1052,customer-476566,0,56,25,18,22,14,94,87,43
1053,customer-476286,0,56,19,27,22,17,93,79,36
1054,customer-203895,0,56,15,11,22,12,88,89,54
1055,customer-203896,0,56,1,9,22,11,83,90,61
1056,customer-384923,0,56,79,18,22,36,73,94,76
1057,customer-384922,0,56,89,14,22,36,78,91,68
1058,customer-476985,0,56,35,6,22,15,89,93,57
1059,customer-476986,0,56,38,3,22,15,87,94,60
1060,customer-476987,0,56,22,11,22,14,90,90,52
1061,customer-268875,0,56,25,5,22,25,88,92,57
1062,customer-204169,0,56,20,15,22,12,91,87,47
